Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Public Transfers, Other cash",-51,369,362,356,350,345,344,345,347,350,351,348,339,324,308,286,303,274,285,320,469,642,710,670,630,549,465,362,267,189,120,52,-21,-95,-156,-217,-258,-285,-301,-317,-326,-343,-378,-413,-455,-500,-548,-575,-599,-608,-624,-637,-663,-660,-695,-711,-711,-684,-658,-596,-531,-471,-423,-386,-358,-341,-322,-290,-255,-229,-198,-157,-135,-108,-72,-34,-8,18,34,44,33,67,81,55,44,28,7,-9,13,45,83,117,
"Public Transfers, Other cash, Inflows","1,021",486,487,487,489,493,500,510,523,536,548,558,562,562,561,553,612,598,624,680,860,"1,080","1,208","1,243","1,287","1,296","1,305","1,291","1,267","1,248","1,228","1,205","1,184","1,165","1,164","1,155","1,157","1,156","1,161","1,156","1,159","1,158","1,152","1,147","1,144","1,144","1,142","1,153","1,164","1,183","1,195","1,207","1,215","1,252","1,264","1,276","1,294","1,310","1,305","1,304","1,302","1,290","1,267","1,237","1,209","1,185","1,167","1,164","1,168","1,166","1,166","1,177","1,177","1,182","1,198","1,215","1,225","1,236","1,237","1,233","1,209","1,244","1,243","1,205","1,158","1,121","1,050",980,925,873,822,776,
"Public Transfers, Other cash, Outflows","1,072",117,124,131,139,147,156,166,176,186,198,210,223,238,253,267,309,324,339,360,391,438,498,573,657,747,839,928,"1,000","1,059","1,108","1,153","1,204","1,260","1,320","1,372","1,416","1,441","1,462","1,473","1,485","1,501","1,530","1,560","1,599","1,644","1,691","1,728","1,763","1,791","1,819","1,844","1,878","1,913","1,959","1,987","2,004","1,994","1,963","1,900","1,833","1,762","1,690","1,622","1,567","1,526","1,490","1,455","1,424","1,395","1,364","1,333","1,312","1,290","1,270","1,249","1,233","1,218","1,203","1,189","1,176","1,176","1,162","1,150","1,115","1,094","1,043",988,912,828,738,660,
Private Transfers,-175,"9,042","8,375","8,207","9,033","9,560","9,991","10,165","10,609","10,950","11,647","12,912","13,616","14,631","15,215","15,802","16,349","18,432","17,126","15,816","12,517","10,675","8,136","5,535","3,701","2,323",595,-892,"-2,170","-2,877","-3,724","-4,247","-4,646","-5,254","-6,077","-6,795","-7,445","-8,122","-8,388","-9,502","-10,150","-10,746","-10,909","-10,964","-10,801","-10,648","-10,514","-10,689","-10,592","-10,469","-10,116","-9,791","-8,909","-8,475","-7,884","-7,353","-6,820","-6,229","-5,523","-4,806","-4,191","-3,608","-3,091","-2,671","-2,201","-1,639","-1,403","-1,229","-1,144","-1,352","-1,569","-1,751","-2,015","-2,354","-2,675","-3,035","-3,268","-3,344","-3,414","-3,474","-3,698","-4,040","-4,314","-4,395","-4,398","-4,272","-4,103","-4,113","-4,367","-4,628","-4,840","-4,866",
"Private Transfers, Inflows","11,337","9,042","8,375","8,207","9,033","9,560","9,991","10,165","10,609","10,950","11,647","12,912","13,616","14,631","15,215","15,802","16,530","18,669","17,684","16,790","14,132","13,149","11,537","9,910","9,053","8,730","8,193","8,139","8,239","8,673","8,922","9,274","9,660","9,974","10,251","10,585","11,030","11,408","12,076","11,859","11,985","12,131","12,416","12,722","12,974","13,207","13,317","13,221","13,213","13,382","13,491","13,393","13,715","13,618","13,584","13,595","13,556","13,501","13,388","13,212","12,922","12,740","12,599","12,242","11,987","11,737","11,189","10,638","10,290","9,777","9,358","8,924","8,450","7,820","7,149","6,458","5,963","5,546","5,112","4,713","4,185","3,525","2,948","2,620","2,375","2,263","2,241","2,068","1,661","1,254",901,740,
"Private Transfers, Outflows","11,512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,236,558,973,"1,615","2,473","3,401","4,375","5,352","6,406","7,598","9,031","10,409","11,550","12,646","13,521","14,306","15,228","16,328","17,380","18,475","19,529","20,464","21,361","22,135","22,878","23,325","23,686","23,775","23,855","23,831","23,910","23,805","23,850","23,607","23,184","22,624","22,092","21,468","20,949","20,375","19,731","18,910","18,017","17,113","16,348","15,690","14,913","14,188","13,376","12,592","11,867","11,434","11,129","10,927","10,675","10,465","10,174","9,824","9,493","9,232","8,890","8,527","8,187","7,883","7,565","7,262","7,015","6,772","6,535","6,344","6,181","6,028","5,882","5,741","5,606",
Interhousehold Transfers,-175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,75,325,396,465,543,483,456,402,280,238,241,249,265,239,236,210,167,112,22,-8,-11,-8,-6,-26,-48,-86,-136,-176,-226,-294,-363,-421,-481,-545,-585,-631,-663,-700,-727,-743,-741,-732,-704,-674,-663,-666,-672,-690,-716,-731,-746,-773,-795,-801,-824,-847,-856,-864,-874,-880,-886,-894,-901,-923,-943,-962,-997,"-1,019","-1,036","-1,049","-1,061","-1,073","-1,084","-1,095",
"Interhousehold Transfers, Inflows",281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,96,349,423,499,587,543,545,536,452,439,454,461,471,457,473,481,487,485,475,479,498,516,530,532,531,518,494,486,475,455,439,417,387,352,332,308,297,287,275,267,260,251,243,233,220,210,199,190,176,167,158,150,142,135,128,121,115,109,102,96,91,87,82,70,59,50,25,13,6,3,2,1,0,0,
"Interhousehold Transfers, Outflows",456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,27,33,44,60,89,133,172,201,212,211,206,218,236,271,319,373,453,488,508,524,537,558,579,604,630,663,701,750,801,837,868,897,917,939,960,986,"1,002","1,010","1,001",983,946,907,884,876,871,880,892,899,905,923,937,935,952,968,970,973,975,976,978,981,983,993,"1,002","1,012","1,022","1,032","1,042","1,052","1,063","1,074","1,084","1,095",
Intrahousehold Transfers,0,"9,042","8,375","8,207","9,033","9,560","9,991","10,165","10,609","10,950","11,647","12,912","13,616","14,631","15,215","15,802","16,349","18,410","17,051","15,492","12,121","10,210","7,593","5,053","3,245","1,921",315,"-1,131","-2,411","-3,127","-3,989","-4,486","-4,882","-5,464","-6,244","-6,907","-7,467","-8,113","-8,377","-9,494","-10,144","-10,720","-10,861","-10,878","-10,665","-10,471","-10,288","-10,395","-10,229","-10,048","-9,635","-9,246","-8,324","-7,843","-7,221","-6,653","-6,093","-5,486","-4,782","-4,074","-3,488","-2,934","-2,428","-2,005","-1,529",-948,-687,-497,-398,-579,-774,-950,"-1,191","-1,507","-1,819","-2,171","-2,395","-2,465","-2,528","-2,580","-2,796","-3,117","-3,371","-3,433","-3,401","-3,253","-3,068","-3,064","-3,305","-3,555","-3,756","-3,770",
"Intrahousehold Transfers, Inflows","11,056","9,042","8,375","8,207","9,033","9,560","9,991","10,165","10,609","10,950","11,647","12,912","13,616","14,631","15,215","15,802","16,530","18,646","17,588","16,441","13,710","12,650","10,951","9,367","8,508","8,194","7,741","7,700","7,786","8,212","8,450","8,817","9,187","9,493","9,765","10,100","10,555","10,928","11,579","11,343","11,455","11,600","11,885","12,204","12,480","12,721","12,843","12,766","12,775","12,965","13,104","13,041","13,383","13,310","13,287","13,309","13,281","13,234","13,128","12,960","12,679","12,507","12,379","12,031","11,788","11,548","11,013","10,471","10,131","9,627","9,216","8,789","8,322","7,699","7,034","6,349","5,861","5,450","5,021","4,627","4,103","3,455","2,889","2,569","2,350","2,251","2,235","2,065","1,660","1,253",901,740,
"Intrahousehold Transfers, Outflows","11,056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,236,536,949,"1,588","2,440","3,357","4,315","5,263","6,273","7,426","8,831","10,197","11,339","12,440","13,303","14,069","14,957","16,009","17,007","18,022","19,042","19,956","20,837","21,598","22,319","22,746","23,081","23,145","23,192","23,131","23,161","23,004","23,013","22,739","22,287","21,707","21,153","20,508","19,962","19,374","18,721","17,909","17,034","16,167","15,441","14,807","14,037","13,317","12,496","11,700","10,968","10,529","10,206","9,990","9,739","9,513","9,206","8,853","8,520","8,256","7,914","7,549","7,207","6,900","6,572","6,260","6,003","5,751","5,503","5,302","5,128","4,965","4,808","4,656","4,510",
"Intrahousehold Transfers, Consumption",2,"9,042","8,375","8,207","9,033","9,560","9,991","10,165","10,609","10,950","11,647","12,912","13,616","14,631","15,215","15,802","16,389","17,991","16,674","15,211","12,615","10,355","7,998","5,710","4,084","2,919","1,532",228,-936,"-1,609","-2,556","-3,447","-4,069","-4,873","-5,889","-6,740","-7,394","-8,046","-8,280","-9,236","-9,807","-10,434","-10,696","-10,889","-10,959","-10,928","-10,693","-10,809","-10,635","-10,396","-9,999","-9,694","-8,792","-8,312","-7,773","-7,212","-6,713","-6,188","-5,420","-4,758","-4,105","-3,615","-3,144","-2,882","-2,451","-1,964","-1,632","-1,389","-1,326","-1,395","-1,450","-1,534","-1,650","-1,852","-2,093","-2,391","-2,565","-2,597","-2,624","-2,648","-2,852","-3,167","-3,416","-3,476","-3,445","-3,295","-3,108","-3,104","-3,347","-3,603","-3,812","-3,837",
"Intrahousehold Transfers, Consumption, Inflows","8,971","9,042","8,375","8,207","9,033","9,560","9,991","10,165","10,609","10,950","11,647","12,912","13,616","14,631","15,215","15,802","16,530","18,150","17,059","15,876","13,710","12,009","10,262","8,620","7,660","7,227","6,649","6,405","6,257","6,447","6,402","6,404","6,492","6,534","6,538","6,609","6,761","6,861","7,294","6,931","6,922","6,936","7,082","7,243","7,331","7,477","7,691","7,727","7,870","8,189","8,456","8,494","8,930","8,999","9,100","9,367","9,547","9,676","9,856","9,952","9,917","9,913","9,959","9,755","9,650","9,541","9,270","8,962","8,709","8,438","8,249","7,982","7,688","7,223","6,665","6,062","5,642","5,283","4,898","4,536","4,030","3,391","2,831","2,516","2,296","2,199","2,185","2,015","1,608","1,195",834,664,
"Intrahousehold Transfers, Consumption, Outflows","8,969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,158,385,665,"1,094","1,655","2,264","2,909","3,576","4,308","5,117","6,177","7,193","8,055","8,958","9,851","10,561","11,407","12,427","13,350","14,155","14,907","15,575","16,167","16,728","17,370","17,778","18,132","18,291","18,405","18,384","18,536","18,505","18,586","18,455","18,188","17,722","17,311","16,873","16,579","16,260","15,863","15,276","14,710","14,022","13,528","13,102","12,637","12,101","11,505","10,902","10,350","10,035","9,832","9,699","9,515","9,338","9,076","8,757","8,453","8,207","7,880","7,522","7,185","6,882","6,557","6,247","5,992","5,741","5,494","5,292","5,119","4,955","4,799","4,646","4,500",
"Intrahousehold Transfers, Education",0,0,0,0,734,996,"1,021",699,540,230,180,615,461,606,350,239,374,982,651,"1,927","1,488","1,293",837,252,129,166,-51,-71,-129,-26,-111,-147,-135,-186,-302,-351,-368,-398,-111,-539,-616,-774,-737,-662,-678,-648,-500,-613,-605,-505,-484,-665,-418,-535,-543,-442,-424,-391,-261,-225,-150,-64,15,-122,-139,-77,-96,-69,-63,-54,-58,-34,-26,-48,-47,-51,-86,-72,-34,-28,0,-26,-30,-30,38,-21,-12,-11,-5,11,-3,-2,
"Intrahousehold Transfers, Education, Inflows",266,0,0,0,734,996,"1,021",699,540,230,180,615,461,606,350,239,375,985,660,"1,947","1,535","1,374",962,407,288,356,152,139,100,214,141,110,146,105,55,38,61,63,459,64,38,11,57,73,43,44,123,54,32,160,235,32,201,74,19,55,20,15,37,20,23,85,165,21,11,41,7,3,15,7,4,4,11,12,7,2,1,3,7,3,31,4,0,5,66,0,0,0,3,15,0,0,
"Intrahousehold Transfers, Education, Outflows",266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,20,47,81,125,155,159,190,203,211,229,239,251,256,281,291,357,389,430,461,570,603,654,785,794,736,722,692,623,667,637,665,719,697,618,608,562,498,444,406,298,245,173,149,149,143,151,118,103,72,78,62,61,38,38,60,54,53,87,75,40,31,31,31,30,35,28,21,13,12,8,5,3,2,
"Intrahousehold Transfers, Health",0,"2,762","1,786","1,290","1,009",858,801,794,831,885,966,"1,061","1,173","1,293","1,405","1,468","1,463","1,407","1,261","1,026",731,434,172,-47,-198,-304,-386,-468,-513,-531,-556,-583,-600,-642,-696,-734,-760,-799,-825,-855,-887,-909,-905,-900,-888,-881,-869,-860,-826,-758,-668,-571,-493,-443,-411,-381,-342,-263,-169,-98,-61,-36,-34,-51,-69,-77,-90,-108,-123,-139,-142,-157,-165,-181,-200,-222,-225,-226,-218,-210,-226,-254,-293,-318,-336,-312,-304,-324,-392,-470,-536,-563,
"Intrahousehold Transfers, Health, Inflows",871,"2,762","1,786","1,290","1,009",858,801,794,831,885,966,"1,061","1,173","1,293","1,405","1,468","1,480","1,441","1,331","1,158",953,763,600,476,394,353,331,328,345,381,403,421,433,434,431,443,465,476,489,499,504,513,548,584,617,646,673,694,735,816,904,"1,004","1,079","1,129","1,154","1,189","1,230","1,303","1,382","1,432","1,436","1,426","1,391","1,338","1,282","1,246","1,202","1,152","1,108","1,068","1,024",968,923,869,810,758,728,699,680,662,620,567,503,456,416,419,406,366,278,181,97,52,
"Intrahousehold Transfers, Health, Outflows",871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,70,133,222,330,427,523,592,657,718,796,859,913,959,"1,004","1,034","1,076","1,127","1,177","1,225","1,275","1,313","1,354","1,390","1,422","1,453","1,484","1,505","1,527","1,543","1,555","1,561","1,574","1,572","1,575","1,572","1,572","1,566","1,570","1,572","1,566","1,550","1,530","1,497","1,462","1,425","1,389","1,351","1,323","1,292","1,260","1,231","1,207","1,166","1,125","1,087","1,049","1,010",980,953,925,898,872,846,820,796,774,752,731,710,690,670,651,633,615,
"Intrahousehold Transfers, Consumption other than health and education",2,"6,279","6,589","6,917","7,289","7,706","8,169","8,672","9,238","9,835","10,502","11,237","11,981","12,733","13,459","14,095","14,552","15,603","14,761","12,259","10,396","8,628","6,989","5,506","4,153","3,058","1,969",767,-293,"-1,052","-1,890","-2,718","-3,334","-4,045","-4,891","-5,655","-6,265","-6,849","-7,344","-7,842","-8,304","-8,751","-9,054","-9,326","-9,393","-9,398","-9,324","-9,336","-9,204","-9,132","-8,847","-8,457","-7,881","-7,334","-6,818","-6,388","-5,946","-5,534","-4,990","-4,434","-3,894","-3,515","-3,125","-2,709","-2,243","-1,810","-1,445","-1,211","-1,140","-1,201","-1,251","-1,343","-1,459","-1,624","-1,845","-2,117","-2,255","-2,299","-2,372","-2,410","-2,626","-2,887","-3,093","-3,129","-3,146","-2,961","-2,791","-2,768","-2,950","-3,144","-3,274","-3,272",
"Intrahousehold Transfers, Consumption other than health and education, Inflows","7,833","6,279","6,589","6,917","7,289","7,706","8,169","8,672","9,238","9,835","10,502","11,237","11,981","12,733","13,459","14,095","14,675","15,723","15,067","12,771","11,221","9,872","8,700","7,737","6,978","6,518","6,166","5,938","5,811","5,851","5,858","5,873","5,912","5,995","6,052","6,128","6,234","6,323","6,347","6,368","6,380","6,411","6,477","6,585","6,671","6,787","6,894","6,978","7,104","7,214","7,316","7,458","7,651","7,797","7,926","8,123","8,297","8,358","8,438","8,501","8,458","8,401","8,403","8,396","8,357","8,254","8,061","7,807","7,586","7,362","7,221","7,009","6,754","6,343","5,848","5,303","4,913","4,581","4,212","3,871","3,379","2,820","2,328","2,054","1,814","1,780","1,779","1,649","1,327",999,737,612,
"Intrahousehold Transfers, Consumption other than health and education, Outflows","7,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,120,306,512,825,"1,244","1,711","2,231","2,826","3,461","4,197","5,171","6,105","6,903","7,748","8,591","9,246","10,040","10,943","11,783","12,500","13,172","13,691","14,210","14,684","15,162","15,532","15,911","16,064","16,185","16,219","16,314","16,307","16,346","16,164","15,915","15,531","15,131","14,744","14,511","14,244","13,891","13,428","12,935","12,352","11,916","11,528","11,106","10,600","10,064","9,507","9,018","8,726","8,564","8,472","8,352","8,213","7,967","7,693","7,420","7,168","6,880","6,583","6,282","6,005","5,706","5,421","5,183","4,960","4,742","4,570","4,417","4,277","4,143","4,011","3,883",
"Intrahousehold Transfers, Saving",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,418,378,280,-494,-145,-405,-658,-839,-998,"-1,217","-1,359","-1,476","-1,518","-1,433","-1,039",-813,-592,-355,-167,-73,-67,-97,-258,-337,-286,-165,11,294,457,405,414,406,348,363,447,468,468,552,559,620,701,638,684,617,681,716,876,922,"1,016",946,891,928,815,676,584,459,345,274,220,170,132,96,68,56,50,44,42,44,42,40,40,42,48,57,66,
"Intrahousehold Transfers, Saving, Inflows","2,085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,529,564,0,641,689,748,848,967,"1,092","1,295","1,529","1,765","2,048","2,413","2,696","2,959","3,227","3,491","3,794","4,067","4,284","4,412","4,533","4,664","4,802","4,961","5,148","5,244","5,152","5,039","4,904","4,776","4,647","4,547","4,453","4,310","4,187","3,942","3,734","3,559","3,272","3,008","2,762","2,594","2,420","2,276","2,138","2,007","1,743","1,509","1,422","1,189",967,808,634,475,369,287,219,167,123,90,73,64,57,54,54,52,50,50,52,58,66,76,
"Intrahousehold Transfers, Saving, Outflows","2,087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,78,152,284,494,786,"1,094","1,406","1,687","1,966","2,309","2,654","3,004","3,283","3,481","3,452","3,509","3,550","3,582","3,658","3,867","4,135","4,381","4,670","4,870","4,950","4,967","4,950","4,855","4,788","4,747","4,625","4,499","4,428","4,284","4,099","3,985","3,842","3,635","3,384","3,114","2,857","2,634","2,324","2,145","1,913","1,704","1,400","1,216",991,798,618,494,374,291,224,175,130,96,67,49,35,27,22,18,15,13,11,10,10,10,10,10,10,10,10,
Asset-based Reallocations,"6,321",2,38,-118,-35,12,85,144,176,165,140,57,6,171,224,409,305,"-1,081",-259,"2,705","4,515","3,803","3,786","3,101","2,989","2,821","2,258","2,640","2,331","1,853","2,187","1,802","1,864","2,138","2,459","3,160","3,363","3,599","2,970","3,235","3,682","4,004","3,453","3,484","3,219","3,420","3,461","3,818","4,185","4,928","6,031","6,229","5,616","5,823","6,404","7,306","8,427","9,341","10,723","11,666","12,736","14,879","16,827","16,063","17,902","20,213","18,074","17,087","19,767","21,316","22,493","23,881","24,812","26,126","27,213","28,217","28,360","28,197","28,325","27,995","27,789","28,416","28,251","28,325","27,806","27,934","26,952","26,863","25,418","25,975","25,849","30,282",
Public Asset-based Reallocations,748,38,40,43,45,48,51,54,57,60,64,68,72,77,82,86,105,115,130,154,191,240,300,366,438,513,589,662,726,783,833,880,925,970,"1,014","1,056","1,092","1,124","1,148","1,168","1,181","1,194","1,212","1,234","1,256","1,282","1,305","1,323","1,341","1,355","1,370","1,381","1,393","1,404","1,418","1,424","1,423","1,409","1,380","1,332","1,278","1,219","1,152","1,084","1,020",965,916,874,841,814,790,772,758,747,738,730,721,710,699,688,678,672,662,652,636,624,602,580,551,521,490,462,
Public Asset Income,-682,-35,-37,-39,-41,-44,-46,-49,-52,-55,-58,-62,-66,-70,-75,-79,-96,-105,-118,-140,-174,-219,-274,-334,-399,-468,-538,-604,-663,-715,-760,-803,-844,-885,-925,-963,-997,"-1,026","-1,048","-1,066","-1,077","-1,090","-1,106","-1,126","-1,146","-1,170","-1,190","-1,208","-1,224","-1,237","-1,250","-1,260","-1,272","-1,281","-1,294","-1,299","-1,298","-1,285","-1,259","-1,216","-1,166","-1,112","-1,051",-989,-931,-881,-836,-798,-768,-743,-721,-704,-692,-682,-673,-666,-658,-648,-638,-628,-619,-613,-604,-595,-580,-569,-550,-529,-503,-476,-447,-421,
Public Saving,"-1,430",-73,-77,-81,-86,-91,-97,-103,-109,-115,-122,-130,-138,-147,-157,-165,-201,-219,-248,-294,-365,-460,-574,-700,-837,-980,"-1,127","-1,267","-1,389","-1,498","-1,593","-1,682","-1,768","-1,856","-1,938","-2,019","-2,089","-2,150","-2,196","-2,234","-2,258","-2,284","-2,317","-2,359","-2,403","-2,451","-2,495","-2,531","-2,564","-2,592","-2,619","-2,641","-2,665","-2,684","-2,712","-2,723","-2,721","-2,694","-2,639","-2,548","-2,444","-2,331","-2,203","-2,073","-1,952","-1,846","-1,751","-1,672","-1,609","-1,558","-1,511","-1,476","-1,451","-1,429","-1,412","-1,396","-1,378","-1,358","-1,337","-1,316","-1,298","-1,285","-1,265","-1,248","-1,216","-1,193","-1,152","-1,109","-1,055",-997,-936,-883,
Private Asset-based Reallocations,"5,573",-36,-2,-160,-80,-36,34,90,119,105,76,-11,-66,94,143,323,200,"-1,196",-388,"2,551","4,324","3,562","3,486","2,735","2,551","2,308","1,669","1,978","1,605","1,069","1,354",923,940,"1,167","1,445","2,104","2,270","2,474","1,822","2,067","2,501","2,810","2,241","2,250","1,963","2,138","2,157","2,495","2,844","3,573","4,662","4,847","4,223","4,419","4,986","5,882","7,005","7,932","9,344","10,334","11,458","13,660","15,675","14,979","16,881","19,248","17,159","16,213","18,926","20,501","21,703","23,109","24,053","25,378","26,475","27,487","27,639","27,487","27,626","27,307","27,111","27,744","27,589","27,672","27,170","27,311","26,350","26,283","24,866","25,454","25,359","29,820",
Private Asset Income,"7,692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,81,151,188,285,428,629,883,"1,199","1,555","1,847","2,056","2,148","2,104","2,069","2,078","2,164","2,435","2,862","3,356","3,967","4,590","5,047","5,492","5,949","6,300","6,708","7,127","7,578","7,981","8,450","8,849","9,435","10,082","10,820","11,691","12,707","13,718","14,907","16,151","17,289","18,191","18,826","19,129","19,303","19,499","19,608","19,824","20,105","20,352","20,564","20,849","21,232","21,662","22,199","22,743","23,334","23,817","24,299","24,773","25,351","25,801","26,101","26,362","26,629","27,788","28,128","28,257","27,404","26,674","24,984","23,324","21,855","19,839","17,707","15,808",
"Private Capital Income, business & non-profits",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
"Private Capital Income, owner-occupied housing",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Private Property Income,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Private Saving,"2,119",36,2,160,80,36,-34,-90,-119,-105,-76,11,66,-94,-143,-323,-146,"1,277",539,"-2,364","-4,039","-3,134","-2,857","-1,852","-1,352",-754,178,79,543,"1,035",715,"1,156","1,225","1,268","1,417","1,252","1,697","2,115","3,225","3,426","3,448","3,490","4,467","4,877","5,615","5,843","6,293","6,354","6,590","6,509","6,158","6,844","8,485","9,299","9,921","10,269","10,285","10,258","9,482","8,795","7,845","5,839","3,933","4,845","3,224","1,104","3,406","4,636","2,306","1,161",497,-366,-720,"-1,561","-2,176","-2,715","-2,288","-1,686","-1,525",-945,-482,44,539,585,234,-637,"-1,365","-2,959","-3,012","-5,615","-7,652","-14,012",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
