Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Intrahousehold Transfers, Inflows","7,134","5,485","4,758","4,941","5,405","5,717","5,783","5,491","5,158","5,483","5,958","6,607","7,129","7,546","8,354","9,210","10,203","10,711","12,414","13,116","12,633","12,515","11,843","9,917","8,321","7,453","6,941","6,614","6,479","6,459","6,463","6,430","6,426","6,451","6,337","6,257","6,146","6,044","5,916","5,834","5,740","5,591","5,510","5,520","5,384","5,432","5,511","5,583","5,675","5,993","6,229","6,533","7,024","7,337","7,632","8,101","8,456","8,566","8,826","8,978","8,812","8,654","8,571","8,358","8,015","7,582","7,298","7,001","6,551","6,213","6,077","5,883","5,733","5,646","5,644","5,691","5,682","5,702","5,777","5,854","5,740","6,008","6,172","6,457","6,631","6,963","7,235","7,674","8,124","8,451","8,825","9,200",
"Intrahousehold Transfers, Outflows","7,134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,134,663,"1,196","1,794","2,399","3,046","3,650","4,155","4,646","5,030","5,418","5,897","6,404","6,845","7,309","7,811","8,267","8,786","9,235","9,856","10,260","10,793","11,312","11,867","12,458","13,096","13,500","13,937","14,499","14,568","14,785","14,726","14,649","14,173","13,937","13,541","13,167","12,616","12,055","11,757","11,148","10,902","10,524","10,283","9,864","9,518","9,082","8,914","8,612","8,222","7,911","7,656","7,260","6,921","6,757","6,564","6,191","5,887","5,776","5,319","4,978","4,734","4,351","3,981","3,667","3,360","3,169","2,964","2,660","2,399","2,336","2,037","1,739",
"Intrahousehold Transfers, Consumption",0,"5,485","4,758","4,941","5,405","5,717","5,783","5,491","5,158","5,483","5,958","6,607","7,129","7,546","8,354","9,210","10,203","10,711","12,413","13,063","12,443","12,135","11,241","9,067","7,145","5,934","5,025","4,219","3,560","3,025","2,365","1,731","1,125",565,-219,-808,"-1,567","-2,196","-2,947","-3,543","-4,263","-5,044","-5,732","-6,477","-7,258","-7,701","-8,211","-8,803","-8,830","-8,905","-8,757","-8,460","-7,769","-7,394","-6,921","-6,411","-5,778","-5,253","-4,733","-4,058","-3,868","-3,526","-3,246","-3,048","-2,870","-2,777","-2,845","-2,786","-2,747","-2,722","-2,537","-2,233","-2,060","-1,964","-1,841","-1,553","-1,223","-1,072",-482,20,441,"1,179","1,796","2,384","3,052","3,639","4,177","4,960","5,801","6,223","6,897","7,571",
"Intrahousehold Transfers, Consumption, Inflows","6,156","5,485","4,758","4,941","5,405","5,717","5,783","5,491","5,158","5,483","5,958","6,607","7,129","7,546","8,354","9,210","10,203","10,711","12,414","13,116","12,633","12,506","11,818","9,872","8,257","7,372","6,823","6,463","6,290","6,216","6,163","6,107","6,081","6,068","5,923","5,829","5,657","5,507","5,342","5,211","5,057","4,856","4,693","4,565","4,360","4,286","4,245","4,202","4,244","4,425","4,562","4,735","5,054","5,216","5,355","5,564","5,783","5,846","6,159","6,343","6,371","6,407","6,482","6,339","6,182","5,835","5,565","5,337","4,986","4,707","4,632","4,508","4,326","4,234","4,143","4,089","4,138","4,181","4,345","4,521","4,651","5,019","5,275","5,554","5,877","6,285","6,620","7,063","7,608","7,983","8,380","8,776",
"Intrahousehold Transfers, Consumption, Outflows","6,156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,53,190,371,577,805,"1,112","1,438","1,798","2,244","2,730","3,191","3,798","4,376","4,957","5,504","6,142","6,637","7,224","7,702","8,289","8,754","9,320","9,900","10,425","11,042","11,618","11,987","12,455","13,005","13,075","13,329","13,318","13,195","12,823","12,610","12,276","11,975","11,561","11,099","10,892","10,401","10,239","9,933","9,728","9,388","9,051","8,612","8,410","8,123","7,732","7,429","7,170","6,741","6,386","6,197","5,984","5,641","5,361","5,253","4,827","4,501","4,210","3,839","3,479","3,170","2,825","2,646","2,443","2,103","1,807","1,761","1,483","1,205",
"Intrahousehold Transfers, Education",0,0,0,0,679,"1,054","1,147",718,183,187,248,387,578,703,966,"1,285","1,557","1,691","2,765","3,150","2,739","2,895","2,680","1,359",364,122,24,-46,-40,-65,-92,-117,-160,-179,-220,-249,-281,-308,-358,-400,-461,-539,-641,-758,-899,"-1,035","-1,158","-1,275","-1,349","-1,382","-1,358","-1,339","-1,212","-1,100",-959,-820,-639,-506,-372,-269,-193,-123,-94,-68,-51,-35,-29,-28,-29,-26,-27,-34,-35,-41,-45,-53,-48,-54,-48,-51,-42,-41,-47,-45,-39,-37,-33,-13,-12,-13,-17,-21,
"Intrahousehold Transfers, Education, Inflows",296,0,0,0,679,"1,054","1,147",718,183,187,248,387,578,703,966,"1,285","1,557","1,691","2,765","3,153","2,756","2,920","2,715","1,404",414,173,76,6,19,4,0,6,0,5,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,26,35,45,50,51,52,52,59,68,92,124,160,183,221,251,281,309,358,400,461,539,641,758,899,"1,035","1,158","1,275","1,349","1,382","1,358","1,339","1,218","1,101",959,820,639,506,372,269,193,123,94,68,51,35,29,28,29,26,27,34,35,41,45,53,48,54,48,51,42,41,47,45,39,37,33,13,12,13,17,21,
"Intrahousehold Transfers, Health",0,"1,176",539,562,460,460,27,25,25,26,24,70,79,74,71,83,108,100,105,99,94,38,9,-26,-34,-38,-37,-51,-60,-68,-86,-100,-110,-114,-118,-123,-121,-109,-92,-95,-83,-93,-90,-109,-118,-115,-122,-138,-119,-108,-108,-86,-68,-74,-68,-59,-60,-48,-34,0,6,22,32,30,-2,-31,-67,-86,-107,-106,-80,-48,-51,-39,-30,-33,-36,-29,-8,-2,18,65,108,139,182,207,208,228,252,295,350,405,
"Intrahousehold Transfers, Health, Inflows",202,"1,176",539,562,460,460,27,25,25,26,24,70,79,74,71,83,108,100,105,101,101,58,43,27,43,57,74,86,101,113,121,134,149,160,165,174,177,188,202,201,201,197,194,184,176,171,173,164,163,173,176,186,194,200,208,222,226,240,262,286,303,324,346,357,348,322,301,278,248,229,231,229,212,207,206,198,195,203,206,209,221,250,267,285,307,316,312,326,356,387,431,476,
"Intrahousehold Transfers, Health, Outflows",202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,20,34,52,77,95,112,137,160,181,208,235,259,274,282,298,298,297,294,296,284,290,284,294,293,286,295,303,282,281,284,272,262,273,276,281,286,288,296,286,297,302,314,327,350,353,367,365,355,335,311,277,263,247,237,232,231,232,213,211,203,184,160,146,125,109,104,97,104,91,81,71,
"Intrahousehold Transfers, Consumption other than health and education",0,"4,309","4,219","4,379","4,267","4,203","4,610","4,748","4,950","5,270","5,687","6,150","6,472","6,770","7,316","7,842","8,538","8,920","9,543","9,814","9,610","9,202","8,552","7,734","6,815","5,850","5,039","4,316","3,660","3,159","2,543","1,949","1,395",858,119,-436,"-1,164","-1,779","-2,496","-3,048","-3,719","-4,412","-5,001","-5,609","-6,241","-6,552","-6,931","-7,390","-7,362","-7,415","-7,291","-7,034","-6,490","-6,219","-5,894","-5,532","-5,078","-4,699","-4,328","-3,788","-3,681","-3,425","-3,185","-3,010","-2,817","-2,711","-2,749","-2,671","-2,611","-2,590","-2,430","-2,151","-1,974","-1,884","-1,765","-1,467","-1,140",-989,-426,72,466,"1,155","1,735","2,290","2,908","3,469","4,002","4,745","5,561","5,941","6,564","7,187",
"Intrahousehold Transfers, Consumption other than health and education, Inflows","5,658","4,309","4,219","4,379","4,267","4,203","4,610","4,748","4,950","5,270","5,687","6,150","6,472","6,770","7,316","7,842","8,538","8,920","9,544","9,862","9,777","9,527","9,060","8,442","7,800","7,141","6,673","6,372","6,171","6,100","6,042","5,966","5,932","5,903","5,757","5,652","5,480","5,318","5,140","5,010","4,855","4,659","4,499","4,381","4,184","4,115","4,071","4,038","4,082","4,252","4,386","4,550","4,854","5,016","5,147","5,342","5,557","5,606","5,896","6,056","6,068","6,083","6,136","5,983","5,834","5,513","5,264","5,059","4,738","4,478","4,401","4,279","4,114","4,026","3,937","3,890","3,943","3,978","4,139","4,312","4,430","4,769","5,008","5,269","5,569","5,969","6,308","6,737","7,253","7,597","7,948","8,300",
"Intrahousehold Transfers, Consumption other than health and education, Outflows","5,658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,167,325,507,708,985,"1,292","1,635","2,055","2,511","2,942","3,498","4,018","4,537","5,046","5,639","6,088","6,645","7,097","7,636","8,058","8,574","9,071","9,500","9,990","10,425","10,666","11,002","11,427","11,444","11,667","11,677","11,584","11,344","11,235","11,041","10,874","10,635","10,305","10,224","9,845","9,749","9,507","9,321","8,993","8,651","8,224","8,013","7,730","7,349","7,068","6,831","6,430","6,088","5,910","5,702","5,357","5,082","4,967","4,565","4,240","3,965","3,614","3,272","2,979","2,661","2,501","2,306","1,992","1,691","1,656","1,385","1,114",
"Intrahousehold Transfers, Saving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-8,-81,-473,-816,"-1,192","-1,549","-1,869","-2,131","-2,239","-2,251","-2,111","-1,984","-1,799","-1,704","-1,543","-1,422","-1,256","-1,202","-1,074",-995,-994,-883,-789,-677,-624,-462,-454,-367,-215,-113,-62,112,259,344,620,794,"1,012","1,345","1,617","1,764","1,802","1,888","1,778","1,656","1,534","1,543","1,366","1,277","1,229","1,175","1,075","1,024",958,857,872,853,921,"1,053","1,018",999,940,857,565,477,395,406,220,155,94,55,-76,-108,-109,-109,
"Intrahousehold Transfers, Saving, Inflows",978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,45,64,82,118,151,189,243,300,323,345,383,414,428,489,537,574,623,684,735,817,955,"1,024","1,146","1,266","1,381","1,431","1,568","1,667","1,797","1,970","2,121","2,277","2,537","2,673","2,720","2,667","2,635","2,441","2,247","2,089","2,019","1,833","1,747","1,734","1,664","1,565","1,507","1,444","1,376","1,408","1,412","1,501","1,603","1,544","1,521","1,432","1,333","1,089",989,897,903,755,678,615,612,516,467,446,424,
"Intrahousehold Transfers, Saving, Outflows",978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,81,473,825,"1,217","1,594","1,934","2,213","2,357","2,402","2,300","2,227","2,099","2,027","1,888","1,805","1,669","1,630","1,563","1,533","1,568","1,506","1,473","1,412","1,441","1,416","1,478","1,513","1,482","1,494","1,493","1,456","1,408","1,453","1,350","1,327","1,265","1,192","1,055",956,865,747,663,591,555,476,467,469,504,489,490,482,486,519,535,559,580,549,526,523,493,477,524,512,502,497,535,523,521,557,592,575,554,533,
Asset-based Reallocations,"3,599",136,132,134,126,123,135,147,156,163,173,184,191,198,212,226,264,234,276,274,447,642,756,"1,070","1,317","1,601","1,950","1,989","2,070","2,013","2,125","2,014","2,230","2,513","2,627","2,603","2,489","2,357","2,023","2,143","2,009","2,075","1,961","1,870","1,581","1,628","1,802","2,023","2,297","2,539","2,884","3,040","3,132","3,198","3,630","3,409","3,493","3,812","4,555","4,952","6,217","7,430","8,035","8,810","9,586","9,681","10,053","10,452","10,337","10,347","10,256","9,816","9,361","9,293","8,764","8,619","8,728","8,828","8,632","8,365","8,214","7,483","6,756","5,618","5,062","4,444","3,930","3,290","3,036","2,661","1,926","1,190",
Public Asset-based Reallocations,"1,181",128,125,123,123,126,131,138,147,156,164,172,182,191,202,214,226,238,270,325,395,484,604,728,856,976,"1,082","1,168","1,230","1,269","1,301","1,320","1,333","1,364","1,398","1,428","1,489","1,536","1,570","1,613","1,675","1,708","1,732","1,761","1,820","1,857","1,909","1,975","2,047","2,058","2,055","2,060","2,067","2,047","2,084","2,112","2,092","2,085","2,087","1,933","1,799","1,682","1,481","1,311","1,220","1,145","1,120","1,091","1,046","1,018",988,970,950,950,961,976,974,"1,000",988,931,896,802,720,646,606,537,542,509,510,464,427,391,
Public Asset Income,-283,-31,-30,-30,-30,-30,-31,-33,-35,-37,-39,-41,-44,-46,-49,-51,-54,-57,-65,-78,-95,-116,-145,-175,-205,-234,-260,-280,-295,-304,-312,-317,-320,-327,-335,-343,-357,-368,-377,-387,-402,-410,-415,-423,-437,-445,-458,-474,-491,-494,-493,-494,-496,-491,-500,-507,-502,-500,-501,-464,-432,-404,-355,-315,-293,-275,-269,-262,-251,-244,-237,-233,-228,-228,-231,-234,-234,-240,-237,-223,-215,-192,-173,-155,-145,-129,-130,-122,-122,-111,-103,-94,
Public Saving,"-1,465",-158,-156,-153,-153,-156,-162,-171,-182,-194,-204,-214,-225,-237,-251,-265,-281,-296,-334,-403,-490,-600,-749,-902,"-1,061","-1,210","-1,342","-1,448","-1,525","-1,574","-1,613","-1,637","-1,653","-1,691","-1,734","-1,770","-1,846","-1,904","-1,947","-1,999","-2,077","-2,117","-2,147","-2,184","-2,256","-2,302","-2,367","-2,449","-2,539","-2,552","-2,548","-2,554","-2,563","-2,539","-2,584","-2,618","-2,594","-2,586","-2,587","-2,397","-2,230","-2,086","-1,837","-1,626","-1,513","-1,420","-1,388","-1,352","-1,297","-1,262","-1,225","-1,203","-1,178","-1,177","-1,192","-1,211","-1,207","-1,240","-1,225","-1,154","-1,111",-994,-892,-801,-752,-666,-672,-632,-632,-575,-530,-484,
Private Asset-based Reallocations,"2,418",8,6,11,3,-3,5,9,9,7,9,11,10,7,10,12,37,-4,6,-51,52,159,152,343,461,625,868,821,840,744,824,693,897,"1,149","1,229","1,175","1,000",821,453,531,334,368,230,109,-239,-229,-107,48,250,481,829,980,"1,065","1,150","1,546","1,297","1,400","1,727","2,468","3,019","4,418","5,747","6,554","7,498","8,366","8,535","8,933","9,362","9,291","9,329","9,268","8,846","8,411","8,344","7,803","7,643","7,754","7,827","7,644","7,434","7,318","6,681","6,037","4,972","4,456","3,907","3,388","2,781","2,526","2,197","1,499",800,
Private Asset Income,"5,101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,-2,-16,-46,-137,-120,-129,-123,-126,-49,82,226,406,605,970,"1,118","1,368","1,579","1,877","1,953","2,199","2,522","2,771","3,030","3,264","3,404","3,508","3,722","4,170","4,655","4,993","5,427","5,891","6,275","6,355","7,195","7,713","8,067","8,621","9,705","9,881","10,341","11,467","11,220","11,537","12,087","12,452","13,346","13,976","14,023","14,027","14,002","13,597","13,568","13,930","14,407","14,950","15,302","16,075","15,926","14,949","14,154","12,167","10,402","8,692","7,522","6,045","6,071","5,292","5,303","4,242","3,248","2,255",
"Private Capital Income, business & non-profits","2,920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,20,68,121,157,173,203,258,286,345,400,558,645,774,875,"1,030","1,014","1,101","1,237","1,326","1,454","1,580","1,714","1,834","2,016","2,343","2,718","2,885","3,206","3,558","3,832","3,910","4,468","4,792","4,980","5,286","5,866","5,839","6,048","6,609","6,347","6,486","6,822","6,922","7,463","7,839","7,830","7,787","7,780","7,497","7,498","7,710","8,015","8,354","8,597","9,034","8,977","8,393","7,953","6,749","5,696","4,702","4,064","3,203","3,308","2,931","3,017","2,402","1,849","1,296",
"Private Capital Income, owner-occupied housing","1,404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,18,21,30,32,53,74,123,171,251,325,449,557,709,824,981,"1,101","1,245","1,343","1,489","1,604","1,706","1,828","1,947","2,046","2,141","2,183","2,250","2,313","2,324","2,339","2,375","2,364","2,373","2,399","2,431","2,457","2,473","2,465","2,451","2,438","2,480","2,493","2,473","2,499","2,481","2,486","2,489","2,528","2,519","2,553","2,540","2,514","2,491","2,506","2,505","2,495","2,487","2,493","2,384","2,255","2,107","1,936","1,779","1,612","1,445","1,333","1,167",968,803,666,457,249,
Private Property Income,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-21,-39,-87,-189,-241,-323,-403,-470,-503,-501,-508,-496,-503,-411,-508,-508,-540,-497,-550,-505,-422,-384,-371,-362,-451,-508,-544,-486,-387,-232,-153,-31,70,46,297,464,614,870,"1,388","1,604","1,813","2,365","2,400","2,552","2,785","3,044","3,394","3,610","3,675","3,687","3,682","3,586","3,579","3,715","3,887","4,101","4,218","4,548","4,565","4,301","4,094","3,482","2,927","2,379","2,013","1,508","1,596","1,394","1,483","1,175",942,709,
Private Saving,"2,683",-8,-6,-11,-3,3,-5,-9,-9,-7,-9,-11,-10,-7,-10,-12,-37,4,-3,60,-53,-175,-198,-480,-581,-754,-991,-947,-889,-662,-598,-287,-291,-178,-111,193,579,"1,056","1,501","1,669","2,188","2,403","2,800","3,155","3,644","3,737","3,829","4,122","4,405","4,512","4,598","4,911","5,210","5,205","5,649","6,415","6,667","6,895","7,237","6,862","5,924","5,720","4,666","4,039","3,721","3,917","4,413","4,615","4,732","4,698","4,734","4,751","5,156","5,587","6,604","7,307","7,548","8,248","8,281","7,515","6,836","5,486","4,366","3,721","3,066","2,137","2,684","2,511","2,778","2,045","1,750","1,455",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
