Index,Variant,"Major area, region, country or area *",Notes,Country code,Reference date (as of 1 July),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80+,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
13267,Estimates,United States of America,,840,1979,  3 406,  3 331,  3 282,  3 258,  3 300,  3 303,  3 328,  3 370,  3 429,  3 498,  3 574,  3 669,  3 786,  3 914,  4 039,  4 165,  4 261,  4 312,  4 330,  4 343,  4 350,  4 333,  4 287,  4 221,  4 143,  4 051,  3 966,  3 902,  3 848,  3 783,  3 719,  3 623,  3 478,  3 303,  3 135,  2 966,  2 817,  2 702,  2 614,  2 527,  2 445,  2 380,  2 335,  2 306,  2 284,  2 267,  2 266,  2 282,  2 310,  2 339,  2 370,  2 395,  2 407,  2 409,  2 410,  2 412,  2 393,  2 344,  2 275,  2 205,  2 127,  2 059,  2 009,  1 970,  1 925,  1 876,  1 821,  1 756,  1 684,  1 612,  1 540,  1 460,  1 371,  1 275,  1 180,  1 085,   994,   913,   838,   764,  5 183,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13268,Estimates,United States of America,,840,1980,  3 439,  3 367,  3 317,  3 287,  3 276,  3 282,  3 304,  3 342,  3 392,  3 456,  3 526,  3 598,  3 690,  3 808,  3 938,  4 064,  4 188,  4 284,  4 334,  4 350,  4 362,  4 367,  4 349,  4 302,  4 234,  4 155,  4 060,  3 975,  3 913,  3 860,  3 798,  3 737,  3 640,  3 490,  3 308,  3 132,  2 956,  2 802,  2 689,  2 606,  2 523,  2 446,  2 384,  2 337,  2 304,  2 278,  2 259,  2 255,  2 271,  2 299,  2 329,  2 360,  2 384,  2 395,  2 396,  2 396,  2 396,  2 375,  2 325,  2 255,  2 183,  2 103,  2 034,  1 985,  1 947,  1 903,  1 856,  1 801,  1 731,  1 651,  1 571,  1 490,  1 406,  1 319,  1 230,  1 141,  1 053,   965,   879,   795,  5 194,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13269,Estimates,United States of America,,840,1981,  3 495,  3 439,  3 375,  3 331,  3 305,  3 296,  3 304,  3 326,  3 363,  3 415,  3 479,  3 550,  3 623,  3 715,  3 830,  3 957,  4 079,  4 200,  4 293,  4 344,  4 362,  4 375,  4 382,  4 364,  4 319,  4 253,  4 176,  4 083,  3 998,  3 931,  3 872,  3 803,  3 734,  3 633,  3 484,  3 306,  3 134,  2 960,  2 809,  2 695,  2 608,  2 523,  2 444,  2 379,  2 332,  2 299,  2 274,  2 254,  2 249,  2 263,  2 290,  2 317,  2 345,  2 367,  2 376,  2 374,  2 371,  2 369,  2 346,  2 296,  2 227,  2 156,  2 078,  2 008,  1 954,  1 910,  1 859,  1 806,  1 745,  1 674,  1 596,  1 517,  1 438,  1 355,  1 266,  1 175,  1 084,   994,   906,   821,  5 403,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13270,Estimates,United States of America,,840,1982,  3 568,  3 486,  3 439,  3 382,  3 344,  3 322,  3 316,  3 325,  3 347,  3 384,  3 437,  3 503,  3 575,  3 648,  3 739,  3 851,  3 975,  4 094,  4 211,  4 302,  4 353,  4 373,  4 388,  4 395,  4 380,  4 336,  4 272,  4 196,  4 106,  4 020,  3 948,  3 882,  3 807,  3 731,  3 626,  3 478,  3 303,  3 134,  2 964,  2 815,  2 700,  2 610,  2 523,  2 441,  2 375,  2 327,  2 294,  2 268,  2 248,  2 243,  2 256,  2 279,  2 304,  2 331,  2 350,  2 357,  2 352,  2 347,  2 341,  2 317,  2 267,  2 199,  2 129,  2 052,  1 981,  1 923,  1 872,  1 815,  1 755,  1 690,  1 618,  1 541,  1 464,  1 387,  1 304,  1 214,  1 120,  1 027,   935,   846,  5 587,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13271,Estimates,United States of America,,840,1983,  3 648,  3 557,  3 482,  3 438,  3 389,  3 356,  3 339,  3 335,  3 345,  3 367,  3 404,  3 458,  3 525,  3 598,  3 672,  3 762,  3 872,  3 992,  4 108,  4 221,  4 310,  4 361,  4 383,  4 399,  4 408,  4 394,  4 352,  4 289,  4 215,  4 127,  4 041,  3 965,  3 892,  3 810,  3 728,  3 618,  3 471,  3 300,  3 134,  2 968,  2 820,  2 704,  2 612,  2 522,  2 438,  2 370,  2 321,  2 289,  2 263,  2 242,  2 236,  2 247,  2 269,  2 291,  2 316,  2 333,  2 337,  2 330,  2 322,  2 313,  2 287,  2 237,  2 171,  2 102,  2 027,  1 955,  1 892,  1 834,  1 770,  1 703,  1 634,  1 561,  1 486,  1 410,  1 335,  1 252,  1 161,  1 065,   970,   876,  5 744,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13272,Estimates,United States of America,,840,1984,  3 721,  3 626,  3 545,  3 478,  3 437,  3 396,  3 369,  3 355,  3 354,  3 365,  3 387,  3 424,  3 479,  3 548,  3 621,  3 696,  3 785,  3 892,  4 009,  4 121,  4 231,  4 317,  4 369,  4 393,  4 411,  4 421,  4 408,  4 368,  4 306,  4 234,  4 148,  4 061,  3 981,  3 901,  3 813,  3 724,  3 610,  3 463,  3 297,  3 134,  2 971,  2 826,  2 709,  2 613,  2 521,  2 434,  2 364,  2 315,  2 283,  2 257,  2 236,  2 230,  2 239,  2 258,  2 278,  2 301,  2 316,  2 317,  2 308,  2 297,  2 285,  2 257,  2 208,  2 142,  2 074,  2 001,  1 928,  1 860,  1 795,  1 725,  1 652,  1 578,  1 504,  1 431,  1 356,  1 282,  1 201,  1 108,  1 009,   912,  5 878,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13273,Estimates,United States of America,,840,1985,  3 777,  3 685,  3 605,  3 537,  3 480,  3 435,  3 402,  3 381,  3 371,  3 373,  3 385,  3 407,  3 444,  3 500,  3 570,  3 644,  3 719,  3 808,  3 913,  4 026,  4 135,  4 241,  4 325,  4 377,  4 403,  4 422,  4 433,  4 422,  4 383,  4 323,  4 253,  4 169,  4 082,  3 997,  3 911,  3 816,  3 720,  3 602,  3 456,  3 293,  3 134,  2 974,  2 831,  2 713,  2 615,  2 520,  2 431,  2 359,  2 310,  2 277,  2 251,  2 231,  2 223,  2 230,  2 247,  2 265,  2 286,  2 298,  2 297,  2 285,  2 272,  2 257,  2 227,  2 178,  2 114,  2 047,  1 975,  1 901,  1 829,  1 757,  1 681,  1 600,  1 522,  1 448,  1 376,  1 302,  1 230,  1 150,  1 055,   954,  5 995,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13274,Estimates,United States of America,,840,1986,  3 811,  3 772,  3 691,  3 619,  3 556,  3 503,  3 461,  3 427,  3 406,  3 399,  3 405,  3 419,  3 442,  3 479,  3 533,  3 600,  3 671,  3 743,  3 827,  3 927,  4 035,  4 139,  4 239,  4 321,  4 376,  4 408,  4 433,  4 451,  4 443,  4 401,  4 334,  4 257,  4 167,  4 076,  3 994,  3 913,  3 824,  3 733,  3 617,  3 468,  3 298,  3 132,  2 966,  2 818,  2 700,  2 605,  2 512,  2 425,  2 354,  2 303,  2 268,  2 239,  2 216,  2 206,  2 212,  2 228,  2 245,  2 264,  2 275,  2 273,  2 259,  2 244,  2 228,  2 196,  2 142,  2 073,  2 000,  1 922,  1 845,  1 772,  1 702,  1 626,  1 548,  1 469,  1 393,  1 316,  1 239,  1 163,  1 080,   987,  6 267,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13275,Estimates,United States of America,,840,1987,  3 829,  3 771,  3 768,  3 697,  3 633,  3 576,  3 527,  3 486,  3 453,  3 432,  3 428,  3 437,  3 453,  3 478,  3 515,  3 567,  3 631,  3 698,  3 767,  3 847,  3 943,  4 046,  4 144,  4 238,  4 318,  4 375,  4 414,  4 445,  4 469,  4 464,  4 419,  4 346,  4 263,  4 165,  4 071,  3 992,  3 917,  3 832,  3 747,  3 633,  3 480,  3 303,  3 131,  2 959,  2 807,  2 688,  2 595,  2 504,  2 419,  2 349,  2 296,  2 258,  2 227,  2 201,  2 189,  2 194,  2 209,  2 225,  2 242,  2 252,  2 249,  2 234,  2 217,  2 200,  2 166,  2 107,  2 032,  1 954,  1 870,  1 789,  1 716,  1 647,  1 573,  1 496,  1 418,  1 338,  1 257,  1 176,  1 096,  1 011,  6 524,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13276,Estimates,United States of America,,840,1988,  3 835,  3 801,  3 763,  3 764,  3 704,  3 648,  3 597,  3 552,  3 513,  3 479,  3 459,  3 457,  3 469,  3 488,  3 514,  3 551,  3 601,  3 662,  3 726,  3 791,  3 868,  3 958,  4 056,  4 149,  4 238,  4 315,  4 375,  4 420,  4 457,  4 488,  4 486,  4 438,  4 358,  4 269,  4 164,  4 067,  3 989,  3 920,  3 841,  3 761,  3 650,  3 493,  3 309,  3 131,  2 951,  2 795,  2 677,  2 586,  2 497,  2 414,  2 344,  2 290,  2 249,  2 215,  2 187,  2 172,  2 176,  2 190,  2 205,  2 221,  2 230,  2 224,  2 208,  2 190,  2 172,  2 135,  2 072,  1 992,  1 908,  1 819,  1 734,  1 660,  1 592,  1 519,  1 444,  1 366,  1 283,  1 197,  1 112,  1 029,  6 745,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13277,Estimates,United States of America,,840,1989,  3 842,  3 828,  3 805,  3 774,  3 759,  3 710,  3 662,  3 616,  3 575,  3 538,  3 504,  3 485,  3 485,  3 501,  3 522,  3 550,  3 587,  3 635,  3 692,  3 753,  3 815,  3 887,  3 973,  4 066,  4 154,  4 237,  4 311,  4 375,  4 425,  4 468,  4 506,  4 507,  4 456,  4 369,  4 274,  4 162,  4 062,  3 986,  3 923,  3 849,  3 774,  3 665,  3 505,  3 314,  3 130,  2 944,  2 783,  2 664,  2 576,  2 489,  2 408,  2 339,  2 284,  2 240,  2 203,  2 172,  2 156,  2 158,  2 171,  2 185,  2 199,  2 206,  2 200,  2 182,  2 163,  2 144,  2 104,  2 037,  1 951,  1 862,  1 767,  1 678,  1 603,  1 537,  1 465,  1 392,  1 314,  1 228,  1 138,  1 049,  6 920,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
13278,Estimates,United States of America,,840,1990,  3 857,  3 855,  3 841,  3 818,  3 789,  3 754,  3 715,  3 675,  3 636,  3 598,  3 563,  3 529,  3 510,  3 513,  3 532,  3 555,  3 584,  3 622,  3 668,  3 721,  3 779,  3 838,  3 906,  3 988,  4 075,  4 158,  4 235,  4 307,  4 373,  4 430,  4 478,  4 524,  4 528,  4 473,  4 379,  4 278,  4 160,  4 055,  3 983,  3 926,  3 856,  3 787,  3 680,  3 517,  3 319,  3 128,  2 935,  2 770,  2 652,  2 566,  2 481,  2 401,  2 334,  2 276,  2 230,  2 191,  2 157,  2 138,  2 139,  2 151,  2 164,  2 177,  2 183,  2 175,  2 156,  2 136,  2 115,  2 073,  2 001,  1 909,  1 815,  1 714,  1 622,  1 547,  1 482,  1 411,  1 340,  1 262,  1 173,  1 078,É,   985,   894,   804,   716,   631,   548,   467,   395,   332,   278,   228,   181,   142,   112,   90,   70,   55,   43,   31,   21,   32
13279,Estimates,United States of America,,840,1991,  3 886,  3 866,  3 863,  3 852,  3 834,  3 810,  3 782,  3 751,  3 717,  3 680,  3 642,  3 607,  3 573,  3 552,  3 550,  3 562,  3 579,  3 600,  3 633,  3 677,  3 730,  3 787,  3 845,  3 916,  4 003,  4 098,  4 189,  4 274,  4 350,  4 412,  4 460,  4 500,  4 536,  4 533,  4 476,  4 382,  4 280,  4 162,  4 056,  3 979,  3 916,  3 841,  3 766,  3 656,  3 495,  3 302,  3 116,  2 928,  2 766,  2 647,  2 558,  2 469,  2 386,  2 316,  2 258,  2 212,  2 173,  2 138,  2 119,  2 117,  2 128,  2 138,  2 149,  2 151,  2 139,  2 114,  2 088,  2 062,  2 016,  1 943,  1 853,  1 759,  1 660,  1 567,  1 487,  1 416,  1 340,  1 263,  1 182,  1 094,É,  1 003,   915,   828,   742,   658,   575,   496,   419,   351,   293,   244,   199,   157,   123,   96,   76,   56,   44,   32,   21,   35
13280,Estimates,United States of America,,840,1992,  3 925,  3 912,  3 874,  3 871,  3 862,  3 848,  3 830,  3 808,  3 786,  3 759,  3 723,  3 685,  3 650,  3 616,  3 593,  3 586,  3 591,  3 601,  3 616,  3 643,  3 684,  3 738,  3 795,  3 852,  3 924,  4 017,  4 120,  4 219,  4 313,  4 392,  4 450,  4 489,  4 520,  4 547,  4 537,  4 478,  4 384,  4 282,  4 163,  4 056,  3 974,  3 905,  3 824,  3 744,  3 632,  3 472,  3 284,  3 103,  2 920,  2 761,  2 641,  2 548,  2 457,  2 371,  2 298,  2 240,  2 193,  2 154,  2 119,  2 099,  2 096,  2 103,  2 111,  2 120,  2 119,  2 102,  2 072,  2 041,  2 008,  1 959,  1 885,  1 795,  1 703,  1 606,  1 512,  1 428,  1 350,  1 268,  1 185,  1 101,É,  1 015,   928,   844,   762,   680,   599,   520,   444,   371,   307,   254,   210,   170,   133,   103,   79,   62,   44,   32,   21,   37
13281,Estimates,United States of America,,840,1993,  3 962,  3 936,  3 912,  3 882,  3 879,  3 873,  3 863,  3 850,  3 836,  3 822,  3 800,  3 767,  3 728,  3 693,  3 660,  3 635,  3 622,  3 621,  3 623,  3 631,  3 653,  3 692,  3 746,  3 802,  3 858,  3 932,  4 031,  4 143,  4 249,  4 351,  4 435,  4 489,  4 518,  4 541,  4 558,  4 541,  4 479,  4 386,  4 284,  4 165,  4 056,  3 970,  3 894,  3 808,  3 722,  3 607,  3 450,  3 267,  3 090,  2 913,  2 757,  2 635,  2 539,  2 444,  2 355,  2 280,  2 221,  2 175,  2 136,  2 100,  2 079,  2 074,  2 079,  2 084,  2 091,  2 087,  2 066,  2 030,  1 993,  1 955,  1 901,  1 827,  1 738,  1 647,  1 551,  1 457,  1 369,  1 284,  1 197,  1 108,É,  1 021,   936,   854,   773,   695,   618,   541,   464,   392,   323,   263,   215,   176,   140,   109,   83,   63,   48,   31,   21,   40
13282,Estimates,United States of America,,840,1994,  3 983,  3 951,  3 925,  3 903,  3 892,  3 890,  3 886,  3 880,  3 873,  3 865,  3 860,  3 844,  3 813,  3 774,  3 738,  3 705,  3 678,  3 661,  3 652,  3 648,  3 649,  3 665,  3 703,  3 756,  3 812,  3 867,  3 943,  4 048,  4 168,  4 282,  4 393,  4 480,  4 529,  4 549,  4 564,  4 572,  4 548,  4 484,  4 391,  4 288,  4 169,  4 058,  3 967,  3 886,  3 795,  3 702,  3 585,  3 430,  3 252,  3 079,  2 907,  2 754,  2 631,  2 531,  2 434,  2 341,  2 264,  2 204,  2 158,  2 119,  2 083,  2 060,  2 053,  2 056,  2 059,  2 064,  2 057,  2 030,  1 989,  1 947,  1 903,  1 845,  1 770,  1 682,  1 592,  1 498,  1 403,  1 310,  1 219,  1 126,É,  1 031,   941,   858,   779,   703,   630,   557,   482,   409,   340,   275,   219,   175,   142,   111,   85,   63,   46,   34,   20,   42
13283,Estimates,United States of America,,840,1995,  3 979,  3 953,  3 934,  3 920,  3 911,  3 906,  3 903,  3 901,  3 900,  3 899,  3 898,  3 901,  3 891,  3 862,  3 822,  3 786,  3 754,  3 725,  3 702,  3 686,  3 676,  3 669,  3 680,  3 716,  3 770,  3 825,  3 880,  3 957,  4 068,  4 196,  4 318,  4 438,  4 528,  4 574,  4 585,  4 591,  4 590,  4 559,  4 492,  4 399,  4 296,  4 177,  4 064,  3 969,  3 881,  3 784,  3 686,  3 565,  3 412,  3 239,  3 071,  2 904,  2 753,  2 629,  2 526,  2 425,  2 329,  2 249,  2 189,  2 143,  2 103,  2 067,  2 043,  2 034,  2 035,  2 035,  2 038,  2 028,  1 996,  1 950,  1 902,  1 852,  1 791,  1 714,  1 628,  1 538,  1 445,  1 350,  1 252,  1 155,É,  1 056,   956,   863,   780,   706,   633,   564,   495,   424,   354,   289,   227,   175,   137,   108,   82,   61,   43,   30,   20,   44
13284,Estimates,United States of America,,840,1996,  3 931,  3 995,  3 981,  3 970,  3 963,  3 957,  3 953,  3 950,  3 947,  3 946,  3 945,  3 943,  3 945,  3 933,  3 902,  3 858,  3 819,  3 783,  3 752,  3 731,  3 719,  3 712,  3 709,  3 723,  3 758,  3 810,  3 864,  3 917,  3 992,  4 099,  4 222,  4 339,  4 454,  4 540,  4 583,  4 591,  4 594,  4 590,  4 558,  4 491,  4 398,  4 294,  4 175,  4 063,  3 969,  3 883,  3 788,  3 692,  3 572,  3 415,  3 238,  3 065,  2 892,  2 738,  2 613,  2 511,  2 412,  2 316,  2 236,  2 174,  2 127,  2 084,  2 046,  2 019,  2 006,  2 002,  1 998,  1 995,  1 980,  1 947,  1 898,  1 848,  1 797,  1 733,  1 654,  1 564,  1 472,  1 377,  1 280,  1 182,É,  1 084,   985,   886,   794,   713,   641,   571,   505,   440,   374,   310,   251,   196,   150,   116,   91,   62,   44,   30,   20,   45
13285,Estimates,United States of America,,840,1997,  3 858,  3 893,  4 015,  4 013,  4 011,  4 009,  4 007,  4 005,  4 000,  3 997,  3 996,  3 995,  3 993,  3 993,  3 979,  3 945,  3 898,  3 856,  3 815,  3 783,  3 764,  3 756,  3 752,  3 753,  3 769,  3 804,  3 855,  3 908,  3 959,  4 032,  4 134,  4 253,  4 365,  4 475,  4 557,  4 596,  4 601,  4 602,  4 596,  4 562,  4 494,  4 400,  4 297,  4 178,  4 066,  3 973,  3 889,  3 796,  3 702,  3 582,  3 422,  3 239,  3 062,  2 884,  2 726,  2 601,  2 500,  2 401,  2 306,  2 226,  2 162,  2 112,  2 067,  2 027,  1 997,  1 980,  1 971,  1 962,  1 954,  1 935,  1 899,  1 848,  1 797,  1 743,  1 678,  1 596,  1 503,  1 408,  1 310,  1 211,É,  1 112,  1 014,   915,   817,   726,   647,   577,   509,   446,   385,   324,   267,   214,   165,   125,   95,   74,   45,   30,   21,   45
13286,Estimates,United States of America,,840,1998,  3 781,  3 856,  3 918,  4 036,  4 046,  4 052,  4 057,  4 059,  4 057,  4 052,  4 048,  4 047,  4 046,  4 043,  4 042,  4 027,  3 989,  3 939,  3 893,  3 849,  3 815,  3 798,  3 794,  3 794,  3 798,  3 816,  3 852,  3 901,  3 952,  4 001,  4 072,  4 171,  4 284,  4 392,  4 497,  4 575,  4 610,  4 613,  4 612,  4 603,  4 567,  4 498,  4 404,  4 301,  4 181,  4 070,  3 979,  3 896,  3 805,  3 713,  3 593,  3 430,  3 242,  3 059,  2 876,  2 714,  2 588,  2 489,  2 390,  2 296,  2 216,  2 151,  2 098,  2 051,  2 008,  1 975,  1 954,  1 940,  1 926,  1 914,  1 891,  1 851,  1 799,  1 745,  1 690,  1 622,  1 538,  1 441,  1 344,  1 244,É,  1 142,  1 042,   944,   846,   748,   658,   580,   513,   447,   387,   329,   275,   223,   177,   134,   100,   75,   57,   31,   21,   45
13287,Estimates,United States of America,,840,1999,  3 732,  3 830,  3 911,  3 977,  4 054,  4 076,  4 091,  4 102,  4 107,  4 107,  4 101,  4 096,  4 095,  4 094,  4 091,  4 089,  4 071,  4 031,  3 978,  3 928,  3 880,  3 844,  3 829,  3 829,  3 833,  3 841,  3 861,  3 896,  3 943,  3 993,  4 041,  4 109,  4 204,  4 313,  4 416,  4 516,  4 589,  4 621,  4 622,  4 618,  4 607,  4 569,  4 499,  4 405,  4 301,  4 182,  4 071,  3 981,  3 901,  3 811,  3 722,  3 602,  3 436,  3 242,  3 055,  2 866,  2 701,  2 575,  2 476,  2 378,  2 285,  2 205,  2 138,  2 083,  2 033,  1 988,  1 953,  1 927,  1 908,  1 890,  1 872,  1 845,  1 802,  1 748,  1 693,  1 636,  1 566,  1 478,  1 379,  1 278,É,  1 176,  1 073,   972,   874,   776,   678,   589,   514,   448,   385,   327,   274,   224,   180,   139,   103,   75,   54,   40,   22,   45
13288,Estimates,United States of America,,840,2000,  3 733,  3 826,  3 905,  3 971,  4 025,  4 068,  4 101,  4 125,  4 142,  4 151,  4 152,  4 146,  4 140,  4 138,  4 138,  4 134,  4 131,  4 111,  4 068,  4 011,  3 958,  3 906,  3 869,  3 856,  3 860,  3 867,  3 878,  3 901,  3 936,  3 982,  4 030,  4 077,  4 142,  4 233,  4 337,  4 435,  4 530,  4 598,  4 627,  4 625,  4 618,  4 605,  4 565,  4 495,  4 401,  4 297,  4 178,  4 068,  3 979,  3 901,  3 813,  3 726,  3 606,  3 437,  3 239,  3 047,  2 853,  2 684,  2 558,  2 461,  2 364,  2 271,  2 191,  2 123,  2 065,  2 013,  1 966,  1 927,  1 898,  1 874,  1 851,  1 828,  1 797,  1 751,  1 695,  1 638,  1 580,  1 508,  1 418,  1 315,É,  1 212,  1 107,  1 003,   901,   802,   705,   608,   520,   446,   383,   323,   268,   218,   174,   136,   102,   72,   49,   33,   23,   45
13289,Estimates,United States of America,,840,2001,  3 810,  3 763,  3 842,  3 914,  3 980,  4 038,  4 090,  4 136,  4 170,  4 189,  4 195,  4 197,  4 190,  4 184,  4 182,  4 181,  4 176,  4 171,  4 149,  4 103,  4 043,  3 987,  3 931,  3 891,  3 878,  3 884,  3 891,  3 904,  3 928,  3 962,  4 006,  4 052,  4 097,  4 161,  4 250,  4 351,  4 446,  4 539,  4 605,  4 633,  4 630,  4 622,  4 607,  4 567,  4 496,  4 402,  4 298,  4 178,  4 068,  3 978,  3 898,  3 809,  3 721,  3 600,  3 430,  3 230,  3 037,  2 841,  2 671,  2 544,  2 446,  2 348,  2 254,  2 172,  2 101,  2 041,  1 986,  1 935,  1 893,  1 861,  1 833,  1 806,  1 780,  1 744,  1 693,  1 631,  1 567,  1 503,  1 427,  1 336,É,  1 234,  1 132,  1 029,   927,   828,   732,   638,   545,   462,   393,   335,   281,   231,   187,   148,   114,   75,   52,   35,   24,   45
13290,Estimates,United States of America,,840,2002,  3 936,  3 926,  3 787,  3 851,  3 917,  3 982,  4 044,  4 104,  4 164,  4 208,  4 229,  4 233,  4 234,  4 228,  4 222,  4 220,  4 217,  4 211,  4 205,  4 181,  4 132,  4 068,  4 008,  3 949,  3 907,  3 893,  3 901,  3 910,  3 924,  3 947,  3 981,  4 023,  4 068,  4 112,  4 173,  4 259,  4 358,  4 451,  4 540,  4 605,  4 631,  4 627,  4 618,  4 603,  4 562,  4 490,  4 396,  4 292,  4 172,  4 061,  3 971,  3 890,  3 800,  3 710,  3 588,  3 417,  3 216,  3 022,  2 825,  2 654,  2 526,  2 427,  2 328,  2 233,  2 149,  2 076,  2 013,  1 955,  1 901,  1 856,  1 820,  1 789,  1 758,  1 729,  1 689,  1 633,  1 563,  1 494,  1 423,  1 343,É,  1 251,  1 151,  1 051,   950,   850,   754,   661,   570,   481,   402,   339,   286,   238,   194,   155,   122,   93,   54,   37,   25,   46
13291,Estimates,United States of America,,840,2003,  4 082,  3 996,  3 941,  3 807,  3 858,  3 917,  3 980,  4 046,  4 116,  4 189,  4 243,  4 266,  4 268,  4 268,  4 263,  4 256,  4 253,  4 250,  4 242,  4 234,  4 209,  4 157,  4 090,  4 027,  3 963,  3 919,  3 906,  3 914,  3 925,  3 940,  3 964,  3 996,  4 037,  4 080,  4 122,  4 182,  4 265,  4 362,  4 451,  4 538,  4 600,  4 625,  4 620,  4 610,  4 594,  4 552,  4 480,  4 386,  4 282,  4 162,  4 051,  3 960,  3 878,  3 786,  3 696,  3 573,  3 401,  3 200,  3 004,  2 807,  2 635,  2 505,  2 406,  2 306,  2 210,  2 125,  2 050,  1 983,  1 923,  1 866,  1 817,  1 778,  1 743,  1 709,  1 677,  1 633,  1 570,  1 494,  1 419,  1 343,É,  1 259,  1 166,  1 067,   968,   870,   772,   679,   589,   502,   417,   343,   284,   238,   195,   156,   124,   95,   71,   39,   26,   46
13292,Estimates,United States of America,,840,2004,  4 206,  4 059,  3 958,  3 896,  3 828,  3 864,  3 916,  3 980,  4 050,  4 127,  4 214,  4 278,  4 303,  4 302,  4 302,  4 297,  4 291,  4 287,  4 283,  4 274,  4 265,  4 237,  4 182,  4 112,  4 045,  3 978,  3 932,  3 918,  3 928,  3 940,  3 956,  3 981,  4 012,  4 051,  4 092,  4 133,  4 191,  4 272,  4 365,  4 452,  4 536,  4 596,  4 619,  4 613,  4 603,  4 585,  4 543,  4 471,  4 377,  4 272,  4 152,  4 041,  3 949,  3 866,  3 774,  3 682,  3 558,  3 385,  3 183,  2 987,  2 788,  2 615,  2 485,  2 385,  2 284,  2 187,  2 101,  2 023,  1 954,  1 891,  1 830,  1 778,  1 736,  1 698,  1 660,  1 625,  1 576,  1 508,  1 426,  1 344,É,  1 262,  1 174,  1 081,   983,   886,   789,   695,   604,   517,   434,   353,   283,   230,   189,   152,   119,   92,   69,   50,   28,   47
13293,Estimates,United States of America,,840,2005,  4 280,  4 103,  3 977,  3 897,  3 857,  3 851,  3 873,  3 919,  3 981,  4 055,  4 141,  4 242,  4 315,  4 343,  4 339,  4 339,  4 335,  4 328,  4 324,  4 319,  4 308,  4 297,  4 268,  4 210,  4 136,  4 066,  3 996,  3 947,  3 933,  3 945,  3 957,  3 975,  4 000,  4 031,  4 067,  4 107,  4 146,  4 202,  4 281,  4 372,  4 456,  4 537,  4 595,  4 616,  4 610,  4 598,  4 580,  4 537,  4 464,  4 370,  4 265,  4 145,  4 033,  3 941,  3 857,  3 763,  3 671,  3 546,  3 372,  3 169,  2 972,  2 772,  2 598,  2 467,  2 366,  2 264,  2 166,  2 078,  1 998,  1 926,  1 860,  1 796,  1 741,  1 695,  1 653,  1 612,  1 574,  1 521,  1 447,  1 358,É,  1 271,  1 182,  1 091,   996,   900,   804,   710,   618,   530,   446,   366,   289,   224,   176,   141,   109,   82,   60,   42,   28,   49
13294,Estimates,United States of America,,840,2006,  4 287,  4 241,  4 100,  4 001,  3 938,  3 908,  3 906,  3 925,  3 966,  4 026,  4 098,  4 180,  4 273,  4 339,  4 362,  4 355,  4 351,  4 342,  4 332,  4 327,  4 321,  4 310,  4 300,  4 271,  4 216,  4 146,  4 080,  4 014,  3 967,  3 953,  3 962,  3 973,  3 988,  4 011,  4 040,  4 074,  4 112,  4 149,  4 203,  4 280,  4 369,  4 452,  4 531,  4 588,  4 609,  4 604,  4 593,  4 575,  4 532,  4 458,  4 361,  4 255,  4 133,  4 019,  3 924,  3 838,  3 743,  3 648,  3 522,  3 347,  3 144,  2 947,  2 747,  2 572,  2 439,  2 335,  2 230,  2 129,  2 038,  1 955,  1 881,  1 812,  1 745,  1 687,  1 638,  1 595,  1 551,  1 510,  1 456,  1 379,É,  1 286,  1 196,  1 105,  1 012,   918,   824,   731,   639,   551,   469,   392,   320,   250,   192,   149,   118,   84,   61,   43,   29,   51
