Index,Variant,"Major area, region, country or area *",Notes,Country code,Reference date (as of 1 July),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80+,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
4027,Estimates,Nigeria,,566,1950,  1 407,  1 328,  1 258,  1 196,  1 141,  1 092,  1 050,  1 012,   979,   949,   924,   901,   879,   854,   829,   805,   783,   761,   740,   720,   700,   680,   662,   643,   626,   608,   591,   575,   558,   541,   525,   510,   494,   476,   459,   442,   425,   410,   396,   384,   372,   361,   350,   338,   326,   314,   303,   293,   287,   282,   277,   272,   266,   257,   246,   236,   225,   215,   204,   193,   182,   171,   160,   150,   139,   129,   119,   110,   101,   92,   83,   75,   67,   59,   52,   45,   39,   33,   28,   23,   74,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4028,Estimates,Nigeria,,566,1951,  1 398,  1 356,  1 285,  1 222,  1 166,  1 116,  1 073,  1 035,  1 001,   970,   941,   915,   892,   870,   845,   819,   795,   772,   750,   729,   709,   689,   670,   651,   633,   616,   599,   582,   566,   549,   533,   517,   501,   485,   469,   451,   434,   418,   402,   389,   377,   365,   354,   343,   331,   319,   308,   296,   287,   280,   275,   270,   265,   258,   249,   238,   228,   217,   206,   195,   184,   173,   162,   151,   141,   130,   120,   111,   101,   92,   83,   75,   67,   60,   52,   46,   39,   33,   28,   24,   81,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4029,Estimates,Nigeria,,566,1952,  1 406,  1 334,  1 308,  1 245,  1 188,  1 139,  1 095,  1 057,  1 024,   993,   963,   934,   909,   886,   863,   838,   812,   788,   764,   742,   721,   700,   680,   661,   643,   625,   608,   591,   574,   558,   542,   526,   510,   495,   479,   462,   445,   428,   411,   396,   383,   371,   359,   348,   337,   326,   314,   302,   291,   281,   274,   269,   263,   258,   251,   242,   231,   220,   210,   199,   187,   176,   165,   154,   143,   132,   122,   112,   102,   93,   84,   75,   67,   60,   52,   46,   39,   34,   28,   23,   84,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4030,Estimates,Nigeria,,566,1953,  1 427,  1 354,  1 289,  1 263,  1 206,  1 157,  1 114,  1 076,  1 042,  1 014,   986,   958,   930,   904,   881,   857,   832,   806,   781,   757,   734,   713,   693,   673,   653,   635,   617,   600,   584,   568,   552,   535,   519,   504,   488,   473,   456,   439,   422,   406,   391,   377,   366,   354,   343,   332,   320,   308,   297,   285,   276,   269,   263,   257,   252,   245,   236,   224,   213,   202,   191,   180,   168,   157,   145,   134,   124,   114,   104,   94,   85,   76,   67,   60,   52,   45,   39,   33,   28,   23,   83,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4031,Estimates,Nigeria,,566,1954,  1 458,  1 381,  1 313,  1 253,  1 218,  1 169,  1 127,  1 089,  1 057,  1 029,  1 005,   980,   954,   926,   900,   876,   852,   826,   800,   775,   751,   727,   706,   685,   665,   646,   628,   610,   593,   577,   561,   545,   529,   513,   498,   483,   467,   450,   433,   417,   400,   385,   372,   360,   349,   338,   327,   315,   303,   292,   280,   271,   263,   258,   252,   246,   239,   229,   218,   206,   195,   184,   172,   161,   149,   137,   126,   115,   105,   95,   86,   76,   68,   60,   52,   45,   38,   32,   27,   22,   77,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4032,Estimates,Nigeria,,566,1955,  1 499,  1 415,  1 341,  1 277,  1 222,  1 174,  1 132,  1 097,  1 066,  1 039,  1 015,   996,   975,   950,   922,   896,   872,   847,   821,   795,   770,   745,   721,   699,   679,   659,   639,   621,   603,   587,   571,   555,   539,   524,   508,   492,   477,   462,   445,   428,   412,   395,   380,   367,   356,   344,   333,   322,   310,   298,   287,   275,   265,   258,   252,   246,   240,   233,   223,   211,   200,   188,   176,   165,   153,   141,   129,   118,   107,   97,   87,   77,   68,   60,   52,   44,   37,   31,   26,   21,   64,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4033,Estimates,Nigeria,,566,1956,  1 538,  1 451,  1 374,  1 307,  1 249,  1 199,  1 156,  1 119,  1 087,  1 058,  1 031,  1 008,   988,   966,   941,   913,   887,   862,   837,   811,   785,   760,   735,   711,   689,   669,   650,   630,   612,   595,   579,   563,   547,   532,   516,   500,   485,   470,   454,   438,   421,   405,   389,   374,   361,   349,   338,   327,   316,   304,   292,   280,   269,   259,   251,   245,   238,   232,   224,   214,   202,   191,   179,   167,   156,   144,   132,   120,   109,   99,   89,   79,   70,   61,   53,   46,   39,   32,   27,   22,   71,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4034,Estimates,Nigeria,,566,1957,  1 582,  1 482,  1 405,  1 334,  1 273,  1 221,  1 176,  1 139,  1 107,  1 079,  1 051,  1 024,  1 001,   981,   959,   933,   905,   879,   853,   828,   802,   776,   750,   725,   702,   680,   661,   641,   622,   605,   587,   571,   555,   540,   525,   509,   493,   478,   463,   448,   431,   415,   399,   383,   368,   355,   343,   332,   321,   310,   298,   286,   274,   262,   252,   244,   238,   231,   224,   216,   206,   194,   182,   170,   158,   146,   135,   123,   112,   100,   90,   80,   71,   62,   54,   46,   40,   33,   27,   22,   75,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4035,Estimates,Nigeria,,566,1958,  1 629,  1 520,  1 427,  1 361,  1 296,  1 242,  1 195,  1 156,  1 123,  1 097,  1 071,  1 045,  1 019,   995,   975,   952,   926,   898,   872,   845,   819,   793,   767,   742,   717,   694,   672,   653,   634,   615,   597,   581,   564,   549,   533,   518,   503,   487,   472,   457,   442,   425,   409,   393,   377,   362,   349,   337,   326,   315,   304,   292,   280,   268,   256,   246,   238,   231,   224,   217,   209,   198,   186,   174,   162,   150,   138,   126,   114,   103,   92,   82,   72,   63,   55,   47,   40,   34,   28,   23,   76,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4036,Estimates,Nigeria,,566,1959,  1 677,  1 562,  1 462,  1 378,  1 318,  1 260,  1 211,  1 170,  1 136,  1 109,  1 087,  1 066,  1 041,  1 014,   991,   970,   947,   921,   893,   865,   839,   812,   786,   760,   735,   709,   686,   665,   646,   627,   609,   591,   574,   558,   543,   527,   512,   497,   481,   466,   451,   436,   420,   404,   388,   372,   357,   344,   332,   321,   310,   298,   286,   274,   262,   251,   240,   232,   224,   217,   210,   201,   190,   177,   165,   153,   141,   129,   117,   106,   94,   83,   74,   64,   56,   47,   40,   33,   28,   22,   72,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4037,Estimates,Nigeria,,566,1960,  1 724,  1 605,  1 502,  1 414,  1 339,  1 277,  1 225,  1 182,  1 147,  1 118,  1 096,  1 079,  1 061,  1 037,  1 011,   987,   966,   943,   916,   888,   860,   832,   805,   779,   753,   728,   703,   679,   658,   639,   621,   603,   585,   569,   553,   537,   522,   507,   491,   476,   461,   446,   431,   415,   398,   383,   367,   352,   339,   327,   316,   305,   293,   281,   269,   257,   245,   234,   226,   218,   210,   203,   194,   182,   170,   157,   145,   132,   120,   109,   97,   86,   75,   65,   56,   48,   40,   33,   27,   22,   63,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4038,Estimates,Nigeria,,566,1961,  1 759,  1 669,  1 561,  1 467,  1 387,  1 318,  1 260,  1 211,  1 171,  1 137,  1 110,  1 087,  1 070,  1 051,  1 028,  1 001,   977,   955,   932,   905,   877,   849,   822,   795,   769,   743,   718,   693,   670,   650,   631,   612,   594,   577,   561,   545,   529,   514,   499,   484,   468,   453,   439,   424,   408,   392,   376,   360,   345,   332,   320,   309,   297,   286,   274,   261,   249,   237,   226,   217,   209,   201,   193,   184,   173,   160,   147,   135,   123,   111,   100,   89,   78,   67,   58,   50,   42,   35,   28,   23,   71,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4039,Estimates,Nigeria,,566,1962,  1 794,  1 678,  1 617,  1 520,  1 436,  1 363,  1 300,  1 246,  1 200,  1 162,  1 130,  1 103,  1 081,  1 063,  1 044,  1 020,   994,   969,   947,   922,   896,   868,   840,   813,   786,   760,   735,   710,   686,   663,   642,   624,   605,   587,   570,   554,   538,   523,   508,   493,   477,   462,   447,   432,   417,   402,   385,   370,   354,   339,   326,   314,   302,   291,   279,   267,   254,   242,   230,   219,   210,   201,   193,   184,   175,   163,   151,   138,   126,   114,   102,   91,   80,   70,   60,   51,   44,   36,   30,   24,   77,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4040,Estimates,Nigeria,,566,1963,  1 829,  1 717,  1 618,  1 567,  1 481,  1 406,  1 340,  1 283,  1 233,  1 191,  1 154,  1 124,  1 098,  1 076,  1 058,  1 038,  1 014,   987,   963,   939,   914,   888,   859,   832,   805,   778,   752,   727,   703,   679,   656,   636,   617,   599,   581,   564,   548,   532,   517,   502,   487,   472,   456,   441,   427,   412,   396,   380,   364,   348,   333,   320,   308,   296,   285,   273,   261,   248,   235,   223,   212,   202,   193,   184,   176,   166,   154,   141,   129,   117,   105,   93,   83,   72,   62,   52,   44,   37,   31,   25,   80,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4041,Estimates,Nigeria,,566,1964,  1 865,  1 758,  1 662,  1 575,  1 518,  1 444,  1 377,  1 319,  1 267,  1 222,  1 182,  1 148,  1 119,  1 094,  1 072,  1 053,  1 033,  1 009,   982,   957,   932,   907,   880,   852,   824,   797,   770,   745,   720,   696,   672,   650,   630,   611,   593,   575,   558,   542,   526,   511,   496,   481,   466,   451,   436,   421,   406,   390,   374,   358,   343,   328,   315,   303,   291,   279,   267,   254,   241,   229,   216,   205,   195,   185,   176,   167,   157,   145,   132,   120,   108,   96,   85,   74,   64,   54,   45,   38,   31,   25,   78,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4042,Estimates,Nigeria,,566,1965,  1 903,  1 800,  1 705,  1 619,  1 541,  1 470,  1 406,  1 349,  1 297,  1 252,  1 211,  1 173,  1 141,  1 114,  1 090,  1 068,  1 049,  1 028,  1 004,   977,   951,   926,   900,   873,   845,   817,   790,   763,   738,   713,   689,   666,   644,   624,   605,   587,   570,   553,   537,   521,   505,   490,   476,   460,   445,   430,   416,   401,   385,   369,   353,   337,   323,   309,   297,   285,   273,   261,   248,   235,   222,   209,   198,   187,   178,   168,   159,   148,   136,   123,   111,   98,   87,   76,   65,   56,   46,   38,   31,   25,   71,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4043,Estimates,Nigeria,,566,1966,  1 937,  1 852,  1 756,  1 668,  1 589,  1 516,  1 451,  1 392,  1 339,  1 289,  1 244,  1 203,  1 165,  1 133,  1 105,  1 081,  1 059,  1 039,  1 018,   993,   966,   940,   915,   889,   862,   835,   807,   780,   754,   729,   705,   681,   658,   636,   616,   597,   579,   562,   545,   529,   513,   498,   483,   468,   453,   438,   423,   409,   394,   378,   362,   346,   330,   315,   302,   289,   277,   265,   253,   240,   226,   213,   200,   188,   178,   168,   158,   149,   138,   127,   114,   101,   90,   78,   68,   58,   49,   40,   33,   26,   81,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4044,Estimates,Nigeria,,566,1967,  1 975,  1 873,  1 804,  1 715,  1 634,  1 560,  1 494,  1 434,  1 380,  1 330,  1 282,  1 237,  1 196,  1 158,  1 125,  1 097,  1 073,  1 051,  1 030,  1 008,   983,   956,   930,   905,   880,   853,   825,   798,   772,   746,   721,   697,   673,   650,   629,   609,   590,   573,   555,   539,   522,   507,   492,   477,   462,   447,   432,   417,   402,   387,   371,   355,   339,   323,   308,   295,   282,   269,   257,   245,   231,   218,   205,   192,   179,   169,   159,   149,   139,   129,   117,   104,   92,   81,   70,   60,   51,   43,   35,   28,   88,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4045,Estimates,Nigeria,,566,1968,  2 019,  1 915,  1 820,  1 757,  1 675,  1 601,  1 534,  1 473,  1 418,  1 370,  1 323,  1 277,  1 232,  1 191,  1 153,  1 119,  1 091,  1 066,  1 043,  1 022,  1 000,   974,   947,   921,   896,   871,   844,   817,   790,   764,   738,   714,   690,   666,   643,   622,   602,   584,   566,   549,   532,   516,   501,   485,   471,   456,   441,   426,   411,   396,   381,   365,   349,   333,   317,   302,   288,   275,   262,   250,   237,   223,   210,   196,   183,   171,   160,   149,   139,   129,   119,   107,   95,   83,   72,   62,   52,   44,   36,   29,   92,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4046,Estimates,Nigeria,,566,1969,  2 072,  1 964,  1 866,  1 777,  1 711,  1 636,  1 569,  1 508,  1 453,  1 403,  1 360,  1 317,  1 272,  1 227,  1 186,  1 148,  1 113,  1 085,  1 060,  1 037,  1 015,   992,   966,   939,   913,   888,   863,   836,   809,   783,   757,   731,   707,   683,   660,   637,   616,   596,   578,   560,   543,   526,   510,   495,   480,   465,   450,   435,   420,   405,   390,   375,   359,   343,   326,   310,   295,   281,   268,   255,   242,   229,   216,   202,   188,   175,   162,   151,   140,   130,   120,   109,   98,   86,   74,   63,   53,   45,   37,   30,   92,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4047,Estimates,Nigeria,,566,1970,  2 137,  2 022,  1 918,  1 824,  1 740,  1 665,  1 598,  1 537,  1 482,  1 433,  1 389,  1 350,  1 311,  1 268,  1 223,  1 182,  1 143,  1 108,  1 079,  1 054,  1 030,  1 007,   984,   958,   931,   905,   880,   855,   828,   802,   775,   750,   725,   700,   677,   653,   631,   610,   590,   572,   554,   537,   520,   504,   489,   474,   459,   444,   429,   414,   399,   384,   369,   353,   336,   320,   304,   289,   275,   261,   248,   235,   222,   208,   194,   180,   166,   153,   142,   131,   120,   110,   100,   88,   76,   65,   55,   45,   37,   30,   86,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4048,Estimates,Nigeria,,566,1971,  2 207,  2 086,  1 977,  1 879,  1 792,  1 714,  1 645,  1 583,  1 526,  1 474,  1 424,  1 380,  1 341,  1 301,  1 258,  1 214,  1 172,  1 132,  1 097,  1 068,  1 043,  1 019,   996,   973,   947,   921,   895,   870,   845,   819,   792,   767,   741,   716,   692,   668,   645,   623,   602,   582,   564,   547,   530,   513,   497,   482,   467,   452,   437,   422,   406,   391,   376,   361,   345,   328,   312,   296,   280,   266,   252,   238,   225,   212,   198,   184,   170,   156,   144,   132,   121,   111,   101,   90,   79,   68,   58,   48,   39,   32,   98,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4049,Estimates,Nigeria,,566,1972,  2 287,  2 150,  2 036,  1 933,  1 842,  1 761,  1 689,  1 625,  1 569,  1 517,  1 466,  1 416,  1 372,  1 333,  1 293,  1 249,  1 205,  1 163,  1 122,  1 087,  1 058,  1 033,  1 009,   986,   963,   937,   911,   885,   861,   836,   810,   784,   758,   733,   708,   684,   661,   638,   615,   594,   575,   557,   539,   522,   506,   490,   475,   459,   445,   430,   414,   399,   384,   369,   353,   337,   320,   304,   287,   271,   257,   243,   229,   216,   202,   188,   174,   160,   146,   134,   122,   111,   101,   91,   81,   71,   60,   51,   41,   33,   107,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4050,Estimates,Nigeria,,566,1973,  2 377,  2 225,  2 092,  1 989,  1 892,  1 806,  1 731,  1 665,  1 607,  1 557,  1 509,  1 459,  1 410,  1 365,  1 326,  1 285,  1 241,  1 197,  1 155,  1 114,  1 077,  1 048,  1 023,   999,   976,   953,   928,   902,   876,   852,   828,   802,   776,   750,   725,   701,   677,   653,   631,   608,   587,   568,   550,   533,   516,   499,   483,   468,   453,   438,   423,   407,   392,   376,   361,   346,   329,   312,   296,   279,   263,   248,   234,   220,   206,   193,   178,   164,   150,   137,   124,   112,   102,   91,   81,   72,   62,   52,   43,   35,   113,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4051,Estimates,Nigeria,,566,1974,  2 471,  2 308,  2 166,  2 041,  1 944,  1 853,  1 773,  1 704,  1 643,  1 591,  1 547,  1 503,  1 455,  1 405,  1 361,  1 321,  1 279,  1 235,  1 191,  1 148,  1 107,  1 070,  1 040,  1 016,   991,   968,   945,   920,   894,   869,   845,   821,   795,   769,   744,   719,   694,   670,   647,   625,   602,   581,   562,   544,   527,   510,   494,   478,   462,   447,   432,   417,   401,   385,   370,   354,   339,   322,   305,   288,   271,   255,   240,   226,   211,   197,   183,   169,   155,   141,   127,   115,   103,   92,   82,   72,   63,   53,   45,   36,   113,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4052,Estimates,Nigeria,,566,1975,  2 567,  2 397,  2 247,  2 116,  2 001,  1 902,  1 817,  1 743,  1 680,  1 625,  1 578,  1 539,  1 499,  1 453,  1 403,  1 359,  1 318,  1 276,  1 232,  1 187,  1 144,  1 101,  1 064,  1 034,  1 009,   985,   962,   938,   913,   888,   863,   839,   815,   790,   764,   738,   713,   689,   665,   642,   620,   597,   576,   557,   539,   522,   505,   489,   473,   457,   441,   426,   411,   395,   379,   364,   348,   332,   315,   298,   281,   264,   248,   232,   217,   203,   189,   175,   160,   146,   132,   118,   105,   94,   83,   73,   63,   54,   45,   37,   108,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4053,Estimates,Nigeria,,566,1976,  2 647,  2 506,  2 349,  2 210,  2 087,  1 980,  1 886,  1 804,  1 733,  1 671,  1 618,  1 571,  1 532,  1 492,  1 446,  1 397,  1 352,  1 311,  1 270,  1 225,  1 181,  1 138,  1 096,  1 059,  1 029,  1 005,   980,   957,   934,   909,   883,   858,   834,   810,   784,   758,   732,   707,   682,   659,   636,   613,   591,   570,   551,   533,   515,   498,   482,   465,   449,   434,   418,   403,   387,   371,   355,   339,   323,   306,   288,   271,   254,   237,   222,   207,   192,   178,   164,   149,   135,   121,   108,   96,   85,   74,   65,   56,   47,   39,   123,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4054,Estimates,Nigeria,,566,1977,  2 729,  2 558,  2 450,  2 306,  2 177,  2 063,  1 962,  1 873,  1 794,  1 726,  1 666,  1 614,  1 568,  1 529,  1 488,  1 442,  1 394,  1 349,  1 308,  1 266,  1 222,  1 178,  1 135,  1 093,  1 056,  1 026,  1 002,   978,   955,   932,   907,   880,   855,   831,   806,   780,   754,   728,   702,   677,   653,   630,   608,   586,   565,   545,   527,   510,   493,   476,   459,   443,   427,   412,   396,   380,   363,   347,   331,   314,   297,   279,   262,   244,   227,   212,   197,   182,   168,   153,   139,   125,   111,   99,   86,   76,   66,   57,   48,   41,   134,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4055,Estimates,Nigeria,,566,1978,  2 811,  2 644,  2 493,  2 397,  2 266,  2 147,  2 041,  1 947,  1 862,  1 787,  1 720,  1 663,  1 612,  1 567,  1 527,  1 486,  1 440,  1 392,  1 348,  1 306,  1 264,  1 220,  1 176,  1 133,  1 091,  1 054,  1 025,  1 001,   977,   954,   931,   905,   879,   853,   829,   803,   777,   750,   724,   698,   673,   649,   626,   603,   581,   560,   541,   523,   505,   488,   471,   454,   437,   421,   405,   389,   372,   356,   339,   323,   306,   288,   270,   252,   235,   218,   202,   187,   172,   157,   143,   129,   115,   102,   89,   77,   67,   58,   49,   41,   141,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4056,Estimates,Nigeria,,566,1979,  2 891,  2 729,  2 581,  2 445,  2 344,  2 225,  2 117,  2 019,  1 931,  1 851,  1 779,  1 715,  1 659,  1 609,  1 565,  1 525,  1 484,  1 438,  1 390,  1 346,  1 304,  1 261,  1 218,  1 174,  1 131,  1 089,  1 052,  1 023,   999,   975,   953,   929,   904,   877,   851,   826,   800,   774,   747,   720,   694,   668,   644,   621,   599,   576,   555,   536,   518,   500,   482,   465,   448,   431,   415,   399,   382,   365,   348,   331,   314,   297,   279,   261,   243,   225,   208,   192,   177,   162,   147,   133,   119,   105,   92,   79,   68,   58,   49,   41,   141,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4057,Estimates,Nigeria,,566,1980,  2 967,  2 810,  2 664,  2 528,  2 403,  2 288,  2 182,  2 085,  1 995,  1 914,  1 839,  1 769,  1 708,  1 654,  1 606,  1 561,  1 521,  1 480,  1 434,  1 387,  1 342,  1 300,  1 258,  1 214,  1 170,  1 128,  1 086,  1 049,  1 020,   996,   973,   950,   927,   901,   874,   848,   823,   797,   770,   742,   715,   689,   663,   639,   616,   593,   571,   550,   531,   512,   494,   477,   459,   442,   425,   408,   392,   375,   358,   340,   323,   306,   288,   270,   252,   234,   216,   198,   182,   166,   151,   137,   122,   108,   95,   82,   70,   59,   49,   41,   134,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4058,Estimates,Nigeria,,566,1981,  3 042,  2 908,  2 760,  2 623,  2 496,  2 378,  2 268,  2 168,  2 074,  1 986,  1 905,  1 830,  1 760,  1 697,  1 643,  1 594,  1 549,  1 508,  1 466,  1 420,  1 372,  1 328,  1 286,  1 244,  1 200,  1 157,  1 115,  1 073,  1 037,  1 008,   985,   961,   939,   916,   891,   864,   838,   814,   788,   761,   734,   707,   681,   655,   631,   608,   585,   563,   542,   522,   504,   486,   468,   451,   434,   416,   399,   382,   365,   348,   330,   312,   295,   277,   259,   240,   222,   204,   187,   171,   155,   140,   126,   112,   98,   86,   73,   62,   52,   43,   149,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4059,Estimates,Nigeria,,566,1982,  3 115,  2 963,  2 847,  2 710,  2 581,  2 462,  2 351,  2 248,  2 152,  2 063,  1 977,  1 896,  1 821,  1 750,  1 687,  1 632,  1 583,  1 537,  1 494,  1 451,  1 405,  1 358,  1 313,  1 271,  1 229,  1 186,  1 143,  1 101,  1 060,  1 024,   996,   973,   950,   928,   906,   881,   854,   829,   804,   779,   753,   725,   699,   672,   647,   623,   600,   577,   555,   534,   514,   496,   478,   460,   442,   425,   407,   390,   373,   355,   338,   320,   302,   284,   266,   247,   229,   211,   193,   175,   159,   144,   129,   115,   101,   88,   76,   65,   54,   45,   160,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4060,Estimates,Nigeria,,566,1983,  3 185,  3 035,  2 893,  2 786,  2 659,  2 540,  2 428,  2 324,  2 227,  2 137,  2 051,  1 967,  1 887,  1 811,  1 740,  1 676,  1 620,  1 571,  1 524,  1 480,  1 437,  1 390,  1 343,  1 298,  1 256,  1 214,  1 171,  1 129,  1 087,  1 047,  1 012,   984,   961,   938,   917,   895,   870,   844,   819,   795,   770,   744,   717,   690,   664,   638,   614,   592,   569,   547,   526,   506,   487,   469,   451,   434,   416,   398,   381,   363,   346,   328,   309,   291,   273,   255,   236,   217,   199,   181,   164,   148,   133,   118,   104,   91,   78,   67,   56,   46,   165,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4061,Estimates,Nigeria,,566,1984,  3 254,  3 105,  2 965,  2 833,  2 727,  2 610,  2 499,  2 396,  2 299,  2 208,  2 123,  2 041,  1 959,  1 879,  1 803,  1 731,  1 666,  1 610,  1 560,  1 512,  1 468,  1 423,  1 376,  1 329,  1 284,  1 242,  1 200,  1 158,  1 115,  1 074,  1 034,   999,   972,   949,   927,   906,   884,   860,   834,   810,   786,   761,   735,   708,   682,   656,   630,   606,   584,   561,   539,   518,   498,   479,   461,   443,   425,   407,   389,   371,   354,   336,   318,   299,   280,   262,   244,   225,   206,   188,   170,   152,   136,   121,   107,   93,   80,   69,   58,   48,   165,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4062,Estimates,Nigeria,,566,1985,  3 323,  3 175,  3 036,  2 906,  2 784,  2 670,  2 562,  2 461,  2 366,  2 275,  2 190,  2 111,  2 032,  1 952,  1 872,  1 796,  1 723,  1 657,  1 600,  1 550,  1 502,  1 456,  1 410,  1 363,  1 316,  1 271,  1 229,  1 187,  1 145,  1 103,  1 062,  1 022,   988,   961,   939,   917,   896,   875,   851,   825,   801,   778,   753,   727,   701,   674,   648,   623,   599,   576,   554,   531,   510,   490,   472,   453,   435,   417,   399,   381,   363,   345,   327,   308,   289,   270,   251,   233,   214,   195,   176,   158,   141,   125,   110,   96,   82,   70,   59,   48,   157,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4063,Estimates,Nigeria,,566,1986,  3 379,  3 253,  3 115,  2 986,  2 865,  2 751,  2 644,  2 543,  2 446,  2 353,  2 263,  2 178,  2 099,  2 020,  1 939,  1 859,  1 783,  1 710,  1 643,  1 586,  1 536,  1 487,  1 442,  1 397,  1 350,  1 303,  1 259,  1 217,  1 176,  1 133,  1 092,  1 051,  1 012,   978,   951,   929,   907,   886,   865,   841,   816,   792,   768,   744,   718,   691,   665,   639,   613,   590,   567,   544,   521,   500,   480,   461,   442,   424,   406,   387,   369,   350,   332,   314,   295,   275,   256,   238,   219,   200,   181,   163,   145,   129,   113,   99,   86,   73,   61,   51,   175,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4064,Estimates,Nigeria,,566,1987,  3 436,  3 293,  3 188,  3 060,  2 940,  2 827,  2 721,  2 621,  2 526,  2 435,  2 344,  2 254,  2 169,  2 089,  2 009,  1 929,  1 849,  1 772,  1 698,  1 631,  1 574,  1 524,  1 475,  1 430,  1 385,  1 338,  1 291,  1 248,  1 206,  1 165,  1 123,  1 082,  1 042,  1 003,   969,   942,   920,   898,   878,   856,   833,   807,   783,   760,   735,   709,   683,   656,   630,   605,   581,   558,   535,   512,   491,   471,   451,   432,   414,   395,   376,   357,   338,   320,   301,   282,   262,   243,   224,   205,   187,   168,   150,   133,   117,   102,   88,   76,   64,   53,   188,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
4065,Estimates,Nigeria,,566,1988,  3 497,  3 355,  3 222,  3 126,  3 008,  2 896,  2 792,  2 693,  2 600,  2 512,  2 425,  2 336,  2 247,  2 162,  2 081,  2 001,  1 920,  1 840,  1 763,  1 688,  1 620,  1 563,  1 513,  1 464,  1 419,  1 374,  1 328,  1 281,  1 238,  1 197,  1 156,  1 115,  1 073,  1 033,   995,   961,   934,   912,   890,   870,   848,   825,   799,   775,   752,   727,   702,   675,   648,   622,   597,   573,   549,   526,   504,   482,   461,   442,   422,   403,   384,   365,   346,   326,   308,   289,   269,   249,   230,   211,   192,   173,   155,   137,   120,   105,   90,   78,   66,   55,   195,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É,É
