Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Public Transfers, Other cash, Inflows","2,173",435,346,336,317,326,333,338,354,378,372,379,403,400,438,461,492,518,573,649,726,877,"1,066","1,311","1,572","1,815","1,962","2,042","2,192","2,346","2,509","2,666","2,807","2,986","3,247","3,425","3,589","3,691","3,810","3,815","3,810","3,818","3,828","3,819","3,795","3,730","3,697","3,670","3,565","3,543","3,469","3,416","3,408","3,295","3,308","3,304","3,318","3,319","3,355","3,395","3,252","2,753","2,384","1,764","1,392","1,117",969,779,747,716,701,710,736,744,824,912,"1,030","1,123","1,259","1,373","1,517","1,692","1,867","2,083","2,367","2,664","3,042","3,129","3,495","3,607","3,848","4,209",
"Public Transfers, Other cash, Outflows","2,108",149,144,143,152,153,157,164,172,182,197,206,216,226,237,249,265,286,325,394,501,681,854,"1,050","1,263","1,468","1,671","1,871","2,059","2,240","2,407","2,554","2,687","2,803","2,910","3,013","3,118","3,207","3,282","3,358","3,422","3,464","3,524","3,583","3,655","3,718","3,781","3,808","3,804","3,802","3,797","3,783","3,771","3,749","3,710","3,632","3,531","3,373","3,205","2,996","2,770","2,539","2,302","2,078","1,899","1,745","1,637","1,572","1,535","1,513","1,500","1,490","1,481","1,474","1,468","1,463","1,459","1,456","1,450","1,450","1,447","1,446","1,449","1,454","1,461","1,469","1,462","1,396","1,338","1,288","1,265","1,243",
Private Transfers,-85,"6,529","6,165","5,977","6,200","6,307","6,496","6,671","7,060","7,553","7,942","8,384","8,848","9,210","9,503","9,783","9,962","9,997","9,839","9,404","8,642","7,879","6,781","5,630","4,664","3,842","3,061","2,329","1,810","1,209",646,65,-420,"-1,080","-1,658","-2,256","-2,854","-3,524","-4,094","-4,684","-5,211","-5,639","-5,885","-6,208","-6,372","-6,386","-6,345","-6,249","-5,949","-5,585","-5,346","-5,097","-4,847","-4,637","-4,373","-4,030","-3,426","-2,910","-2,409","-2,117","-1,715","-1,541","-1,366","-1,261","-1,072","-1,092","-1,144","-1,212","-1,305","-1,415","-1,441","-1,450","-1,461","-1,482","-1,512","-1,536","-1,606","-1,687","-1,754","-1,867","-1,953","-2,118","-2,297","-2,524","-2,423","-2,508","-2,528","-1,754","-1,766","-1,795","-1,816","-1,891",
"Private Transfers, Inflows","5,798","6,574","6,229","6,071","6,318","6,431","6,626","6,814","7,201","7,708","8,135","8,578","9,044","9,434","9,756","10,021","10,224","10,300","10,209","9,898","9,337","9,030","8,311","7,600","7,021","6,584","6,121","5,714","5,503","5,270","5,162","5,110","5,123","5,080","5,072","5,042","5,037","4,956","4,897","4,809","4,749","4,635","4,626","4,559","4,597","4,654","4,743","4,843","5,036","5,219","5,367","5,543","5,649","5,738","5,862","5,976","6,204","6,327","6,429","6,378","6,344","6,198","6,051","5,831","5,722","5,499","5,254","5,002","4,768","4,516","4,354","4,194","4,050","3,944","3,829","3,664","3,523","3,379","3,186","3,039","2,959","2,829","2,659","2,547","2,496","2,373","2,291","1,917","1,910","1,908","1,908","1,867",
"Private Transfers, Outflows","5,883",45,65,94,118,125,130,143,141,155,193,194,196,223,253,238,262,303,370,493,694,"1,151","1,530","1,969","2,357","2,742","3,060","3,385","3,693","4,061","4,516","5,045","5,543","6,159","6,731","7,298","7,891","8,480","8,991","9,493","9,960","10,274","10,511","10,767","10,969","11,040","11,087","11,092","10,985","10,804","10,713","10,639","10,496","10,375","10,235","10,006","9,631","9,237","8,838","8,495","8,059","7,739","7,417","7,092","6,795","6,590","6,397","6,214","6,073","5,931","5,796","5,644","5,511","5,425","5,342","5,200","5,128","5,066","4,940","4,906","4,912","4,947","4,956","5,071","4,920","4,881","4,819","3,670","3,677","3,704","3,724","3,758",
Interhousehold Transfers,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,202,248,299,348,395,435,465,479,493,491,482,463,442,416,397,379,366,351,323,283,238,185,132,79,23,-38,-97,-156,-213,-272,-329,-384,-435,-479,-512,-533,-547,-558,-567,-576,-582,-586,-586,-587,-585,-588,-589,-589,-588,-590,-591,-592,-596,-599,-603,-618,-639,-666,-698,-734,-759,-779,-794,-804,-814,0,0,0,0,0,
"Interhousehold Transfers, Inflows",410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,230,287,352,417,481,538,589,629,670,697,718,730,743,753,775,799,828,852,865,865,858,844,825,803,776,743,709,672,636,600,563,527,494,461,430,404,381,357,334,313,292,274,259,248,240,233,229,226,227,230,233,237,242,247,251,258,263,266,268,270,273,283,300,321,344,0,0,0,0,0,
"Interhousehold Transfers, Outflows",495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,39,53,69,85,103,124,149,177,206,236,267,301,337,378,421,462,502,542,582,621,659,693,724,752,781,806,828,849,872,892,911,929,941,942,937,927,915,902,889,874,859,846,835,825,820,818,815,815,820,824,830,838,846,854,876,902,932,967,"1,004","1,033","1,063","1,094","1,126","1,158",0,0,0,0,0,
Intrahousehold Transfers,0,"6,529","6,165","5,977","6,200","6,307","6,496","6,671","7,060","7,553","7,942","8,384","8,848","9,210","9,503","9,783","9,962","9,997","9,839","9,404","8,642","7,715","6,579","5,382","4,365","3,494","2,666","1,894","1,345",729,153,-426,-902,"-1,542","-2,100","-2,671","-3,252","-3,903","-4,460","-5,035","-5,534","-5,921","-6,123","-6,393","-6,504","-6,465","-6,368","-6,211","-5,852","-5,430","-5,133","-4,825","-4,518","-4,253","-3,938","-3,551","-2,914","-2,377","-1,862","-1,560","-1,148",-964,-785,-675,-486,-505,-559,-625,-716,-826,-853,-860,-871,-889,-917,-937,"-1,002","-1,070","-1,115","-1,201","-1,255","-1,384","-1,538","-1,744","-1,630","-1,704","-1,714","-1,754","-1,766","-1,795","-1,816","-1,891",
"Intrahousehold Transfers, Inflows","5,388","6,574","6,229","6,071","6,318","6,431","6,626","6,814","7,201","7,708","8,135","8,578","9,044","9,434","9,756","10,021","10,224","10,300","10,209","9,898","9,337","8,846","8,081","7,313","6,669","6,167","5,641","5,176","4,914","4,641","4,492","4,414","4,405","4,350","4,330","4,289","4,262","4,157","4,069","3,956","3,884","3,771","3,767","3,715","3,772","3,851","3,967","4,100","4,327","4,547","4,731","4,942","5,086","5,212","5,368","5,515","5,774","5,923","6,048","6,020","6,010","5,885","5,758","5,557","5,463","5,250","5,014","4,769","4,539","4,290","4,128","3,964","3,817","3,706","3,587","3,417","3,272","3,120","2,923","2,773","2,690","2,560","2,386","2,264","2,196","2,051","1,946","1,917","1,910","1,908","1,908","1,867",
"Intrahousehold Transfers, Outflows","5,388",45,65,94,118,125,130,143,141,155,193,194,196,223,253,238,262,303,370,493,694,"1,132","1,502","1,930","2,304","2,673","2,975","3,282","3,570","3,912","4,339","4,840","5,308","5,892","6,430","6,960","7,514","8,060","8,529","8,991","9,418","9,692","9,890","10,109","10,275","10,316","10,335","10,311","10,179","9,976","9,864","9,767","9,604","9,464","9,306","9,065","8,688","8,300","7,910","7,580","7,157","6,850","6,543","6,233","5,949","5,755","5,573","5,394","5,255","5,116","4,981","4,824","4,687","4,596","4,504","4,354","4,274","4,190","4,038","3,974","3,945","3,944","3,924","4,008","3,826","3,755","3,660","3,670","3,677","3,704","3,724","3,758",
"Intrahousehold Transfers, Consumption",0,"6,564","6,218","6,058","6,303","6,414","6,607","6,792","7,177","7,682","8,105","8,544","9,005","9,390","9,707","9,966","10,161","10,223","10,108","9,755","9,122","8,091","7,055","5,939","4,893","3,917","3,076","2,296","1,629","1,016",441,-132,-718,"-1,391","-2,006","-2,665","-3,349","-3,999","-4,635","-5,217","-5,707","-6,107","-6,407","-6,593","-6,696","-6,687","-6,547","-6,305","-6,021","-5,702","-5,463","-5,216","-4,974","-4,691","-4,326","-3,817","-3,269","-2,684","-2,151","-1,699","-1,343","-1,091",-911,-782,-686,-654,-655,-696,-753,-822,-830,-858,-882,-929,-955,"-1,014","-1,069","-1,119","-1,158","-1,202","-1,213","-1,244","-1,240","-1,237","-1,440","-1,589","-1,676","-1,716","-1,728","-1,757","-1,778","-1,853",
"Intrahousehold Transfers, Consumption, Inflows","4,751","6,574","6,229","6,071","6,318","6,431","6,626","6,814","7,201","7,708","8,135","8,578","9,044","9,434","9,756","10,021","10,224","10,300","10,209","9,898","9,337","8,580","7,764","6,936","6,212","5,557","4,993","4,502","4,134","3,860","3,722","3,654","3,605","3,553","3,533","3,482","3,390","3,284","3,136","3,010","2,886","2,773","2,706","2,691","2,684","2,719","2,806","2,910","3,019","3,162","3,279","3,400","3,538","3,711","3,916","4,187","4,474","4,741","4,945","5,110","5,176","5,162","5,113","5,013","4,891","4,748","4,585","4,386","4,198","4,002","3,852","3,685","3,533","3,380","3,228","3,046","2,885","2,727","2,588","2,471","2,377","2,272","2,178","2,098","1,891","1,746","1,641","1,612","1,605","1,603","1,603","1,562",
"Intrahousehold Transfers, Consumption, Outflows","4,751",10,12,13,15,17,19,21,24,26,30,34,39,44,49,55,63,77,101,143,215,489,710,997,"1,319","1,640","1,917","2,205","2,505","2,844","3,281","3,786","4,324","4,944","5,538","6,146","6,739","7,283","7,771","8,227","8,593","8,880","9,112","9,284","9,380","9,407","9,353","9,216","9,040","8,865","8,742","8,616","8,512","8,402","8,243","8,004","7,743","7,425","7,097","6,808","6,518","6,253","6,024","5,795","5,577","5,402","5,240","5,083","4,951","4,824","4,682","4,543","4,416","4,310","4,183","4,060","3,953","3,846","3,746","3,672","3,590","3,516","3,418","3,335","3,332","3,335","3,317","3,327","3,334","3,360","3,381","3,415",
"Intrahousehold Transfers, Education",0,0,0,0,252,245,239,227,267,333,373,413,469,468,477,491,522,556,564,537,477,418,357,295,258,219,170,98,46,11,1,-25,-34,-81,-95,-114,-133,-158,-177,-198,-223,-236,-256,-274,-291,-302,-306,-295,-284,-268,-273,-273,-280,-282,-272,-242,-217,-172,-138,-128,-99,-78,-62,-53,-32,-28,-24,-16,-13,-10,-10,-9,-9,-9,-11,-5,-3,-3,-3,-2,-1,-2,-3,-4,-6,-11,-24,-33,-28,-42,-62,-92,
"Intrahousehold Transfers, Education, Inflows",102,0,0,0,252,245,239,227,267,333,374,413,470,468,477,491,522,557,566,541,483,429,375,323,294,266,218,153,102,69,55,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,6,10,18,28,36,47,49,55,56,58,55,70,71,81,95,114,133,158,177,198,223,236,256,274,291,302,306,295,284,268,273,273,280,282,272,242,217,172,138,128,99,78,62,53,32,28,24,16,13,10,10,9,9,9,11,5,3,3,3,2,1,2,3,4,6,11,24,33,28,42,62,92,
"Intrahousehold Transfers, Health",0,979,554,314,187,129,96,-1,-1,68,74,82,103,126,135,133,121,103,91,87,82,75,69,59,48,35,24,13,2,-14,-26,-41,-56,-68,-73,-77,-79,-83,-89,-98,-107,-112,-111,-110,-103,-98,-91,-86,-81,-82,-79,-75,-66,-51,-27,-1,25,39,49,53,53,52,57,55,45,33,17,0,-13,-22,-29,-35,-42,-48,-56,-67,-77,-85,-95,-107,-120,-133,-151,-170,-193,-210,-220,-191,-135,-80,-30,-28,
"Intrahousehold Transfers, Health, Inflows",177,979,555,314,188,129,97,0,0,69,75,83,104,128,137,135,124,106,95,93,90,87,86,82,77,72,69,65,63,60,60,61,64,67,73,78,83,87,89,88,87,84,84,87,93,102,114,127,140,148,158,169,185,205,234,266,300,321,337,348,354,357,366,367,361,352,339,326,317,312,309,306,302,299,294,286,280,274,268,258,247,235,217,196,166,141,118,122,156,187,225,225,
"Intrahousehold Transfers, Health, Outflows",177,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,4,6,8,11,17,23,29,37,45,52,61,73,86,102,119,135,146,155,162,170,178,186,194,196,196,196,196,199,205,213,221,229,237,244,251,257,262,268,275,282,288,295,301,305,309,313,316,319,322,326,330,334,338,341,344,347,350,353,356,359,362,365,367,368,368,366,359,351,337,314,291,267,255,253,
"Intrahousehold Transfers, Consumption other than health and education",0,"5,585","5,664","5,744","5,864","6,041","6,272","6,566","6,911","7,281","7,658","8,049","8,432","8,795","9,095","9,343","9,518","9,563","9,453","9,131","8,563","7,597","6,629","5,585","4,587","3,663","2,882","2,186","1,581","1,018",467,-67,-629,"-1,242","-1,838","-2,473","-3,137","-3,757","-4,369","-4,921","-5,377","-5,759","-6,039","-6,209","-6,302","-6,287","-6,149","-5,924","-5,656","-5,352","-5,112","-4,869","-4,628","-4,358","-4,027","-3,574","-3,078","-2,551","-2,063","-1,624","-1,297","-1,065",-906,-783,-699,-659,-648,-680,-727,-790,-791,-815,-831,-871,-887,-943,-989,"-1,031","-1,060","-1,093","-1,092","-1,108","-1,087","-1,064","-1,242","-1,367","-1,432","-1,491","-1,565","-1,636","-1,686","-1,733",
"Intrahousehold Transfers, Consumption other than health and education, Inflows","4,472","5,595","5,675","5,757","5,878","6,057","6,290","6,587","6,933","7,306","7,687","8,082","8,470","8,838","9,142","9,395","9,578","9,636","9,548","9,264","8,764","8,065","7,304","6,531","5,840","5,219","4,706","4,284","3,968","3,730","3,607","3,547","3,505","3,486","3,460","3,403","3,307","3,197","3,047","2,922","2,799","2,689","2,621","2,604","2,591","2,618","2,692","2,783","2,879","3,015","3,121","3,231","3,354","3,505","3,682","3,921","4,174","4,420","4,609","4,762","4,822","4,805","4,747","4,646","4,530","4,396","4,246","4,061","3,881","3,690","3,543","3,379","3,231","3,082","2,934","2,760","2,605","2,453","2,321","2,213","2,130","2,037","1,960","1,902","1,725","1,605","1,524","1,489","1,449","1,416","1,378","1,337",
"Intrahousehold Transfers, Consumption other than health and education, Outflows","4,472",10,11,13,14,16,18,20,23,25,29,33,38,42,48,52,59,73,95,133,201,467,675,946,"1,253","1,556","1,824","2,099","2,388","2,712","3,140","3,614","4,133","4,728","5,298","5,877","6,444","6,955","7,416","7,843","8,176","8,448","8,661","8,813","8,893","8,905","8,841","8,708","8,535","8,367","8,233","8,099","7,981","7,863","7,709","7,494","7,252","6,972","6,672","6,386","6,119","5,870","5,653","5,429","5,229","5,055","4,894","4,741","4,608","4,479","4,333","4,193","4,062","3,953","3,821","3,703","3,594","3,484","3,381","3,306","3,222","3,145","3,047","2,966","2,967","2,973","2,956","2,980","3,014","3,051","3,064","3,070",
"Intrahousehold Transfers, Saving",0,-35,-53,-81,-103,-107,-110,-122,-117,-129,-163,-160,-157,-179,-204,-183,-199,-226,-269,-350,-480,-376,-476,-556,-528,-423,-410,-402,-284,-286,-288,-294,-184,-151,-95,-6,97,96,176,182,173,186,284,200,193,222,179,95,169,273,330,391,456,438,389,266,355,307,289,139,195,127,126,106,200,149,96,72,36,-4,-23,-2,12,40,38,77,66,49,42,0,-42,-141,-297,-507,-189,-116,-38,-38,-38,-38,-38,-38,
"Intrahousehold Transfers, Saving, Inflows",638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,317,377,457,610,647,674,781,782,770,760,800,797,797,807,872,873,934,946,998,997,"1,062","1,025","1,088","1,132","1,161","1,190","1,308","1,384","1,452","1,543","1,548","1,501","1,452","1,328","1,300","1,182","1,103",911,834,724,646,544,572,502,429,383,341,288,276,280,283,326,359,371,387,394,335,302,313,288,208,165,305,305,305,305,305,305,305,305,
"Intrahousehold Transfers, Saving, Outflows",638,35,53,81,103,107,110,122,117,129,163,160,157,179,204,183,199,226,269,350,480,643,793,933,985,"1,033","1,058","1,077","1,065","1,068","1,058","1,054",984,949,892,814,775,777,758,765,825,812,778,825,895,910,982,"1,095","1,139","1,112","1,122","1,152","1,092","1,063","1,063","1,061",945,875,813,772,639,597,520,438,372,353,333,311,305,292,299,281,272,286,321,294,321,345,293,302,355,428,506,673,494,421,343,343,343,343,343,343,
Asset-based Reallocations,"3,459",-245,-127,-121,47,-18,-40,76,-5,-80,139,84,15,59,209,354,599,837,965,784,563,622,584,719,"1,169","1,134","1,267","1,256",692,280,116,-319,-27,514,615,697,"1,031","1,015",950,"1,217","1,375","1,715","1,870","2,478","2,566","2,755","2,733","3,084","2,613","2,421","2,786","2,772","2,692","3,402","3,732","4,323","5,019","5,231","6,274","7,455","8,491","10,075","10,912","11,652","11,666","11,365","11,107","10,691","10,229","9,827","9,718","9,346","9,185","8,966","8,698","8,453","8,365","8,216","8,032","8,136","7,864","7,531","7,257","7,016","6,014","5,280","4,348","3,737","3,469","2,963","1,970",558,
Public Asset-based Reallocations,171,12,12,12,13,13,13,14,14,15,16,17,18,19,20,21,22,24,27,32,41,56,70,86,104,120,137,153,169,184,197,209,220,229,238,246,255,262,268,274,279,282,287,292,297,302,307,309,309,309,308,307,306,304,301,294,286,273,259,242,223,204,185,166,152,139,130,124,121,119,118,117,116,115,115,114,114,114,113,113,113,113,113,113,114,114,114,108,103,99,97,95,
Public Asset Income,-651,-47,-45,-45,-48,-48,-50,-52,-54,-57,-62,-65,-68,-71,-75,-78,-83,-90,-102,-124,-158,-213,-267,-329,-396,-460,-523,-586,-645,-701,-753,-799,-840,-876,-908,-940,-972,-999,"-1,022","-1,045","-1,065","-1,078","-1,096","-1,114","-1,136","-1,155","-1,173","-1,181","-1,179","-1,178","-1,177","-1,172","-1,168","-1,161","-1,148","-1,123","-1,091","-1,042",-989,-923,-852,-780,-705,-635,-579,-530,-495,-474,-461,-454,-449,-446,-443,-440,-438,-436,-435,-434,-432,-432,-430,-430,-430,-432,-434,-436,-434,-413,-394,-379,-371,-365,
Public Saving,-822,-59,-57,-57,-60,-61,-62,-65,-68,-72,-78,-82,-86,-90,-94,-99,-105,-114,-129,-156,-199,-269,-337,-415,-499,-580,-660,-739,-813,-885,-950,"-1,008","-1,060","-1,105","-1,146","-1,186","-1,227","-1,261","-1,290","-1,319","-1,344","-1,361","-1,384","-1,406","-1,433","-1,457","-1,481","-1,490","-1,488","-1,487","-1,485","-1,479","-1,474","-1,465","-1,449","-1,417","-1,377","-1,314","-1,248","-1,165","-1,075",-984,-890,-801,-730,-669,-625,-598,-582,-573,-567,-562,-559,-555,-553,-551,-549,-547,-545,-545,-543,-542,-543,-545,-547,-550,-547,-521,-498,-478,-469,-460,
Private Asset-based Reallocations,"3,289",-258,-139,-133,34,-31,-52,62,-19,-95,123,67,-2,40,190,333,578,814,938,752,522,566,514,633,"1,066","1,014","1,130","1,102",523,96,-81,-528,-247,285,377,450,777,753,682,943,"1,096","1,433","1,583","2,186","2,268","2,452","2,426","2,775","2,304","2,113","2,478","2,465","2,386","3,098","3,431","4,029","4,733","4,959","6,015","7,213","8,268","9,871","10,727","11,486","11,514","11,226","10,977","10,567","10,108","9,708","9,600","9,229","9,069","8,851","8,584","8,339","8,251","8,103","7,919","8,023","7,752","7,418","7,144","6,903","5,901","5,166","4,235","3,628","3,366","2,864","1,873",463,
Private Asset Income,"5,175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,515,603,705,820,955,"1,086","1,267","1,470","1,662","1,897","2,172","2,438","2,679","2,992","3,298","3,698","4,044","4,320","4,577","4,848","5,065","5,298","5,701","6,220","6,790","7,237","7,639","7,873","8,130","8,185","8,306","8,466","8,570","8,696","8,849","8,950","8,929","9,016","8,918","8,718","8,666","8,586","8,440","8,476","8,582","8,738","9,017","9,303","9,542","9,717","9,839","9,957","10,080","10,159","10,234","10,291","10,334","10,380","10,482","10,595","10,710","10,796","10,892","10,980","11,062","11,147","11,147","11,147","11,147","11,147","11,147",
"Private Capital Income, business & non-profits","4,075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,475,553,641,744,865,"1,020","1,201","1,419","1,649","1,901","2,202","2,524","2,842","3,204","3,560","3,849","4,066","4,268","4,428","4,584","4,786","5,082","5,396","5,744","6,032","6,215","6,321","6,389","6,391","6,451","6,553","6,635","6,688","6,755","6,748","6,724","6,672","6,589","6,490","6,397","6,313","6,220","6,239","6,304","6,468","6,676","6,900","7,086","7,226","7,309","7,390","7,491","7,543","7,590","7,625","7,649","7,679","7,747","7,819","7,893","7,951","8,015","8,091","8,168","8,245","8,245","8,245","8,245","8,245","8,245",
"Private Capital Income, owner-occupied housing",637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,11,17,28,43,72,118,163,231,292,383,476,559,677,796,928,"1,045","1,149","1,277","1,386","1,431","1,493","1,522","1,550","1,564","1,600","1,604","1,585","1,611","1,627","1,610","1,556","1,483","1,469","1,404","1,396","1,338","1,305","1,176","1,035",940,818,706,627,523,413,337,278,235,189,163,147,106,91,77,64,56,48,46,35,29,23,19,15,13,10,10,10,10,10,10,
Private Property Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Private Saving,"1,886",258,139,133,-34,31,52,-62,19,95,-123,-67,2,-40,-190,-333,-578,-814,-937,-750,-519,-51,89,72,-246,-59,-44,165,947,"1,566","1,978","2,700","2,685","2,394","2,615","2,848","2,921","3,291","3,638","3,634","3,752","3,631","3,715","3,515","3,952","4,337","4,812","4,864","5,569","6,018","5,707","5,841","6,080","5,472","5,265","4,819","4,217","3,970","3,001","1,705",450,"-1,204","-2,141","-3,046","-3,038","-2,645","-2,239","-1,550",-805,-166,116,610,887,"1,229","1,575","1,896","2,040","2,231","2,461","2,459","2,844","3,292","3,653","3,989","5,079","5,896","6,912","7,518","7,781","8,283","9,274","10,684",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
