Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Public Transfers, Other cash",0,281,281,280,278,274,266,257,247,236,225,211,191,142,56,-82,-270,-321,-310,-350,-421,-521,-624,-658,-631,-584,-497,-431,-338,-244,-93,79,319,522,724,938,"1,093","1,222","1,322","1,359","1,248","1,130",971,778,581,450,303,129,-11,-147,-295,-448,-580,-724,-842,-951,"-1,034","-1,090","-1,093","-1,066",-994,-870,-728,-586,-458,-363,-324,-309,-326,-352,-359,-349,-316,-275,-220,-179,-124,-87,-56,-42,-27,-32,-40,-51,-64,-82,-101,-115,-122,-120,-112,-104,
"Public Transfers, Other cash, Inflows","2,896",817,817,817,817,817,817,817,817,817,817,817,817,817,817,818,827,"1,043","1,383","1,722","2,056","2,373","2,659","2,956","3,236","3,463","3,656","3,791","3,916","4,051","4,240","4,463","4,737","4,988","5,227","5,464","5,649","5,812","5,939","5,989","5,898","5,787","5,636","5,445","5,263","5,137","4,977","4,772","4,572","4,355","4,133","3,909","3,693","3,473","3,255","2,999","2,733","2,464","2,201","1,925","1,685","1,476","1,318","1,201","1,142","1,110","1,102","1,088","1,066","1,046","1,040","1,033","1,054","1,086","1,120","1,148","1,193","1,215","1,232","1,239","1,235","1,214","1,189","1,160","1,125","1,084","1,038",992,949,908,872,836,
"Public Transfers, Other cash, Outflows","2,896",536,537,537,539,544,551,561,570,581,592,606,626,676,761,900,"1,096","1,364","1,693","2,071","2,478","2,894","3,283","3,614","3,868","4,047","4,152","4,221","4,254","4,295","4,333","4,384","4,418","4,465","4,503","4,527","4,556","4,589","4,616","4,630","4,651","4,657","4,665","4,667","4,681","4,686","4,674","4,642","4,583","4,503","4,428","4,357","4,273","4,197","4,097","3,949","3,768","3,554","3,294","2,991","2,679","2,346","2,046","1,787","1,600","1,473","1,426","1,398","1,392","1,398","1,399","1,381","1,371","1,360","1,340","1,328","1,316","1,303","1,289","1,281","1,262","1,246","1,229","1,211","1,189","1,167","1,140","1,107","1,070","1,028",984,940,
Private Transfers,-41,"7,126","6,119","6,145","6,681","5,978","7,546","7,667","7,494","8,321","8,155","9,505","9,400","10,081","10,290","12,503","10,213","8,792","8,630","7,103","5,540","3,977","2,585","1,441",572,-66,-460,-705,"-1,019","-1,455","-1,948","-2,565","-3,351","-4,069","-4,716","-5,271","-5,720","-5,998","-6,209","-6,324","-6,438","-6,469","-6,465","-6,438","-6,355","-6,162","-5,881","-5,549","-5,122","-4,657","-4,195","-3,763","-3,288","-2,822","-2,366","-1,905","-1,444","-1,058",-735,-459,-259,-144,-49,21,41,35,49,58,48,48,50,72,62,68,80,88,23,-75,-184,-327,-485,-662,-846,"-1,046","-1,222","-1,410","-1,574","-1,748","-1,947","-2,191","-2,450","-2,708",
"Private Transfers, Inflows","3,083","7,126","6,119","6,145","6,681","5,978","7,546","7,667","7,494","8,321","8,155","9,505","9,400","10,081","10,290","12,503","10,185","8,868","8,817","7,434","6,051","4,724","3,603","2,745","2,095","1,679","1,480","1,398","1,336","1,292","1,244","1,204","1,134","1,090","1,066","1,047","1,033","1,027","1,029","1,042","1,037","1,029","1,035","1,042","1,050","1,078","1,114","1,150","1,187","1,223","1,275","1,330","1,392","1,496","1,606","1,708","1,795","1,888","1,940","1,982","2,028","2,059","2,079","2,089","2,093","2,058","2,046","2,026","1,972","1,902","1,845","1,772","1,677","1,617","1,566","1,506","1,449","1,392","1,342","1,296","1,289","1,272","1,284","1,301","1,354","1,388","1,438","1,460","1,456","1,400","1,322","1,244",
"Private Transfers, Outflows","3,125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77,186,331,511,747,"1,019","1,304","1,523","1,745","1,940","2,103","2,355","2,747","3,192","3,769","4,485","5,159","5,782","6,318","6,753","7,025","7,238","7,366","7,475","7,498","7,500","7,479","7,406","7,240","6,994","6,699","6,309","5,880","5,470","5,093","4,680","4,318","3,972","3,612","3,239","2,946","2,676","2,440","2,287","2,204","2,129","2,068","2,052","2,024","1,996","1,968","1,924","1,853","1,794","1,701","1,615","1,549","1,486","1,418","1,427","1,467","1,526","1,623","1,774","1,934","2,130","2,347","2,576","2,798","3,012","3,208","3,403","3,591","3,772","3,952",
Interhousehold Transfers,-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,63,104,130,134,138,141,185,230,276,307,325,298,265,225,187,158,132,105,78,55,19,-29,-87,-143,-215,-263,-294,-300,-302,-281,-269,-261,-261,-258,-261,-263,-264,-264,-264,-264,-266,-260,-255,-245,-233,-218,-206,-193,-185,-183,-180,-176,-172,-162,-149,-133,-117,-98,-88,-79,-78,-76,-80,-59,-36,17,70,125,140,137,92,29,-34,
"Interhousehold Transfers, Inflows",148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,66,104,140,173,204,230,272,312,344,370,391,391,383,377,367,356,343,334,325,315,309,286,258,229,202,175,162,153,142,134,127,122,118,116,113,109,106,103,101,98,95,90,87,83,80,76,71,66,59,51,44,37,32,31,33,37,42,49,48,47,40,33,21,33,47,91,137,185,193,185,136,70,4,
"Interhousehold Transfers, Outflows",189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,38,67,88,87,82,68,63,66,92,118,153,180,197,211,229,247,260,291,315,345,372,417,437,457,453,444,415,396,383,380,374,374,372,370,367,365,362,360,350,342,329,313,294,277,259,245,234,224,213,204,193,182,170,159,147,136,126,118,109,101,92,83,74,67,59,53,48,45,41,38,
Intrahousehold Transfers,0,"7,126","6,119","6,145","6,681","5,978","7,546","7,667","7,494","8,321","8,155","9,505","9,400","10,081","10,290","12,503","10,213","8,789","8,605","7,040","5,436","3,847","2,450","1,304",431,-251,-690,-981,"-1,326","-1,781","-2,246","-2,831","-3,575","-4,257","-4,875","-5,404","-5,826","-6,075","-6,264","-6,342","-6,409","-6,382","-6,322","-6,223","-6,093","-5,867","-5,580","-5,246","-4,841","-4,387","-3,934","-3,502","-3,029","-2,561","-2,103","-1,641","-1,180",-794,-471,-193,1,111,196,255,258,240,243,244,231,229,226,243,225,217,213,204,121,13,-105,-249,-409,-582,-787,"-1,010","-1,239","-1,479","-1,699","-1,888","-2,084","-2,283","-2,479","-2,674",
"Intrahousehold Transfers, Inflows","2,935","7,126","6,119","6,145","6,681","5,978","7,546","7,667","7,494","8,321","8,155","9,505","9,400","10,081","10,290","12,503","10,185","8,866","8,788","7,368","5,947","4,584","3,431","2,541","1,865","1,406","1,168","1,054",966,901,854,820,757,722,710,703,699,702,713,733,751,771,806,839,876,915,961,"1,008","1,053","1,096","1,153","1,212","1,276","1,382","1,496","1,601","1,692","1,786","1,842","1,887","1,938","1,972","1,996","2,009","2,017","1,987","1,980","1,967","1,920","1,858","1,807","1,740","1,646","1,585","1,529","1,464","1,401","1,344","1,295","1,256","1,256","1,251","1,251","1,254","1,263","1,251","1,254","1,267","1,270","1,263","1,252","1,240",
"Intrahousehold Transfers, Outflows","2,936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,77,182,328,511,737,980,"1,237","1,434","1,657","1,858","2,035","2,292","2,682","3,100","3,651","4,332","4,979","5,585","6,107","6,524","6,777","6,978","7,075","7,160","7,153","7,128","7,062","6,968","6,783","6,541","6,254","5,893","5,484","5,087","4,714","4,305","3,944","3,600","3,242","2,872","2,580","2,313","2,080","1,937","1,862","1,800","1,755","1,759","1,747","1,737","1,723","1,689","1,629","1,581","1,497","1,422","1,367","1,316","1,259","1,280","1,331","1,400","1,505","1,665","1,833","2,038","2,265","2,502","2,731","2,953","3,155","3,354","3,546","3,730","3,914",
"Intrahousehold Transfers, Consumption",0,"7,144","6,214","5,944","6,578","6,170","7,560","7,420","7,642","8,186","8,288","9,605","9,460","9,783","10,237","12,301","10,254","8,646","8,726","6,742","5,123","3,776","2,423","1,279",386,-305,-755,"-1,052","-1,393","-1,840","-2,291","-2,855","-3,569","-4,220","-4,817","-5,335","-5,766","-6,037","-6,261","-6,368","-6,460","-6,426","-6,361","-6,236","-6,072","-5,811","-5,506","-5,153","-4,717","-4,226","-3,744","-3,306","-2,846","-2,472","-2,143","-1,779","-1,375","-1,015",-604,-219,34,178,279,282,238,199,175,161,150,138,136,172,167,170,177,194,159,80,-28,-137,-296,-487,-671,-845,"-1,032","-1,209","-1,366","-1,491","-1,617","-1,745","-1,864","-1,982",
"Intrahousehold Transfers, Consumption, Inflows","2,721","7,144","6,214","5,944","6,578","6,170","7,560","7,420","7,642","8,186","8,288","9,605","9,460","9,783","10,237","12,301","10,254","8,803","8,768","6,941","5,572","4,473","3,367","2,445","1,737","1,250",997,889,817,755,721,695,620,570,551,532,517,524,531,536,538,539,545,552,557,565,573,578,586,597,605,619,644,682,741,854,995,"1,165","1,398","1,625","1,797","1,921","2,012","2,005","1,984","1,941","1,910","1,877","1,829","1,762","1,710","1,664","1,580","1,513","1,451","1,383","1,297","1,205","1,103","1,013",910,811,753,720,690,685,691,695,698,699,699,700,
"Intrahousehold Transfers, Consumption, Outflows","2,721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,42,199,449,697,943,"1,166","1,350","1,555","1,752","1,941","2,211","2,595","3,013","3,549","4,189","4,791","5,368","5,867","6,283","6,561","6,792","6,904","6,998","6,965","6,906","6,787","6,629","6,376","6,079","5,731","5,303","4,823","4,350","3,925","3,490","3,154","2,884","2,633","2,370","2,179","2,002","1,844","1,763","1,743","1,733","1,724","1,746","1,742","1,735","1,716","1,679","1,624","1,573","1,493","1,413","1,344","1,273","1,189","1,139","1,125","1,131","1,150","1,206","1,298","1,425","1,565","1,722","1,895","2,057","2,187","2,315","2,445","2,563","2,682",
"Intrahousehold Transfers, Education",0,99,88,113,341,497,645,558,150,143,123,136,149,161,170,175,167,152,133,105,76,48,23,4,-9,-20,-30,-38,-49,-62,-77,-95,-114,-131,-145,-154,-160,-161,-161,-158,-155,-150,-144,-137,-129,-119,-108,-97,-86,-74,-63,-53,-43,-36,-31,-26,-22,-19,-16,-13,-11,-9,-8,-7,-6,-6,-5,-5,-5,-5,-5,-4,-4,-5,-5,-4,-4,-4,-5,-6,-8,-10,-12,-14,-15,-17,-17,-17,-17,-17,-16,-16,
"Intrahousehold Transfers, Education, Inflows",51,99,88,113,341,497,645,558,150,143,123,136,149,161,170,175,167,154,134,106,78,56,36,21,13,8,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,8,12,17,22,28,34,41,52,65,80,97,115,131,145,155,161,161,161,158,155,150,144,137,129,119,108,97,86,74,63,53,43,36,31,27,23,20,17,14,13,11,10,9,8,7,7,6,6,6,5,5,5,5,5,4,4,4,5,6,8,10,12,14,15,17,17,17,17,17,16,16,
"Intrahousehold Transfers, Health",0,233,226,220,213,207,201,195,190,185,181,175,168,161,154,143,133,123,112,96,81,61,39,18,0,-17,-27,-33,-41,-51,-63,-77,-94,-108,-119,-128,-134,-135,-135,-134,-131,-127,-123,-117,-111,-104,-98,-91,-85,-78,-71,-65,-59,-53,-47,-40,-29,-17,-1,14,26,30,32,27,21,18,18,18,20,21,17,15,13,12,12,16,15,11,5,-1,-12,-21,-28,-34,-42,-48,-54,-59,-64,-70,-75,-80,
"Intrahousehold Transfers, Health, Inflows",53,233,226,220,213,207,201,195,190,185,181,175,168,161,154,143,133,123,111,99,89,73,57,41,27,15,9,8,8,7,6,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,20,33,47,58,63,67,62,58,56,56,56,58,57,53,49,45,43,42,44,43,39,33,27,18,11,7,4,2,1,0,0,0,0,0,0,
"Intrahousehold Transfers, Health, Outflows",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,13,18,23,27,32,37,42,49,59,69,82,97,110,121,129,134,135,135,134,131,127,123,117,111,104,98,91,85,78,71,65,59,53,48,44,40,37,35,33,33,33,34,36,37,38,39,38,38,36,35,33,32,31,30,28,27,27,28,28,29,32,35,39,44,49,54,59,64,70,75,80,
"Intrahousehold Transfers, Consumption other than health and education",0,"6,812","5,900","5,612","6,024","5,466","6,714","6,667","7,301","7,858","7,984","9,294","9,143","9,461","9,914","11,984","9,953","8,372","8,481","6,542","4,966","3,667","2,360","1,256",395,-268,-698,-980,"-1,304","-1,726","-2,151","-2,683","-3,361","-3,982","-4,552","-5,053","-5,471","-5,741","-5,964","-6,077","-6,173","-6,149","-6,094","-5,982","-5,832","-5,588","-5,300","-4,964","-4,546","-4,074","-3,610","-3,188","-2,744","-2,383","-2,065","-1,713","-1,324",-979,-587,-220,19,158,255,262,224,187,163,148,135,121,124,161,158,162,170,182,147,73,-28,-129,-276,-456,-631,-797,-974,"-1,145","-1,295","-1,415","-1,535","-1,659","-1,773","-1,886",
"Intrahousehold Transfers, Consumption other than health and education, Inflows","2,617","6,812","5,900","5,612","6,024","5,466","6,714","6,667","7,301","7,858","7,984","9,294","9,143","9,461","9,914","11,984","9,953","8,526","8,523","6,735","5,405","4,344","3,273","2,383","1,697","1,228",984,878,806,745,713,687,616,568,549,531,517,524,531,536,538,539,545,552,557,565,573,578,586,597,605,619,644,681,740,849,983,"1,144","1,364","1,576","1,737","1,856","1,943","1,941","1,925","1,884","1,852","1,820","1,770","1,703","1,657","1,615","1,534","1,470","1,409","1,339","1,255","1,166","1,070",986,892,800,746,716,689,685,691,695,698,699,699,700,
"Intrahousehold Transfers, Consumption other than health and education, Outflows","2,617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,43,194,438,677,913,"1,127","1,301","1,496","1,681","1,858","2,110","2,471","2,864","3,370","3,976","4,549","5,102","5,584","5,989","6,265","6,495","6,612","6,711","6,688","6,639","6,533","6,389","6,153","5,873","5,542","5,133","4,670","4,216","3,807","3,388","3,065","2,805","2,562","2,307","2,122","1,950","1,796","1,718","1,699","1,688","1,679","1,701","1,697","1,689","1,672","1,635","1,582","1,533","1,454","1,376","1,308","1,239","1,156","1,107","1,093","1,098","1,115","1,168","1,256","1,378","1,513","1,663","1,829","1,986","2,110","2,233","2,358","2,472","2,586",
"Intrahousehold Transfers, Saving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,32,62,92,110,121,120,99,64,39,14,1,-2,1,-6,-10,-23,-33,-37,-41,-49,-55,-74,-97,-124,-144,-153,-162,-165,-159,-156,-145,-87,-35,65,163,242,267,279,228,174,120,83,59,50,43,38,33,32,36,43,50,58,63,65,67,48,24,-25,-72,-111,-155,-200,-227,-259,-304,-320,-325,-328,-331,-330,-330,
"Intrahousehold Transfers, Saving, Inflows",178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,82,121,148,171,180,169,146,133,118,115,121,134,139,147,149,149,156,172,192,217,250,283,316,351,394,435,470,502,529,553,567,575,580,565,511,444,363,266,183,124,83,59,50,43,38,33,33,38,50,64,78,88,99,108,124,156,187,219,265,307,333,363,388,393,395,396,396,397,400,404,
"Intrahousehold Transfers, Saving, Outflows",178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,10,19,28,38,50,60,70,81,94,104,114,123,133,145,157,172,181,193,213,240,272,325,380,440,495,547,597,636,662,686,698,653,610,514,402,268,177,84,38,8,4,0,0,0,0,0,0,1,2,8,14,20,25,34,41,75,132,212,291,376,462,534,590,648,697,715,721,724,727,731,734,
Asset-based Reallocations,"1,475",-188,-162,-163,-176,-160,-199,-202,-197,-221,-215,-251,-248,-266,-271,-332,-303,-62,-299,-4,122,247,370,504,640,735,838,961,"1,146","1,352","1,620","1,900","2,137","2,307","2,511","2,792","3,061","3,444","3,845","4,107","4,151","4,138","3,924","3,521","3,115","2,753","2,318","1,862","1,528","1,213",897,598,459,345,388,540,876,"1,233","1,727","2,121","2,480","2,743","2,957","3,007","3,063","3,090","3,111","3,101","3,076","3,009","2,953","2,849","2,689","2,517","2,327","2,023","1,625","1,235",877,509,188,-55,-288,-526,-739,-913,"-1,042","-1,141","-1,237","-1,339","-1,444","-1,549",
Public Asset-based Reallocations,-822,-160,-163,-166,-170,-176,-184,-194,-203,-213,-224,-236,-249,-265,-285,-312,-341,-379,-425,-479,-543,-609,-674,-734,-782,-813,-840,-866,-890,-917,-949,-978,-997,"-1,015","-1,032","-1,044","-1,058","-1,076","-1,090","-1,101","-1,113","-1,122","-1,130","-1,139","-1,149","-1,155","-1,156","-1,148","-1,133","-1,110","-1,094","-1,082","-1,086","-1,096","-1,113","-1,122","-1,128","-1,115","-1,100","-1,078","-1,058","-1,038","-1,024","-1,009",-994,-979,-963,-947,-933,-919,-905,-892,-881,-869,-857,-848,-838,-827,-815,-803,-790,-776,-762,-747,-731,-715,-698,-677,-657,-639,-619,-599,
Public Asset Income,-876,-171,-174,-177,-182,-188,-197,-207,-217,-227,-238,-252,-265,-283,-304,-332,-363,-404,-453,-511,-578,-649,-718,-782,-834,-867,-896,-924,-949,-977,"-1,011","-1,042","-1,063","-1,082","-1,100","-1,113","-1,127","-1,146","-1,162","-1,173","-1,187","-1,196","-1,205","-1,214","-1,225","-1,231","-1,233","-1,223","-1,207","-1,183","-1,166","-1,153","-1,157","-1,168","-1,187","-1,196","-1,202","-1,188","-1,172","-1,149","-1,128","-1,106","-1,092","-1,075","-1,060","-1,044","-1,027","-1,010",-994,-979,-964,-951,-939,-926,-914,-903,-893,-881,-868,-856,-842,-827,-812,-796,-779,-762,-744,-722,-701,-681,-660,-639,
Public Saving,-54,-11,-11,-11,-11,-12,-12,-13,-13,-14,-15,-16,-16,-17,-19,-21,-22,-25,-28,-32,-36,-40,-44,-48,-51,-53,-55,-57,-59,-60,-62,-64,-66,-67,-68,-69,-70,-71,-72,-72,-73,-74,-74,-75,-76,-76,-76,-75,-75,-73,-72,-71,-71,-72,-73,-74,-74,-73,-72,-71,-70,-68,-67,-66,-65,-64,-63,-62,-61,-60,-60,-59,-58,-57,-56,-56,-55,-54,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-43,-42,-41,-39,
Private Asset-based Reallocations,"2,297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,124,569,729,888,"1,048","1,223","1,401","1,533","1,669","1,824","2,037","2,269","2,569","2,878","3,128","3,312","3,529","3,809","4,090","4,501","4,950","5,252","5,323","5,315","5,100","4,674","4,249","3,884","3,454","2,994","2,649","2,318","1,991","1,698","1,586","1,540","1,637","1,814","2,136","2,452","2,848","3,162","3,459","3,688","3,871","3,915","3,962","3,977","3,978","3,963","3,925","3,847","3,791","3,692","3,526","3,351","3,164","2,856","2,453","2,062","1,698","1,320",989,734,486,234,7,-182,-326,-438,-548,-663,-781,-899,
Private Asset Income,"4,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,6,124,780,"1,436","1,992","2,460","2,858","3,150","3,408","3,655","3,923","4,171","4,320","4,498","4,670","4,786","4,931","5,213","5,478","5,743","6,016","6,246","6,402","6,519","6,684","6,853","6,999","7,142","7,339","7,471","7,541","7,643","7,754","7,843","7,915","8,033","8,118","8,160","8,165","8,145","8,185","8,262","8,319","8,336","8,359","8,265","8,103","7,953","7,846","7,742","7,688","7,570","7,449","7,302","7,134","6,918","6,764","6,587","6,395","6,203","6,011","5,819","5,627","5,436","5,254","5,057","4,835","4,579","4,279","3,917","3,507","3,051","2,570","2,090",
"Private Capital Income, business & non-profits","4,032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,7,525,971,"1,414","1,837","2,212","2,551","2,869","3,144","3,389","3,622","3,824","3,966","4,113","4,251","4,357","4,484","4,662","4,848","5,038","5,224","5,384","5,518","5,593","5,725","5,860","5,989","6,124","6,316","6,429","6,490","6,583","6,676","6,751","6,810","6,901","6,947","6,950","6,912","6,854","6,871","6,926","6,972","6,982","6,990","6,871","6,700","6,532","6,409","6,292","6,225","6,090","5,954","5,802","5,642","5,440","5,307","5,151","4,979","4,809","4,644","4,485","4,329","4,176","4,032","3,875","3,693","3,478","3,221","2,902","2,537","2,126","1,693","1,261",
"Private Capital Income, owner-occupied housing",654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,58,78,101,129,164,206,247,296,346,404,467,538,614,683,746,811,872,925,968,"1,010","1,053","1,093","1,122","1,138","1,143","1,143","1,137","1,135","1,133","1,128","1,116","1,106","1,103","1,107","1,119","1,135","1,151","1,162","1,163","1,153","1,139","1,127","1,119","1,110","1,106","1,097","1,087","1,072","1,054","1,041","1,029","1,006",989,972,958,945,931,912,886,858,828,798,768,739,710,681,650,620,587,555,521,
Private Property Income,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,219,196,174,151,128,104,77,43,8,-30,-67,-123,-173,-224,-280,-340,-367,-400,-444,-474,-506,-552,-578,-589,-610,-623,-611,-622,-584,-512,-422,-332,-211,-125,-31,63,166,252,359,446,522,582,655,694,716,742,758,772,790,818,839,866,885,893,892,887,872,845,829,815,803,791,777,750,718,694,688,700,633,525,362,115,-132,
Private Saving,"2,435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-245,-126,-370,-182,6,206,418,639,867,"1,069","1,253","1,423","1,555","1,559","1,546","1,456","1,247","1,093","1,171","1,252","1,424","1,750","2,068","2,292","2,538","2,809","3,107","3,357","3,597","3,842","4,032","4,085","4,130","4,168","4,201","4,249","4,353","4,471","4,553","4,612","4,638","4,732","4,855","4,977","5,068","5,170","5,161","5,104","5,084","5,099","5,116","5,176","5,175","5,133","5,063","4,970","4,852","4,804","4,749","4,719","4,710","4,709","4,734","4,775","4,824","4,925","5,009","5,047","5,060","5,029","4,915","4,791","4,656","4,516","4,377",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
