Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Public Transfers, Other cash","-1,510",23,6,-12,-20,-24,-40,-48,-65,-81,-106,-129,-158,-185,-224,-248,-276,-409,-464,-493,-629,-701,-756,-823,-885,-949,"-1,018","-1,125","-1,194","-1,327","-1,404","-1,500","-1,606","-1,686","-1,691","-1,804","-1,847","-1,830","-1,921","-1,959","-1,979","-2,045","-2,216","-2,325","-2,365","-2,484","-2,612","-2,677","-2,595","-2,773","-2,691","-2,676","-2,589","-2,705","-2,643","-2,659","-2,555","-2,465","-2,296","-2,279","-2,192","-2,190","-2,259","-2,452","-2,323","-2,309","-2,086","-1,995","-1,733","-1,743","-1,880","-1,803","-1,819","-1,850","-1,825","-1,771","-1,803","-1,887","-1,764","-1,705","-1,529","-1,467","-1,297","-1,447","-1,454","-1,520","-1,501","-1,407","-1,200","-1,213","-1,131","-1,050",
"Public Transfers, Other cash, Inflows",404,420,419,418,417,417,418,420,422,424,425,427,429,432,435,439,444,423,402,399,376,351,351,352,352,352,352,352,352,357,361,366,370,375,375,375,375,375,375,376,377,378,379,380,380,380,380,380,380,382,384,386,387,389,392,395,397,400,402,407,411,416,420,425,407,389,544,526,509,503,496,490,485,479,477,474,472,470,468,468,467,466,465,464,466,468,469,471,472,474,476,478,
"Public Transfers, Other cash, Outflows","1,914",397,413,429,436,441,458,468,487,505,532,556,587,617,659,687,720,832,866,892,"1,005","1,053","1,108","1,175","1,237","1,301","1,370","1,477","1,546","1,684","1,765","1,865","1,976","2,061","2,066","2,179","2,222","2,205","2,296","2,336","2,357","2,423","2,596","2,706","2,745","2,864","2,992","3,057","2,975","3,155","3,075","3,062","2,976","3,095","3,035","3,053","2,952","2,865","2,698","2,686","2,603","2,605","2,679","2,877","2,730","2,698","2,630","2,521","2,241","2,246","2,376","2,294","2,303","2,329","2,301","2,246","2,275","2,357","2,232","2,172","1,996","1,933","1,762","1,911","1,920","1,988","1,971","1,877","1,673","1,687","1,607","1,528",
Private Transfers,-22,"4,976","5,137","5,298","5,331","5,607","5,917","5,916","6,539","6,488","6,870","7,211","7,715","7,860","8,791","9,144","8,975","9,907","9,897","9,815","8,977","7,924","7,148","6,074","4,924","3,830","2,697","1,395",414,-417,-901,"-1,290","-1,577","-2,125","-2,863","-3,185","-3,641","-4,216","-4,965","-5,441","-6,197","-6,449","-6,791","-7,161","-7,407","-7,179","-7,089","-7,359","-7,346","-6,665","-6,204","-6,357","-5,499","-4,791","-4,444","-4,242","-3,340","-3,099","-1,823","-1,273",-366,273,"1,512","1,598","1,583","1,130",-11,-838,"-1,401","-1,745","-2,336","-1,963","-2,259","-2,354","-2,200","-1,848","-2,337","-2,200","-2,141","-2,480","-2,887","-2,121","-2,134","-2,207","-1,768",-682,-713,-269,-589,-747,"-1,751","-2,755",
"Private Transfers, Inflows","4,709","4,976","5,137","5,298","5,331","5,607","5,917","5,916","6,539","6,488","6,870","7,211","7,715","7,860","8,791","9,144","8,975","10,052","10,137","10,147","9,558","8,744","7,978","7,080","6,141","5,228","4,300","3,455","2,812","2,312","2,156","2,040","1,987","1,955","1,837","1,806","1,715","1,603","1,451","1,400","1,279","1,260","1,249","1,231","1,200","1,233","1,303","1,278","1,288","1,370","1,478","1,452","1,600","1,710","1,832","2,002","2,464","2,688","3,411","4,054","4,863","5,601","6,701","7,171","7,562","7,717","7,580","7,667","7,920","8,095","8,362","8,858","8,802","8,314","8,513","8,168","7,552","7,064","7,043","6,369","5,871","6,005","5,617","5,212","5,033","5,254","4,819","4,907","4,595","4,528","4,040","3,552",
"Private Transfers, Outflows","4,730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,240,332,581,820,830,"1,005","1,217","1,398","1,603","2,060","2,398","2,728","3,058","3,330","3,564","4,080","4,700","4,990","5,357","5,819","6,417","6,841","7,476","7,709","8,040","8,392","8,606","8,411","8,393","8,636","8,634","8,034","7,682","7,810","7,099","6,501","6,276","6,244","5,805","5,787","5,234","5,327","5,229","5,329","5,189","5,573","5,979","6,587","7,591","8,506","9,321","9,840","10,698","10,821","11,060","10,668","10,712","10,016","9,889","9,264","9,184","8,849","8,758","8,126","7,751","7,419","6,801","5,935","5,532","5,175","5,184","5,275","5,791","6,307",
Interhousehold Transfers,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,12,18,25,36,27,17,15,14,3,12,35,50,62,76,85,84,78,71,69,61,41,20,-10,-46,-71,-120,-165,-195,-221,-245,-248,-252,-250,-249,-244,-211,-155,-100,-36,11,47,67,79,74,75,74,62,49,48,53,50,51,51,49,44,47,49,32,13,-10,-51,-85,-133,-174,-171,-209,-278,-259,-507,-760,"-1,012",
"Interhousehold Transfers, Inflows",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,8,12,17,25,33,40,49,58,63,66,67,68,67,63,60,61,57,56,59,62,64,68,74,78,83,85,87,86,84,89,94,90,88,88,82,76,76,74,73,66,63,66,75,76,82,87,86,79,75,72,61,54,45,39,36,38,40,42,43,44,44,47,53,58,62,68,71,70,54,41,29,
"Interhousehold Transfers, Outflows",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-6,-8,-11,6,23,34,43,60,53,32,18,5,-13,-25,-24,-21,-16,-10,1,22,48,84,124,153,205,252,281,306,335,343,342,338,337,326,286,231,175,109,55,15,-1,-4,2,6,13,24,30,27,19,11,3,-5,-10,-9,-9,-9,10,30,55,96,132,185,233,233,277,350,329,561,801,"1,041",
Intrahousehold Transfers,0,"4,976","5,137","5,298","5,331","5,607","5,917","5,916","6,539","6,488","6,870","7,211","7,715","7,860","8,791","9,144","8,975","9,907","9,895","9,810","8,968","7,912","7,130","6,049","4,888","3,803","2,680","1,380",400,-420,-914,"-1,325","-1,627","-2,187","-2,938","-3,270","-3,726","-4,294","-5,037","-5,510","-6,258","-6,491","-6,811","-7,151","-7,361","-7,108","-6,969","-7,193","-7,151","-6,443","-5,959","-6,109","-5,247","-4,541","-4,195","-3,998","-3,130","-2,944","-1,723","-1,237",-377,225,"1,445","1,519","1,509","1,055",-85,-900,"-1,451","-1,793","-2,389","-2,012","-2,310","-2,405","-2,249","-1,892","-2,384","-2,249","-2,173","-2,493","-2,877","-2,070","-2,049","-2,075","-1,594",-511,-505,9,-330,-240,-991,"-1,743",
"Intrahousehold Transfers, Inflows","4,660","4,976","5,137","5,298","5,331","5,607","5,917","5,916","6,539","6,488","6,870","7,211","7,715","7,860","8,791","9,144","8,975","10,052","10,136","10,144","9,552","8,736","7,966","7,063","6,116","5,195","4,260","3,406","2,754","2,248","2,091","1,973","1,919","1,888","1,774","1,746","1,655","1,547","1,396","1,340","1,217","1,196","1,181","1,157","1,122","1,150","1,218","1,191","1,203","1,285","1,389","1,358","1,509","1,622","1,744","1,920","2,389","2,612","3,337","3,982","4,797","5,539","6,635","7,096","7,486","7,635","7,492","7,581","7,840","8,020","8,290","8,797","8,748","8,268","8,474","8,133","7,514","7,024","7,001","6,326","5,826","5,960","5,570","5,159","4,974","5,191","4,751","4,835","4,525","4,474","3,998","3,523",
"Intrahousehold Transfers, Outflows","4,660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,241,334,584,824,836,"1,013","1,228","1,392","1,580","2,026","2,355","2,668","3,005","3,298","3,546","4,075","4,712","5,015","5,380","5,841","6,432","6,851","7,474","7,687","7,992","8,308","8,482","8,258","8,187","8,384","8,354","7,729","7,348","7,467","6,756","6,163","5,939","5,918","5,518","5,556","5,060","5,218","5,174","5,313","5,190","5,577","5,977","6,580","7,577","8,481","9,291","9,813","10,679","10,809","11,058","10,673","10,723","10,024","9,898","9,273","9,174","8,819","8,703","8,030","7,619","7,234","6,568","5,702","5,256","4,826","4,855","4,713","4,990","5,266",
"Intrahousehold Transfers, Consumption",0,"4,976","5,137","5,298","5,331","5,607","5,917","5,916","6,539","6,488","6,870","7,211","7,715","7,860","8,791","9,144","8,975","9,907","9,895","9,810","8,968","7,912","7,129","6,046","4,882","3,786","2,649","1,357",399,-413,-871,"-1,277","-1,570","-2,134","-2,899","-3,259","-3,729","-4,303","-5,021","-5,474","-6,208","-6,444","-6,754","-7,108","-7,339","-7,100","-6,959","-7,208","-7,172","-6,461","-6,003","-6,148","-5,299","-4,605","-4,266","-4,055","-3,183","-2,979","-1,759","-1,259",-384,221,"1,443","1,520","1,509","1,045",-98,-913,"-1,462","-1,805","-2,391","-2,012","-2,310","-2,405","-2,249","-1,892","-2,384","-2,249","-2,173","-2,493","-2,877","-2,070","-2,049","-2,075","-1,594",-511,-505,9,-330,-240,-991,"-1,743",
"Intrahousehold Transfers, Consumption, Inflows","4,574","4,976","5,137","5,298","5,331","5,607","5,917","5,916","6,539","6,488","6,870","7,211","7,715","7,860","8,791","9,144","8,975","10,052","10,136","10,144","9,552","8,736","7,965","7,059","6,110","5,178","4,229","3,358","2,668","2,117","1,906","1,750","1,654","1,615","1,500","1,490","1,405","1,314","1,171","1,121","1,004",971,953,933,910,947,"1,041","1,036","1,053","1,135","1,224","1,200","1,347","1,479","1,613","1,813","2,303","2,551","3,284","3,947","4,784","5,531","6,630","7,094","7,485","7,625","7,479","7,568","7,828","8,007","8,288","8,797","8,748","8,268","8,473","8,132","7,514","7,024","7,001","6,326","5,826","5,960","5,570","5,159","4,974","5,191","4,751","4,835","4,525","4,474","3,998","3,523",
"Intrahousehold Transfers, Consumption, Outflows","4,574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,241,334,584,824,836,"1,013","1,228","1,392","1,580","2,002","2,269","2,530","2,777","3,027","3,224","3,749","4,399","4,749","5,134","5,617","6,193","6,595","7,212","7,415","7,706","8,041","8,249","8,047","7,999","8,244","8,225","7,595","7,227","7,347","6,647","6,084","5,879","5,868","5,486","5,530","5,043","5,206","5,168","5,311","5,187","5,574","5,976","6,580","7,577","8,481","9,290","9,813","10,679","10,809","11,058","10,673","10,723","10,024","9,898","9,273","9,174","8,819","8,703","8,030","7,619","7,234","6,568","5,702","5,256","4,826","4,855","4,713","4,990","5,266",
"Intrahousehold Transfers, Education",0,0,0,0,0,399,406,413,405,407,482,444,526,611,586,543,632,665,683,802,802,764,656,494,357,269,119,-36,-58,-65,-71,-74,-84,-103,-130,-156,-188,-221,-272,-308,-356,-384,-417,-453,-484,-475,-473,-493,-490,-450,-424,-426,-368,-315,-290,-276,-233,-225,-187,-171,-152,-141,-118,-112,-107,-101,-100,-99,-96,-80,-81,-79,-78,-66,-80,-70,-69,-67,-68,-59,-56,-43,-32,-43,-38,-42,-40,-40,-25,-26,-21,-16,
"Intrahousehold Transfers, Education, Inflows",147,0,0,0,0,399,406,413,405,407,482,444,526,611,586,543,632,665,691,818,826,796,689,533,403,315,167,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,23,32,33,39,46,47,48,55,58,65,71,74,84,103,130,156,188,221,272,308,356,384,417,453,484,475,473,493,490,450,424,426,368,315,290,276,233,225,187,171,152,141,118,112,107,101,100,99,96,80,81,79,78,66,80,70,69,67,68,59,56,43,32,43,38,42,40,40,25,26,21,16,
"Intrahousehold Transfers, Health",0,178,175,172,168,162,156,148,141,134,128,122,115,108,99,89,78,69,58,52,46,40,43,44,44,39,32,16,-3,-22,-34,-45,-52,-63,-79,-81,-85,-91,-99,-101,-109,-105,-103,-101,-94,-86,-77,-77,-76,-65,-54,-60,-49,-40,-34,-30,-6,3,38,48,64,72,102,99,100,85,44,12,-10,-41,-61,-28,-17,-18,23,36,-2,-18,-37,-91,-135,-132,-149,-147,-124,-66,-57,-36,-53,-59,-102,-144,
"Intrahousehold Transfers, Health, Inflows",118,178,175,172,168,162,156,148,141,134,128,122,115,108,99,89,78,69,63,60,57,56,57,62,66,66,64,59,50,39,34,31,29,30,29,31,31,30,27,25,22,21,21,20,20,22,28,28,29,32,36,33,38,44,50,60,87,101,135,160,185,204,242,255,274,287,285,289,300,306,331,380,415,425,479,481,456,420,399,330,281,252,216,185,172,177,161,160,145,128,94,60,
"Intrahousehold Transfers, Health, Outflows",118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,15,14,17,22,27,32,44,53,61,68,76,81,93,108,112,116,122,126,126,131,126,124,120,114,108,105,105,105,97,89,93,88,83,84,90,93,98,97,111,121,132,139,156,175,202,241,277,310,347,391,408,432,443,456,445,458,437,435,421,416,384,365,332,295,244,218,196,198,187,195,204,
"Intrahousehold Transfers, Consumption other than health and education",0,"4,798","4,962","5,126","5,163","5,045","5,355","5,355","5,993","5,946","6,261","6,645","7,074","7,141","8,107","8,512","8,265","9,172","9,154","8,956","8,120","7,108","6,430","5,507","4,481","3,478","2,498","1,378",460,-326,-767,"-1,157","-1,434","-1,968","-2,690","-3,022","-3,456","-3,991","-4,650","-5,065","-5,744","-5,954","-6,234","-6,554","-6,761","-6,539","-6,409","-6,638","-6,606","-5,946","-5,525","-5,662","-4,882","-4,250","-3,942","-3,749","-2,943","-2,756","-1,610","-1,136",-296,290,"1,458","1,533","1,517","1,061",-42,-825,"-1,356","-1,685","-2,249","-1,905","-2,214","-2,322","-2,192","-1,858","-2,314","-2,164","-2,069","-2,343","-2,685","-1,894","-1,867","-1,885","-1,433",-403,-408,86,-251,-155,-869,"-1,583",
"Intrahousehold Transfers, Consumption other than health and education, Inflows","4,310","4,798","4,962","5,126","5,163","5,045","5,355","5,355","5,993","5,946","6,261","6,645","7,074","7,141","8,107","8,512","8,265","9,317","9,381","9,266","8,670","7,884","7,218","6,464","5,642","4,796","3,997","3,280","2,618","2,078","1,871","1,719","1,625","1,585","1,471","1,459","1,374","1,284","1,145","1,096",982,950,932,913,891,925,"1,012","1,007","1,024","1,102","1,188","1,167","1,309","1,435","1,563","1,753","2,216","2,450","3,149","3,788","4,599","5,327","6,388","6,839","7,211","7,338","7,194","7,280","7,528","7,701","7,957","8,417","8,333","7,843","7,994","7,651","7,058","6,604","6,602","5,996","5,546","5,709","5,354","4,974","4,803","5,014","4,590","4,675","4,380","4,346","3,905","3,463",
"Intrahousehold Transfers, Consumption other than health and education, Outflows","4,310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,228,310,550,776,788,957,"1,161","1,319","1,500","1,903","2,158","2,404","2,638","2,876","3,058","3,554","4,161","4,481","4,830","5,275","5,795","6,161","6,726","6,904","7,166","7,468","7,652","7,463","7,421","7,646","7,629","7,048","6,713","6,829","6,191","5,685","5,504","5,501","5,160","5,207","4,759","4,924","4,895","5,037","4,930","5,306","5,694","6,277","7,236","8,105","8,884","9,386","10,207","10,322","10,547","10,164","10,186","9,509","9,372","8,768","8,671","8,339","8,230","7,603","7,221","6,859","6,235","5,416","4,997","4,589","4,632","4,501","4,773","5,046",
"Intrahousehold Transfers, Saving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,17,31,23,1,-7,-42,-48,-57,-53,-39,-10,3,9,-15,-36,-49,-47,-58,-43,-21,-9,-10,15,21,17,44,38,52,64,71,56,53,34,36,22,6,5,2,-1,0,10,13,13,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Saving, Inflows",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,17,31,48,86,131,185,223,266,273,274,256,249,232,224,219,213,225,228,224,211,203,178,155,150,151,165,158,162,143,131,107,86,61,53,34,13,7,5,2,1,10,13,13,12,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Saving, Outflows",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,86,138,227,271,323,326,313,266,247,224,240,255,262,272,286,267,233,211,188,140,129,133,120,120,110,79,60,51,33,26,17,12,6,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Asset-based Reallocations,"1,871",-96,-100,-104,-106,-107,-112,-114,-119,-123,-129,-135,-143,-150,-161,-168,-178,-584,-368,-471,-39,234,-314,320,-289,-525,36,-285,-690,-238,-525,-726,"-1,073",-782,-611,-39,393,"1,087","1,578","1,322","1,060","1,136","1,181","1,614","1,798","2,484","2,873","3,167","3,031","3,120","2,844","2,979","3,016","3,071","3,306","3,270","2,962","2,875","2,797","2,776","2,546","2,671","2,659","3,124","2,882","2,836","4,215","5,091","5,129","6,319","8,444","7,645","8,066","8,464","8,813","7,954","8,331","8,221","7,623","7,223","6,955","6,018","6,055","6,333","5,948","5,421","5,700","4,579","4,497","4,819","5,387","5,951",
Public Asset-based Reallocations,-737,-96,-100,-104,-106,-107,-111,-114,-118,-123,-129,-135,-143,-150,-160,-167,-178,-217,-240,-263,-320,-366,-412,-462,-518,-574,-627,-695,-752,-809,-852,-904,-957,-993,"-1,011","-1,046","-1,054","-1,047","-1,083","-1,115","-1,135","-1,159","-1,212","-1,245","-1,257","-1,275","-1,304","-1,327","-1,305","-1,331","-1,300","-1,292","-1,237","-1,248","-1,211","-1,208","-1,155","-1,123","-1,037","-1,011",-947,-917,-885,-917,-851,-834,-777,-720,-616,-584,-586,-564,-564,-569,-561,-547,-554,-575,-544,-530,-487,-472,-429,-466,-468,-484,-479,-457,-407,-410,-391,-371,
Public Asset Income,-439,-58,-60,-62,-63,-64,-66,-68,-71,-73,-77,-81,-85,-89,-96,-100,-106,-129,-143,-157,-191,-218,-246,-275,-309,-342,-374,-415,-449,-483,-508,-539,-571,-592,-603,-624,-628,-624,-646,-665,-677,-691,-722,-742,-750,-760,-777,-792,-778,-794,-775,-771,-738,-744,-722,-720,-689,-670,-618,-603,-565,-547,-528,-547,-508,-497,-463,-429,-367,-348,-350,-336,-336,-340,-334,-326,-330,-343,-324,-316,-290,-282,-256,-278,-279,-289,-286,-272,-243,-245,-233,-221,
Public Saving,297,39,41,42,43,43,45,46,48,50,52,55,58,61,65,68,72,88,97,106,129,148,166,186,209,232,253,281,304,327,344,365,386,401,408,422,425,423,437,450,458,468,489,503,508,515,526,536,527,537,525,522,499,504,489,488,466,454,418,408,382,370,357,370,344,337,314,291,249,236,237,228,228,230,226,221,224,232,220,214,197,191,173,188,189,195,194,184,164,166,158,150,
Private Asset-based Reallocations,"2,608",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-367,-129,-208,281,599,98,782,229,49,663,411,62,571,327,178,-116,211,400,"1,008","1,447","2,134","2,661","2,438","2,195","2,294","2,393","2,859","3,055","3,758","4,176","4,494","4,336","4,452","4,144","4,271","4,254","4,319","4,517","4,478","4,117","3,998","3,833","3,786","3,493","3,588","3,544","4,041","3,733","3,670","4,992","5,811","5,745","6,903","9,030","8,209","8,630","9,034","9,374","8,501","8,885","8,796","8,167","7,753","7,442","6,490","6,484","6,799","6,415","5,905","6,180","5,036","4,904","5,229","5,777","6,322",
Private Asset Income,"4,083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,76,118,283,404,600,651,913,"1,173","1,427","1,540","1,661","1,699","1,740","2,013","2,406","2,949","3,389","3,385","3,387","3,325","3,572","3,517","3,800","3,939","4,218","4,655","5,044","5,143","5,940","5,936","5,803","6,068","6,354","6,101","6,259","6,676","6,945","8,016","7,878","8,245","8,588","9,123","8,212","8,423","8,416","8,979","8,753","8,948","9,902","9,927","9,296","9,693","10,391","8,878","8,707","8,792","7,866","7,320","7,790","8,755","7,388","6,870","6,321","5,683","4,990","6,095","7,031","7,130","9,277","8,964","8,263","8,213","7,969","7,725",
"Private Capital Income, business & non-profits","2,822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,68,106,257,373,532,569,785,"1,009","1,209","1,291","1,360","1,364","1,327","1,496","1,786","2,222","2,547","2,468","2,393","2,250","2,381","2,212","2,401","2,490","2,697","3,034","3,274","3,350","4,007","3,973","3,789","4,092","4,220","3,936","4,068","4,412","4,572","5,563","5,436","5,703","6,054","6,553","5,787","6,059","6,132","6,624","6,493","6,626","7,433","7,373","6,789","7,155","7,727","6,400","6,278","6,107","5,222","4,692","5,093","6,017","5,036","4,559","4,155","3,498","2,698","3,573","4,117","3,869","5,580","4,852","4,219","4,005","3,713","3,421",
"Private Capital Income, owner-occupied housing","1,050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,20,22,36,45,71,87,115,156,212,252,361,456,533,611,704,771,863,956,"1,056","1,192","1,268","1,310","1,372","1,431","1,551","1,616","1,673","1,732","1,812","1,776","1,867","1,955","1,932","1,945","1,994","1,996","1,992","2,069","2,020","1,964","1,868","1,813","1,725","1,820","1,834","1,872","1,867","1,938","1,866","1,783","1,828","1,811","1,790","2,061","2,123","2,193","2,227","2,250","1,993","2,040","1,958","2,027","2,146","2,339","2,674","3,051","3,225","3,701","3,642","3,810","3,908","4,006",
Private Property Income,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-4,-4,7,8,32,37,56,76,104,93,89,83,52,61,88,116,138,147,131,120,135,113,131,139,149,190,219,176,260,231,202,200,267,210,260,320,380,457,450,473,513,606,557,551,559,535,426,451,601,616,641,756,836,666,639,625,520,435,470,488,359,272,208,158,146,183,240,210,473,411,402,398,348,297,
Private Saving,"1,475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,205,326,2,-196,502,-131,684,"1,124",764,"1,129","1,599","1,127","1,412","1,834","2,522","2,738","2,989","2,378","1,940","1,191",911,"1,079","1,605","1,645","1,825","1,797","1,989","1,384","1,764","1,442","1,467","1,616","2,210","1,830","2,006","2,358","2,428","3,539","3,761","4,247","4,755","5,336","4,719","4,835","4,873","4,938","5,020","5,279","4,910","4,116","3,551","2,791","1,361",669,77,-242,"-1,508","-1,180","-1,095",-40,-779,-883,"-1,121",-807,"-1,494",-704,616,"1,225","3,098","3,928","3,359","2,984","2,192","1,403",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
