Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Interhousehold Transfers, Outflows","1,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,172,257,343,429,515,601,601,599,601,613,633,655,677,699,720,740,757,771,789,818,857,904,953,"1,004","1,053","1,100","1,139","1,176","1,235","1,335","1,476","1,644","1,823","2,004","2,183","2,351","2,492","2,591","2,649","2,682","2,717","2,758","2,802","2,846","2,890","2,931","2,966","2,988","2,988","2,969","2,937","2,899","2,859","2,818","2,778","2,740","2,708","2,685","2,665","2,645","2,617","2,585","2,551","2,516","2,482","2,449","2,422","2,404","2,395","2,393","2,393","2,393","2,393","2,393",
Intrahousehold Transfers,0,"5,934","6,277","6,784","7,214","7,399","7,539","7,696","7,886","8,155","8,377","8,609","8,845","9,189","9,600","10,143","10,803","10,903","10,375","9,027","6,836","4,319","2,459","1,262",727,220,-188,-578,"-1,059","-1,533","-2,062","-2,601","-3,404","-4,120","-4,764","-5,550","-6,281","-6,802","-7,342","-7,914","-8,186","-8,139","-8,218","-8,176","-8,420","-7,950","-7,491","-7,163","-6,526","-5,863","-5,235","-4,596","-3,843","-3,064","-2,548","-1,935","-1,473","-1,047",-822,-623,-481,-337,-303,-148,-61,47,24,-27,-62,-53,8,12,41,66,106,47,26,-21,-45,-86,-108,-87,-35,-52,-56,-45,-23,-38,-14,12,27,56,
"Intrahousehold Transfers, Inflows","3,268","5,934","6,277","6,784","7,214","7,399","7,539","7,696","7,886","8,155","8,377","8,609","8,845","9,189","9,600","10,143","10,803","10,910","10,402","9,079","6,914","4,554","2,847","1,799","1,333","1,031",880,889,935,996,"1,062","1,163","1,279","1,329","1,362","1,410","1,419","1,464","1,461","1,468","1,470","1,395","1,402","1,356","1,390","1,394","1,380","1,467","1,475","1,550","1,618","1,668","1,733","1,723","1,802","1,802","1,861","1,799","1,770","1,766","1,773","1,807","1,763","1,759","1,786","1,816","1,800","1,843","1,895","1,844","1,891","1,894","1,944","1,893","1,897","1,938","1,956","2,013","2,002","2,007","2,026","1,912","1,806","1,742","1,701","1,663","1,471","1,342","1,201","1,197",973,465,
"Intrahousehold Transfers, Outflows","3,268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,52,78,235,387,537,606,811,"1,068","1,466","1,993","2,529","3,124","3,763","4,683","5,448","6,126","6,961","7,700","8,266","8,803","9,382","9,657","9,533","9,620","9,532","9,810","9,344","8,871","8,629","8,001","7,413","6,853","6,264","5,576","4,787","4,350","3,736","3,334","2,846","2,593","2,389","2,254","2,144","2,066","1,908","1,847","1,769","1,776","1,870","1,957","1,897","1,883","1,882","1,902","1,826","1,791","1,890","1,930","2,034","2,047","2,093","2,133","1,999","1,842","1,794","1,757","1,708","1,494","1,380","1,215","1,186",945,409,
"Intrahousehold Transfers, Consumption",0,"5,934","6,277","6,784","7,214","7,399","7,539","7,696","7,886","8,155","8,377","8,609","8,845","9,189","9,600","10,143","10,803","10,902","10,374","9,026","6,830","4,292","2,405","1,171",626,102,-254,-557,"-1,000","-1,428","-1,931","-2,482","-3,261","-3,961","-4,636","-5,389","-6,128","-6,652","-7,201","-7,750","-8,097","-7,983","-8,133","-8,102","-8,301","-7,846","-7,359","-6,970","-6,379","-5,682","-5,084","-4,483","-3,819","-3,076","-2,663","-2,106","-1,715","-1,322","-1,123",-943,-783,-608,-601,-404,-336,-91,-137,-19,66,0,28,58,98,26,145,33,127,71,56,51,31,41,-121,-95,-52,-221,-197,-149,-119,-149,-236,-8,
"Intrahousehold Transfers, Consumption, Inflows","2,802","5,934","6,277","6,784","7,214","7,399","7,539","7,696","7,886","8,155","8,377","8,609","8,845","9,189","9,600","10,143","10,803","10,909","10,401","9,077","6,909","4,527","2,792","1,708","1,232",913,762,762,768,802,838,872,928,932,925,919,889,872,844,837,809,800,792,779,801,803,796,838,820,863,884,904,923,937,971,984,"1,025","1,003",999,"1,001","1,001","1,026",970,998,989,"1,080","1,025","1,092","1,128","1,053","1,060","1,067","1,105","1,027","1,063","1,035","1,080","1,070","1,037","1,031","1,018",960,807,786,777,669,579,548,492,475,334,222,
"Intrahousehold Transfers, Consumption, Outflows","2,801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,52,78,235,387,537,606,811,"1,016","1,319","1,767","2,230","2,769","3,354","4,190","4,893","5,561","6,308","7,017","7,524","8,045","8,587","8,906","8,783","8,925","8,882","9,101","8,650","8,155","7,807","7,199","6,545","5,968","5,387","4,741","4,013","3,633","3,090","2,740","2,325","2,122","1,944","1,784","1,634","1,571","1,402","1,325","1,171","1,162","1,111","1,061","1,053","1,032","1,009","1,007","1,001",918,"1,003",953,999,982,980,986,919,927,882,829,890,777,697,611,624,570,231,
"Intrahousehold Transfers, Education",0,0,364,849,"1,185","1,202","1,117","1,000",871,785,611,418,201,83,3,2,3,0,-1,-1,0,-5,-9,-19,-24,-37,-60,-82,-115,-157,-204,-255,-320,-369,-413,-453,-475,-472,-466,-443,-413,-358,-324,-272,-249,-198,-161,-129,-102,-81,-59,-45,-33,-23,-17,-12,-9,-6,-4,-4,-3,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Inflows",95,0,364,849,"1,185","1,202","1,117","1,000",871,785,611,418,201,83,3,2,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,9,19,24,37,60,82,115,157,204,255,320,369,413,453,475,472,466,443,413,358,324,272,249,198,161,129,102,81,59,45,33,23,17,12,9,6,4,4,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Health",0,22,29,34,38,43,49,58,68,79,91,103,116,129,142,156,172,175,165,139,100,59,30,12,4,-1,-5,-6,-9,-11,-15,-19,-25,-32,-39,-48,-58,-66,-76,-86,-94,-97,-102,-105,-109,-106,-101,-96,-88,-79,-71,-62,-52,-42,-35,-27,-21,-16,-13,-10,-8,-6,-5,-4,-3,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Health, Inflows",25,22,29,34,38,43,49,58,68,79,91,103,116,129,142,156,172,175,165,139,100,60,32,15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Health, Outflows",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,5,6,9,11,15,19,25,32,39,48,58,66,76,86,94,97,102,105,109,106,101,96,88,79,71,62,52,42,35,27,21,16,13,10,8,6,5,4,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Consumption other than health and education",0,"5,912","5,884","5,901","5,991","6,154","6,373","6,639","6,946","7,291","7,674","8,088","8,529","8,978","9,454","9,985","10,628","10,727","10,210","8,888","6,731","4,237","2,383","1,178",645,141,-189,-469,-876,"-1,260","-1,712","-2,208","-2,917","-3,561","-4,184","-4,889","-5,595","-6,114","-6,659","-7,221","-7,591","-7,528","-7,708","-7,725","-7,943","-7,542","-7,097","-6,744","-6,189","-5,522","-4,954","-4,376","-3,734","-3,012","-2,611","-2,067","-1,685","-1,299","-1,105",-929,-772,-600,-594,-399,-332,-88,-135,-17,68,1,29,59,99,27,145,33,127,71,56,51,31,41,-121,-95,-52,-221,-197,-149,-119,-149,-236,-8,
"Intrahousehold Transfers, Consumption other than health and education, Inflows","2,681","5,912","5,884","5,901","5,991","6,154","6,373","6,639","6,946","7,291","7,674","8,088","8,529","8,978","9,454","9,985","10,628","10,734","10,237","8,938","6,808","4,466","2,759","1,693","1,224",911,762,762,768,802,838,872,928,932,925,919,889,872,844,837,809,800,792,779,801,803,796,838,820,863,884,904,923,937,971,984,"1,025","1,003",999,"1,001","1,001","1,026",970,998,989,"1,080","1,025","1,092","1,128","1,053","1,060","1,067","1,105","1,027","1,063","1,035","1,080","1,070","1,037","1,031","1,018",960,807,786,777,669,579,548,492,475,334,222,
"Intrahousehold Transfers, Consumption other than health and education, Outflows","2,681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,50,77,228,376,516,579,770,952,"1,231","1,644","2,062","2,550","3,080","3,845","4,493","5,109","5,808","6,484","6,987","7,503","8,058","8,400","8,328","8,500","8,504","8,743","8,345","7,893","7,582","7,009","6,385","5,838","5,280","4,656","3,949","3,581","3,052","2,710","2,302","2,104","1,930","1,773","1,626","1,564","1,397","1,321","1,168","1,160","1,109","1,060","1,052","1,031","1,008","1,006","1,000",918,"1,002",953,999,981,980,986,919,927,882,829,890,777,697,611,624,570,231,
"Intrahousehold Transfers, Saving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,28,55,91,102,118,65,-21,-59,-105,-131,-119,-142,-158,-128,-161,-153,-150,-141,-164,-89,-156,-85,-74,-119,-104,-132,-193,-147,-182,-151,-114,-24,12,115,171,242,275,300,320,302,271,298,256,275,137,161,-8,-128,-53,-20,-46,-57,40,-39,15,-100,-92,-101,-137,-139,-128,85,44,-4,176,174,111,105,161,264,64,
"Intrahousehold Transfers, Saving, Inflows",467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,28,55,91,102,118,117,127,167,194,224,290,351,397,437,491,530,591,617,631,661,594,610,577,589,590,584,629,655,687,734,764,811,786,831,817,835,796,771,765,772,781,793,762,796,736,776,751,767,791,831,827,839,865,834,902,877,944,964,976,"1,008",952,"1,000",956,924,994,892,794,709,723,639,243,
"Intrahousehold Transfers, Saving, Outflows",467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,148,226,298,355,409,493,555,565,652,683,741,758,794,750,750,694,650,708,694,716,822,802,869,885,877,835,774,717,646,593,521,471,445,471,510,494,506,522,598,614,758,896,844,851,873,895,825,873,888,977,"1,035","1,065","1,112","1,147","1,080",915,912,929,818,717,683,604,562,375,179,
Asset-based Reallocations,"1,145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,206,616,"1,641","2,856","3,346","3,281","3,190","3,128","2,877","2,508","2,228","1,977","1,811","1,653","1,687","1,576","1,405","1,414","1,376","1,170","1,102","1,214","1,249","1,206","1,383","1,447","1,846","1,635","1,559","1,732","1,704","1,693","1,709","1,753","1,793","1,820","2,041","2,083","2,106","2,044","2,134","2,108","1,947","1,743","1,699","1,557","1,434","1,258","1,155",915,664,634,588,537,561,584,496,444,317,138,-63,-240,-433,-464,-527,-617,-766,-887,-982,-992,-942,-779,-569,356,
Public Asset-based Reallocations,16,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,6,7,9,10,11,13,14,15,16,17,18,19,20,20,21,21,21,21,22,22,22,22,22,22,22,23,23,23,23,23,24,24,24,24,24,24,25,25,25,25,25,25,25,24,23,22,21,20,19,18,17,17,16,15,15,14,14,14,14,13,13,13,13,13,12,12,13,13,12,12,12,12,11,11,
Public Asset Income,-87,-14,-15,-16,-17,-17,-18,-18,-19,-19,-20,-20,-21,-22,-23,-24,-26,-28,-32,-39,-46,-54,-62,-69,-75,-81,-87,-93,-98,-103,-107,-110,-112,-113,-114,-115,-116,-117,-118,-118,-119,-120,-121,-123,-124,-125,-126,-127,-127,-128,-129,-130,-131,-132,-133,-134,-134,-135,-135,-135,-134,-131,-127,-122,-115,-109,-103,-99,-94,-90,-86,-83,-80,-78,-76,-75,-74,-72,-71,-70,-69,-68,-68,-68,-68,-68,-67,-67,-65,-64,-62,-59,
Public Saving,-103,-17,-17,-19,-20,-21,-21,-21,-22,-23,-23,-24,-25,-26,-27,-28,-30,-33,-38,-46,-55,-64,-73,-82,-89,-96,-103,-110,-116,-122,-127,-130,-133,-134,-136,-137,-138,-139,-139,-140,-141,-142,-144,-145,-147,-148,-149,-150,-151,-152,-153,-154,-155,-156,-157,-158,-159,-160,-160,-160,-158,-155,-151,-144,-137,-129,-123,-117,-112,-107,-102,-98,-95,-92,-90,-89,-87,-85,-84,-82,-81,-81,-80,-80,-80,-80,-80,-79,-77,-76,-74,-70,
Private Asset-based Reallocations,"1,129",-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-4,-5,89,200,608,"1,632","2,846","3,335","3,268","3,176","3,113","2,861","2,491","2,210","1,958","1,792","1,633","1,667","1,555","1,384","1,393","1,355","1,148","1,080","1,193","1,227","1,184","1,360","1,425","1,823","1,612","1,536","1,709","1,681","1,669","1,685","1,729","1,769","1,796","2,017","2,058","2,081","2,019","2,109","2,083","1,923","1,719","1,675","1,534","1,413","1,238","1,136",897,647,617,572,522,546,570,481,430,303,125,-76,-253,-446,-476,-539,-630,-778,-899,-995,"-1,004",-954,-791,-580,345,
Private Asset Income,"4,309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,160,265,370,473,569,661,759,866,985,"1,111","1,244","1,383","1,532","1,698","1,887","2,098","2,322","2,551","2,793","3,048","3,313","3,584","3,867","4,164","4,473","4,777","5,058","5,309","5,535","5,740","5,933","6,132","6,338","6,552","6,797","7,095","7,457","7,889","8,365","8,828","9,230","9,546","9,795","9,959","10,022","9,976","9,823","9,584","9,298","9,012","8,759","8,562","8,409","8,311","8,253","8,216","8,200","8,172","8,125","8,065","8,008","7,963","7,916","7,877","7,852","7,836","7,831","7,846","7,822","7,722","7,536","7,272","7,006","6,457",
"Private Capital Income, business & non-profits","3,195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,106,197,295,396,497,602,717,845,986,"1,134","1,287","1,445","1,606","1,775","1,955","2,142","2,329","2,510","2,692","2,879","3,066","3,254","3,444","3,641","3,842","4,035","4,209","4,361","4,494","4,611","4,717","4,824","4,936","5,054","5,193","5,367","5,581","5,840","6,126","6,403","6,637","6,808","6,929","6,987","6,972","6,883","6,724","6,507","6,259","6,013","5,791","5,612","5,470","5,373","5,309","5,265","5,241","5,213","5,177","5,136","5,101","5,078","5,054","5,037","5,031","5,031","5,039","5,062","5,058","5,003","4,890","4,724","4,557","4,229",
"Private Capital Income, owner-occupied housing",731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,29,43,58,77,100,129,163,204,251,306,369,438,511,588,665,740,814,885,950,"1,009","1,063","1,110","1,151","1,185","1,215","1,240","1,262","1,280","1,297","1,314","1,330","1,347","1,365","1,384","1,407","1,431","1,454","1,474","1,489","1,496","1,495","1,487","1,470","1,444","1,410","1,369","1,324","1,277","1,233","1,191","1,151","1,112","1,073","1,035",998,962,926,890,853,820,790,759,728,694,658,622,586,548,508,467,425,314,
Private Property Income,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,51,45,34,13,-18,-58,-107,-164,-226,-295,-368,-443,-515,-579,-631,-671,-699,-714,-715,-703,-679,-640,-587,-519,-443,-366,-292,-220,-151,-81,-6,72,151,240,344,469,619,784,950,"1,104","1,242","1,371","1,486","1,580","1,649","1,690","1,708","1,715","1,722","1,735","1,759","1,788","1,827","1,871","1,916","1,961","1,997","2,023","2,040","2,053","2,065","2,072","2,080","2,093","2,111","2,133","2,162","2,178","2,171","2,138","2,081","2,024","1,914",
Private Saving,"3,180",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,-11,-41,-343,"-1,262","-2,373","-2,766","-2,607","-2,417","-2,247","-1,876","-1,379",-966,-575,-260,65,220,543,938,"1,158","1,438","1,900","2,233","2,392","2,640","2,980","3,112","3,352","3,235","3,697","4,000","4,031","4,253","4,463","4,653","4,823","5,028","5,299","5,440","5,831","6,284","6,809","7,120","7,462","7,872","8,240","8,347","8,442","8,411","8,347","8,162","8,115","8,112","7,945","7,837","7,789","7,706","7,646","7,719","7,742","7,822","7,940","8,083","8,216","8,362","8,353","8,392","8,465","8,609","8,745","8,817","8,726","8,489","8,063","7,586","6,112",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
