Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Intrahousehold Transfers, Consumption, Inflows","2,583","1,973","2,077","2,159","2,191","2,226","2,300","2,411","2,599","2,719","2,764","2,816","2,911","3,129","3,316","3,665","3,931","4,087","3,893","3,846","3,710","3,742","3,632","3,473","3,251","2,996","2,781","2,699","2,582","2,430","2,284","2,130","2,027","2,058","2,088","2,102","2,082","1,975","1,871","1,862","1,838","1,835","1,830","1,761","1,681","1,675","1,771","1,882","1,995","2,062","2,139","2,215","2,255","2,263","2,319","2,410","2,477","2,533","2,545","2,500","2,438","2,386","2,367","2,345","2,351","2,342","2,342","2,269","2,227","2,169","2,116","2,074","2,039","2,034","2,017","1,993","1,971","1,929","1,866","1,835","1,826","1,866","1,915","1,948","1,990","2,037","2,081","2,141","2,206","2,265","2,328","2,433",
"Intrahousehold Transfers, Consumption, Outflows","2,583",0,0,0,1,4,7,7,7,4,2,2,3,5,7,20,59,106,198,436,747,"1,002","1,206","1,461","1,853","2,300","2,711","2,970","3,205","3,357","3,494","3,721","3,972","4,115","4,316","4,522","4,657","4,813","5,016","5,225","5,474","5,739","5,932","6,051","6,111","6,075","6,041","6,016","5,900","5,869","5,960","6,036","6,042","6,000","5,966","5,895","5,822","5,684","5,486","5,111","4,800","4,594","4,318","4,147","3,999","3,865","3,726","3,483","3,347","3,235","3,101","2,959","2,794","2,681","2,553","2,473","2,387","2,285","2,159","2,044","1,921","1,801","1,679","1,555","1,434","1,313","1,194","1,081",971,857,745,643,
"Intrahousehold Transfers, Education",0,0,14,49,91,140,180,203,233,239,231,217,220,252,274,306,347,398,372,342,271,263,251,213,156,93,36,13,-5,-32,-49,-65,-91,-114,-133,-152,-168,-185,-198,-223,-267,-320,-371,-403,-409,-391,-372,-353,-344,-357,-401,-425,-427,-416,-400,-377,-352,-316,-280,-228,-193,-176,-156,-138,-122,-108,-95,-87,-80,-67,-60,-51,-44,-40,-34,-31,-28,-25,-21,-19,-17,-16,-14,-13,-12,-11,-10,-9,-8,-7,-6,-6,
"Intrahousehold Transfers, Education, Inflows",116,0,14,49,91,140,180,203,233,239,231,217,220,252,274,306,347,399,373,344,275,271,265,239,197,145,99,80,66,52,38,28,17,12,9,8,9,8,6,5,3,3,3,2,2,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,15,26,41,52,63,67,71,83,87,92,108,126,143,161,177,193,204,227,270,323,373,405,410,392,373,355,346,359,403,427,429,417,401,378,352,316,281,228,193,176,156,138,123,109,95,87,80,67,60,51,44,40,34,31,28,25,21,19,17,16,14,13,12,11,10,9,8,7,6,6,
"Intrahousehold Transfers, Health",0,55,79,92,92,81,66,55,52,51,51,49,53,62,64,64,63,65,57,50,42,44,36,21,2,-13,-24,-20,-17,-17,-24,-46,-64,-73,-81,-74,-59,-54,-56,-59,-69,-76,-84,-94,-97,-102,-99,-88,-71,-56,-52,-47,-43,-49,-58,-60,-60,-56,-54,-46,-39,-34,-26,-21,-14,-9,-6,0,2,0,1,2,2,3,5,4,3,1,-2,1,5,13,22,30,39,49,58,68,79,89,99,112,
"Intrahousehold Transfers, Health, Inflows",58,55,79,92,92,81,66,55,52,51,51,49,53,63,64,64,63,67,60,56,51,55,51,41,33,29,28,32,35,36,36,32,30,32,34,38,44,45,41,38,33,29,27,28,31,37,47,58,65,70,76,80,81,84,93,102,110,115,115,112,107,105,106,106,110,112,114,108,107,105,103,102,101,103,105,106,106,104,99,95,92,93,94,95,96,97,99,101,104,106,109,115,
"Intrahousehold Transfers, Health, Outflows",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,9,12,14,20,30,42,52,53,52,52,60,78,94,106,115,113,104,99,97,98,102,104,111,122,129,139,146,146,136,127,128,127,124,133,151,163,169,171,169,158,146,139,132,127,124,121,120,108,105,104,103,100,100,100,100,102,103,103,101,94,87,80,72,64,57,49,41,33,25,17,10,2,
"Intrahousehold Transfers, Consumption other than health and education",0,"1,918","1,984","2,018","2,008","2,002","2,047","2,146","2,307","2,425","2,479","2,548","2,636","2,809","2,970","3,275","3,462","3,517","3,266","3,018","2,649","2,433","2,140","1,778","1,239",616,59,-263,-602,-879,"-1,137","-1,480","-1,790","-1,870","-2,014","-2,194","-2,347","-2,598","-2,892","-3,081","-3,300","-3,508","-3,647","-3,793","-3,924","-3,907","-3,799","-3,692","-3,490","-3,395","-3,368","-3,348","-3,317","-3,273","-3,189","-3,047","-2,933","-2,779","-2,606","-2,338","-2,130","-1,998","-1,768","-1,643","-1,512","-1,405","-1,284","-1,127","-1,042",-999,-925,-836,-712,-611,-507,-453,-391,-332,-270,-191,-83,67,228,376,529,686,840,"1,000","1,165","1,326","1,490","1,684",
"Intrahousehold Transfers, Consumption other than health and education, Inflows","2,408","1,918","1,984","2,019","2,009","2,006","2,054","2,153","2,314","2,429","2,482","2,550","2,639","2,814","2,977","3,295","3,521","3,622","3,460","3,446","3,383","3,416","3,317","3,192","3,021","2,822","2,654","2,588","2,481","2,342","2,210","2,070","1,980","2,014","2,045","2,055","2,029","1,922","1,823","1,819","1,802","1,804","1,800","1,731","1,648","1,637","1,723","1,823","1,928","1,989","2,060","2,133","2,172","2,177","2,226","2,307","2,368","2,418","2,430","2,388","2,331","2,281","2,262","2,239","2,242","2,230","2,227","2,160","2,120","2,064","2,013","1,971","1,938","1,930","1,912","1,887","1,865","1,825","1,767","1,740","1,734","1,773","1,821","1,854","1,894","1,939","1,983","2,040","2,102","2,159","2,219","2,318",
"Intrahousehold Transfers, Consumption other than health and education, Outflows","2,408",0,0,0,1,4,7,7,7,4,2,2,3,5,7,20,59,105,194,428,735,983,"1,177","1,415","1,782","2,206","2,595","2,851","3,083","3,221","3,347","3,550","3,771","3,884","4,059","4,249","4,376","4,521","4,715","4,900","5,102","5,312","5,448","5,524","5,572","5,544","5,522","5,515","5,418","5,383","5,428","5,481","5,489","5,450","5,414","5,354","5,301","5,197","5,036","4,726","4,460","4,279","4,030","3,882","3,753","3,635","3,511","3,287","3,162","3,063","2,938","2,808","2,651","2,542","2,419","2,340","2,256","2,157","2,037","1,931","1,817","1,706","1,593","1,478","1,365","1,253","1,143","1,039",937,833,729,634,
"Intrahousehold Transfers, Saving",0,-7,-9,-7,-3,-3,-9,-15,-17,-17,-13,-14,-20,-29,-29,-20,-24,-35,-50,-65,-66,-61,-47,-47,-50,-28,1,70,119,88,73,64,27,14,29,26,14,14,24,29,38,46,67,73,78,73,58,32,-2,-14,-18,-13,-12,-8,12,29,57,70,63,48,29,21,10,0,1,-6,-22,-35,-36,-44,-53,-64,-88,-86,-80,-78,-77,-76,-76,-81,-83,-86,-87,-86,-85,-85,-85,-87,-90,-94,-98,-106,
"Intrahousehold Transfers, Saving, Inflows",115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,25,48,70,95,119,157,204,270,318,313,303,281,244,218,198,175,163,157,158,162,166,168,176,175,175,167,160,152,139,139,147,168,194,214,236,254,286,308,308,292,275,263,246,227,216,210,199,191,187,178,166,151,125,122,121,122,121,120,118,114,109,104,98,93,88,82,77,70,63,56,50,41,
"Intrahousehold Transfers, Saving, Outflows",115,7,9,7,3,3,9,15,17,17,13,14,20,29,29,20,24,35,51,76,92,109,118,142,168,185,203,200,198,225,230,217,217,204,169,149,149,142,133,132,128,122,110,102,96,95,102,120,141,153,165,180,206,223,224,225,230,237,245,244,246,242,236,227,216,216,221,226,223,222,219,215,213,208,201,200,198,196,194,195,193,190,185,179,173,167,162,157,153,150,147,147,
Asset-based Reallocations,"1,226",-53,-67,-74,43,-81,-82,-29,-144,-56,-41,-136,-108,-98,-123,-226,-168,-412,-346,-171,229,366,293,472,763,"1,111","1,367","1,403","1,415","1,417","1,232","1,350","1,592","1,621","1,843","2,066","2,005","2,052","2,126","2,265","2,530","2,873","2,911","2,843","2,887","2,961","3,015","3,068","2,943","2,970","3,121","3,308","3,445","3,527","3,623","3,581","3,737","3,761","3,655","3,155","2,898","2,750","2,386","2,243","2,075","2,031","2,049","1,894","1,991","2,080","2,068","2,073","2,027","2,008","1,909","1,862","1,822","1,759","1,666","1,614","1,562","1,529","1,473","1,419","1,372","1,327","1,282","1,242","1,155","1,094",998,921,
Public Asset-based Reallocations,-262,-8,-9,-9,-9,-9,-10,-10,-11,-11,-11,-11,-11,-18,-21,-26,-32,-43,-61,-100,-148,-196,-237,-281,-333,-378,-414,-441,-456,-463,-472,-478,-484,-494,-505,-513,-518,-523,-527,-531,-533,-539,-532,-521,-518,-515,-513,-518,-513,-509,-503,-498,-489,-472,-452,-432,-417,-400,-380,-345,-316,-290,-261,-236,-216,-200,-185,-163,-153,-144,-130,-114,-96,-85,-73,-65,-60,-56,-51,-48,-46,-44,-41,-39,-37,-35,-33,-31,-30,-28,-27,-26,
Public Asset Income,-184,-6,-6,-6,-6,-6,-7,-7,-7,-8,-8,-8,-8,-12,-15,-18,-23,-30,-43,-70,-104,-138,-166,-197,-234,-265,-290,-310,-320,-325,-331,-335,-340,-347,-355,-360,-364,-368,-370,-373,-375,-379,-374,-366,-364,-362,-361,-364,-360,-357,-353,-350,-343,-331,-317,-304,-293,-281,-267,-242,-222,-203,-184,-166,-151,-140,-130,-114,-108,-101,-91,-80,-68,-59,-51,-46,-42,-39,-36,-34,-32,-31,-29,-27,-26,-25,-23,-22,-21,-20,-19,-18,
Public Saving,78,3,3,3,3,3,3,3,3,3,3,3,3,5,6,8,10,13,18,30,44,58,71,84,99,112,123,131,136,138,141,142,144,147,150,153,154,156,157,158,159,161,158,155,154,153,153,154,153,152,150,148,146,141,135,129,124,119,113,103,94,86,78,70,64,60,55,49,46,43,39,34,29,25,22,19,18,17,15,14,14,13,12,12,11,10,10,9,9,8,8,8,
Private Asset-based Reallocations,"1,489",-45,-59,-65,52,-72,-73,-19,-133,-45,-30,-125,-96,-80,-102,-200,-136,-369,-286,-71,377,562,530,753,"1,096","1,489","1,780","1,844","1,870","1,880","1,704","1,828","2,076","2,115","2,348","2,579","2,523","2,576","2,654","2,796","3,064","3,412","3,444","3,363","3,405","3,476","3,528","3,586","3,456","3,479","3,625","3,806","3,934","3,999","4,075","4,013","4,154","4,161","4,035","3,500","3,214","3,040","2,647","2,480","2,291","2,231","2,233","2,057","2,144","2,224","2,198","2,188","2,123","2,092","1,982","1,927","1,883","1,815","1,717","1,663","1,607","1,572","1,515","1,458","1,409","1,362","1,315","1,274","1,185","1,122","1,025",947,
Private Asset Income,"2,217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,56,132,240,353,465,582,730,898,"1,045","1,158","1,267","1,346","1,427","1,518","1,641","1,755","1,942","2,244","2,522","2,798","3,080","3,358","3,651","3,960","4,112","4,112","4,106","4,184","4,462","4,730","5,019","5,317","5,595","5,779","6,067","6,325","6,503","6,629","6,811","6,907","7,020","7,195","7,350","7,456","7,511","7,532","7,550","7,546","7,533","7,494","7,475","7,372","7,434","7,486","7,519","7,524","7,460","7,347","7,257","7,145","7,031","6,917","6,783","6,643","6,491","6,333","6,171","6,004","5,831","5,651","5,392","5,188","4,987","4,778",
"Private Capital Income, business & non-profits","1,713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,20,52,107,168,231,294,364,441,509,570,643,726,818,898,971,"1,050","1,221","1,518","1,829","2,148","2,431","2,673","2,886","3,089","3,201","3,235","3,252","3,350","3,635","3,897","4,242","4,563","4,748","4,839","4,968","5,126","5,207","5,276","5,402","5,463","5,587","5,717","5,811","5,935","6,046","6,095","6,131","6,130","6,111","6,095","6,062","5,941","6,000","6,063","6,119","6,139","6,103","6,007","5,933","5,840","5,746","5,666","5,571","5,477","5,371","5,261","5,147","5,028","4,904","4,773","4,566","4,412","4,261","4,104",
"Private Capital Income, owner-occupied housing",630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,36,81,135,186,236,292,371,462,539,591,628,641,664,716,798,864,918,958,965,975,"1,026","1,098","1,186","1,286","1,346","1,371","1,381","1,367","1,355","1,339","1,291","1,276","1,323","1,398","1,499","1,578","1,650","1,692","1,731","1,754","1,741","1,691","1,648","1,621","1,552","1,508","1,472","1,449","1,431","1,381","1,366","1,350","1,328","1,300","1,266","1,246","1,218","1,203","1,186","1,169","1,150","1,117","1,081","1,036",991,946,900,854,809,762,715,669,623,574,
Private Property Income,-126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-2,-4,-4,-4,-4,-3,-4,-20,-54,-96,-129,-159,-197,-232,-272,-325,-378,-413,-421,-415,-434,-494,-528,-533,-529,-506,-514,-523,-476,-458,-401,-379,-354,-339,-322,-310,-309,-214,-110,-100,-87,-71,-53,-32,-9,18,47,81,106,123,134,139,139,138,137,135,134,133,132,130,129,127,124,121,119,116,111,107,103,100,
Private Saving,728,45,59,65,-52,72,73,19,133,45,30,125,96,80,102,201,145,394,342,203,-137,-210,-65,-171,-366,-591,-736,-686,-603,-534,-277,-310,-436,-360,-406,-335,-1,222,426,562,587,548,669,748,701,708,933,"1,144","1,563","1,838","1,970","1,973","2,133","2,326","2,428","2,616","2,657","2,746","2,985","3,695","4,135","4,416","4,864","5,052","5,259","5,315","5,299","5,437","5,331","5,147","5,235","5,298","5,396","5,432","5,478","5,420","5,374","5,330","5,313","5,254","5,176","5,071","4,976","4,875","4,762","4,642","4,517","4,377","4,207","4,066","3,962","3,831",
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
