Version 1.0,All ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+,
"Interhousehold Transfers, Inflows",189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,71,104,138,171,203,235,266,298,329,358,383,400,409,410,406,400,395,388,382,374,365,351,335,315,293,273,258,247,239,234,229,222,214,203,192,182,173,165,159,155,150,146,141,136,132,130,130,133,139,147,154,159,164,167,169,173,179,187,197,209,0,0,0,0,0,0,0,0,0,0,
"Interhousehold Transfers, Outflows",190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,21,30,40,52,66,81,97,112,127,140,151,160,166,171,175,178,182,186,189,194,200,208,217,228,241,259,280,304,330,353,370,380,385,386,385,385,385,384,384,382,380,375,369,363,358,356,356,359,362,364,362,355,345,332,319,307,295,284,274,0,0,0,0,0,0,0,0,0,0,
Intrahousehold Transfers,0,"2,271","2,279","2,300","2,340","2,407","2,493","2,619","2,788","2,969","3,197","3,331","3,573","3,675","3,936","4,115","4,227","4,373","4,311","4,214","3,617","2,959","2,242","1,391",504,-439,"-1,347","-2,084","-2,585","-2,857","-3,045","-3,016","-2,899","-2,841","-2,909","-3,057","-3,193","-3,305","-3,378","-3,380","-3,256","-3,084","-2,948","-2,972","-3,020","-2,978","-2,857","-2,651","-2,350","-2,006","-1,626","-1,256",-910,-470,-35,266,427,483,580,719,868,989,"1,163","1,324","1,436","1,454","1,391","1,274","1,136",987,838,712,644,674,704,669,624,624,608,517,409,347,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Inflows","4,157","2,271","2,279","2,300","2,340","2,407","2,493","2,619","2,788","2,969","3,197","3,331","3,573","3,675","3,936","4,115","4,227","4,373","4,311","4,214","4,113","3,851","3,667","3,471","3,368","3,319","3,340","3,452","3,620","3,838","3,969","4,142","4,296","4,391","4,427","4,433","4,431","4,421","4,418","4,445","4,530","4,598","4,641","4,617","4,601","4,613","4,632","4,736","4,953","5,220","5,522","5,838","6,098","6,395","6,684","6,897","7,010","6,993","6,909","6,709","6,360","5,887","5,447","5,040","4,647","4,251","3,884","3,568","3,304","3,062","2,810","2,583","2,417","2,349","2,292","2,190","2,103","2,074","2,044","1,964","1,873","1,813",0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Outflows","4,157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,892,"1,425","2,081","2,864","3,759","4,687","5,536","6,205","6,695","7,014","7,159","7,195","7,231","7,336","7,490","7,624","7,726","7,796","7,824","7,786","7,683","7,590","7,589","7,620","7,591","7,489","7,387","7,303","7,226","7,147","7,094","7,008","6,865","6,720","6,631","6,583","6,510","6,329","5,991","5,491","4,898","4,284","3,716","3,212","2,797","2,493","2,294","2,168","2,074","1,972","1,871","1,773","1,675","1,589","1,522","1,479","1,451","1,436","1,446","1,464","1,467",0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Consumption",0,"2,271","2,279","2,300","2,340","2,407","2,493","2,619","2,788","2,969","3,197","3,331","3,573","3,675","3,936","4,115","4,227","4,373","4,311","4,214","3,873","3,460","3,072","2,621","2,228","1,852","1,489","1,126",747,399,-38,-447,-851,"-1,235","-1,585","-1,902","-2,196","-2,461","-2,702","-2,911","-3,026","-3,067","-3,054","-3,041","-2,994","-2,874","-2,736","-2,574","-2,404","-2,252","-2,135","-2,024","-1,947","-1,822","-1,701","-1,592","-1,503","-1,435","-1,376","-1,311","-1,235","-1,214","-1,225","-1,212","-1,109",-926,-736,-596,-499,-421,-361,-324,-311,-308,-293,-262,-209,-157,-104,-46,7,39,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Consumption, Inflows","2,143","2,271","2,279","2,300","2,340","2,407","2,493","2,619","2,788","2,969","3,197","3,331","3,573","3,675","3,936","4,115","4,227","4,373","4,311","4,214","4,072","3,785","3,553","3,276","3,076","2,925","2,818","2,728","2,625","2,548","2,382","2,244","2,107","1,981","1,870","1,767","1,670","1,598","1,543","1,503","1,519","1,558","1,610","1,632","1,657","1,712","1,744","1,784","1,839","1,914","1,986","2,061","2,077","2,104","2,116","2,129","2,134","2,099","2,010","1,876","1,723","1,520","1,308","1,121",999,939,903,875,862,862,855,832,795,759,738,727,732,735,745,765,782,787,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Consumption, Outflows","2,143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,326,481,655,847,"1,073","1,329","1,602","1,878","2,149","2,420","2,692","2,958","3,216","3,455","3,669","3,865","4,059","4,245","4,415","4,545","4,625","4,664","4,674","4,651","4,586","4,480","4,358","4,244","4,166","4,121","4,085","4,023","3,926","3,816","3,721","3,637","3,534","3,386","3,188","2,958","2,735","2,533","2,333","2,109","1,864","1,639","1,470","1,361","1,283","1,216","1,156","1,105","1,066","1,031",988,941,892,849,812,775,748,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education",0,0,0,0,0,0,0,14,49,79,151,125,204,141,217,193,137,205,158,152,179,139,165,97,52,21,8,1,-13,18,-18,-21,-34,-44,-48,-54,-70,-79,-90,-109,-113,-113,-103,-118,-124,-105,-107,-97,-91,-81,-82,-57,-69,-48,-45,-38,-36,-26,-23,-23,-17,-22,-18,-15,-11,-8,-7,-6,-4,-5,-4,-4,-5,-5,-4,-5,-4,-4,-4,-4,-3,-1,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Inflows",39,0,0,0,0,0,0,14,49,79,151,125,204,141,217,193,137,205,158,152,183,146,176,113,72,45,35,30,17,50,17,19,11,7,10,13,8,9,11,4,11,17,29,15,6,22,14,19,17,19,11,27,5,18,12,11,6,9,8,4,8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Education, Outflows",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,16,20,24,27,28,30,32,35,40,45,51,59,68,78,89,101,113,124,130,133,132,130,126,122,115,108,101,93,83,74,65,57,49,41,36,31,28,25,22,19,15,11,9,7,6,6,5,5,5,5,5,5,5,5,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Health",0,172,126,109,91,74,59,46,34,24,19,17,18,18,18,18,19,22,27,31,26,23,17,9,-2,-13,-23,-30,-34,-37,-38,-38,-36,-34,-32,-32,-33,-34,-34,-34,-33,-31,-28,-27,-25,-23,-20,-17,-13,-8,-5,-5,-2,2,6,6,6,6,5,4,0,-6,-15,-23,-25,-22,-17,-12,-8,-5,-3,-1,0,2,4,6,7,8,9,10,13,18,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Health, Inflows",40,172,126,109,91,74,59,46,34,24,19,17,18,18,18,18,19,22,27,31,34,36,37,35,31,28,26,24,25,26,27,28,29,31,31,30,28,27,27,27,28,30,32,34,36,38,41,44,49,56,63,68,73,78,81,82,84,85,83,77,68,56,43,30,22,17,15,14,14,15,15,15,15,16,17,18,20,21,23,25,29,35,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Health, Outflows",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,26,33,40,48,55,59,62,64,66,66,65,63,62,61,61,61,61,61,60,60,60,61,61,61,61,62,64,69,73,76,76,75,76,78,79,77,73,68,63,58,53,47,39,32,26,22,20,18,16,15,14,13,13,13,13,14,15,16,17,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Consumption other than health and education",0,"2,099","2,153","2,191","2,249","2,334","2,434","2,559","2,705","2,865","3,027","3,189","3,352","3,516","3,701","3,904","4,071","4,146","4,127","4,030","3,668","3,297","2,889","2,515","2,178","1,843","1,504","1,154",794,417,17,-389,-780,"-1,157","-1,504","-1,815","-2,093","-2,348","-2,579","-2,769","-2,880","-2,923","-2,923","-2,897","-2,845","-2,747","-2,609","-2,460","-2,301","-2,163","-2,048","-1,963","-1,876","-1,776","-1,661","-1,559","-1,473","-1,414","-1,358","-1,291","-1,218","-1,186","-1,191","-1,174","-1,073",-895,-712,-578,-487,-412,-354,-318,-306,-305,-293,-263,-211,-160,-109,-53,-3,22,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Consumption other than health and education, Inflows","2,064","2,099","2,153","2,191","2,249","2,334","2,434","2,559","2,705","2,865","3,027","3,189","3,352","3,516","3,701","3,904","4,071","4,146","4,127","4,030","3,855","3,602","3,340","3,128","2,972","2,852","2,758","2,674","2,583","2,472","2,338","2,197","2,067","1,943","1,828","1,724","1,634","1,562","1,505","1,472","1,480","1,512","1,548","1,584","1,615","1,651","1,689","1,721","1,773","1,838","1,911","1,966","1,998","2,009","2,022","2,037","2,045","2,005","1,919","1,795","1,647","1,463","1,264","1,090",977,922,889,860,846,847,839,817,780,743,721,708,712,715,722,740,752,751,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Consumption other than health and education, Outflows","2,064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,305,450,613,794,"1,009","1,254","1,519","1,789","2,055","2,321","2,586","2,847","3,100","3,333","3,539","3,727","3,910","4,084","4,241","4,361","4,435","4,471","4,481","4,460","4,398","4,297","4,181","4,074","4,001","3,959","3,929","3,874","3,785","3,684","3,596","3,517","3,420","3,277","3,087","2,865","2,650","2,455","2,265","2,050","1,817","1,600","1,438","1,333","1,258","1,193","1,136","1,086","1,048","1,013",971,923,875,831,793,756,728,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Saving",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-256,-500,-830,"-1,230","-1,724","-2,291","-2,836","-3,210","-3,332","-3,255","-3,007","-2,569","-2,048","-1,605","-1,323","-1,155",-998,-844,-676,-468,-230,-18,106,69,-26,-104,-121,-77,55,246,510,768,"1,037","1,351","1,665","1,858","1,930","1,918","1,956","2,030","2,103","2,204","2,388","2,536","2,545","2,380","2,127","1,870","1,635","1,409","1,199","1,036",955,982,997,930,833,780,712,564,402,307,0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Saving, Inflows","2,014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,66,114,196,292,394,522,724,994,"1,290","1,587","1,898","2,189","2,410","2,558","2,666","2,761","2,823","2,875","2,941","3,011","3,040","3,031","2,985","2,944","2,901","2,888","2,953","3,114","3,306","3,536","3,777","4,021","4,290","4,568","4,768","4,875","4,894","4,899","4,833","4,637","4,367","4,139","3,918","3,648","3,312","2,981","2,693","2,442","2,200","1,956","1,751","1,623","1,590","1,555","1,464","1,371","1,339","1,299","1,198","1,091","1,027",0,0,0,0,0,0,0,0,0,0,
"Intrahousehold Transfers, Saving, Outflows","2,014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,566,944,"1,426","2,017","2,685","3,358","3,934","4,327","4,545","4,594","4,467","4,237","4,015","3,881","3,821","3,759","3,666","3,551","3,410","3,242","3,057","2,925","2,916","2,970","3,005","3,009","3,030","3,059","3,061","3,027","3,008","2,984","2,939","2,903","2,910","2,946","2,976","2,943","2,803","2,534","2,163","1,751","1,383","1,103",932,854,824,807,791,757,715,668,609,557,533,538,559,587,634,689,719,0,0,0,0,0,0,0,0,0,0,
Asset-based Reallocations,"1,363",134,118,130,140,159,188,208,210,213,225,212,217,222,244,239,252,328,427,561,"1,149","1,620","2,069","2,267","2,505","2,882","3,207","3,416","3,558","3,681","3,755","3,665","3,503","3,405","3,394","3,345","3,228","3,324","3,341","3,331","3,103","2,935","2,977","3,232","3,640","3,884","3,951","3,895","3,747","3,679","3,465","3,126","2,764","2,403","2,030","1,462",610,-390,"-1,206","-1,947","-2,626","-3,110","-3,099","-2,589","-2,050","-1,679","-1,362","-1,127",-961,-798,-588,-386,-294,-289,-303,-337,-347,-438,-439,-346,-245,-136,0,0,0,0,0,0,0,0,0,0,
Public Asset-based Reallocations,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,21,43,79,131,200,285,382,485,587,679,756,816,859,887,905,918,929,939,949,960,973,985,995,"1,002","1,005","1,004",999,993,989,987,985,984,985,984,981,974,957,922,852,736,593,446,307,196,129,93,70,54,42,32,25,20,16,13,10,8,7,6,5,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
Public Asset Income,-533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-10,-24,-49,-89,-147,-225,-321,-431,-547,-661,-765,-852,-920,-968,-999,"-1,020","-1,034","-1,046","-1,058","-1,070","-1,082","-1,096","-1,109","-1,121","-1,129","-1,132","-1,131","-1,125","-1,119","-1,114","-1,111","-1,110","-1,109","-1,109","-1,109","-1,106","-1,097","-1,079","-1,039",-959,-829,-668,-502,-345,-221,-146,-105,-79,-60,-47,-36,-28,-22,-18,-14,-12,-9,-8,-6,-5,-5,-4,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,
Public Saving,"-1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-20,-46,-92,-168,-278,-425,-606,-813,"-1,032","-1,247","-1,443","-1,608","-1,736","-1,826","-1,886","-1,925","-1,952","-1,975","-1,997","-2,019","-2,042","-2,068","-2,094","-2,116","-2,131","-2,137","-2,134","-2,124","-2,112","-2,103","-2,098","-2,095","-2,093","-2,094","-2,093","-2,087","-2,072","-2,036","-1,961","-1,811","-1,565","-1,262",-948,-652,-416,-275,-197,-148,-114,-88,-69,-54,-42,-34,-27,-22,-18,-15,-12,-10,-9,-7,-5,-4,-2,0,0,0,0,0,0,0,0,0,0,
Private Asset-based Reallocations,890,134,118,130,140,159,188,208,210,213,225,212,217,222,244,239,248,319,406,517,"1,070","1,490","1,869","1,982","2,123","2,397","2,620","2,737","2,802","2,864","2,896","2,778","2,598","2,487","2,466","2,406","2,278","2,364","2,368","2,346","2,108","1,933","1,972","2,228","2,641","2,891","2,962","2,908","2,762","2,695","2,481","2,141","1,783","1,428","1,073",540,-242,"-1,125","-1,799","-2,392","-2,932","-3,305","-3,228","-2,682","-2,120","-1,733","-1,404","-1,159",-986,-818,-604,-399,-305,-298,-310,-342,-352,-442,-443,-349,-246,-137,0,0,0,0,0,0,0,0,0,0,
Private Asset Income,"2,252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,302,380,459,543,642,753,865,984,"1,129","1,293","1,457","1,628","1,818","2,019","2,229","2,474","2,747","3,091","3,451","3,728","3,904","4,022","4,112","4,149","4,041","3,919","3,919","3,988","4,061","4,102","4,142","4,238","4,355","4,433","4,452","4,479","4,549","4,552","4,441","4,288","4,202","4,256","4,286","4,224","4,072","3,801","3,401","2,931","2,511","2,227","1,991","1,775","1,607","1,436","1,230","1,027",918,856,828,880,940,969,981,966,762,0,0,0,0,0,0,0,0,0,0,
"Private Capital Income, business & non-profits",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
"Private Capital Income, owner-occupied housing",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Private Property Income,-550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-15,-27,-38,-48,-60,-75,-94,-119,-159,-219,-296,-392,-503,-621,-736,-846,-947,"-1,044","-1,128","-1,178","-1,200","-1,207","-1,215","-1,215","-1,187","-1,153","-1,136","-1,130","-1,122","-1,103","-1,080","-1,067","-1,063","-1,055","-1,038","-1,025","-1,019","-1,001",-958,-906,-870,-864,-859,-841,-810,-761,-690,-601,-516,-453,-399,-351,-314,-279,-238,-200,-179,-167,-157,-159,-161,-157,-151,-141,-103,0,0,0,0,0,0,0,0,0,0,
Private Saving,"1,362",-134,-118,-130,-140,-159,-188,-208,-210,-213,-225,-212,-217,-222,-244,-239,-11,-17,-26,-59,-527,-847,"-1,116","-1,117","-1,139","-1,268","-1,327","-1,280","-1,174","-1,046",-877,-548,-124,260,625,"1,045","1,449","1,540","1,654","1,766","2,041","2,108","1,947","1,691","1,347","1,170","1,140","1,234","1,476","1,660","1,952","2,311","2,697","3,120","3,479","3,901","4,530","5,328","6,054","6,679","7,156","7,377","7,029","6,082","5,051","4,243","3,631","3,150","2,761","2,425","2,040","1,628","1,332","1,216","1,167","1,170","1,232","1,382","1,412","1,329","1,213",899,0,0,0,0,0,0,0,0,0,0,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
