tract_id,Tract,pop,County,Total_units,Vacant,BLT_After2010,BLT_2000_2009,BLT_1990_1999,BLT_1980_1989,BLT_1970_1979,BLT_1960_1969,BLT_1950_1959,BLT_1940_1949,BLT_Before1939,Owner_occupied,Renter_occupied,VALUE_Less299k,VALUE_300_499k,VALUE_500_999k,VALUE_1Mup,RENT_Less749,RENT_750_999,RENT_1k_1499,RENT_1k5up
15003009100,91,5332,Honolulu County,1187,40,0,44,144,352,158,133,244,53,59,611,536,90,282,239,0,186,10,190,150
15003009200,92,7963,Honolulu County,2568,174,0,63,144,477,187,524,752,368,53,1698,696,193,712,793,0,223,43,225,205
15003009300,93,4762,Honolulu County,1680,176,0,8,266,224,309,180,414,124,155,523,981,61,187,275,0,513,43,237,188
15003009400,94,5155,Honolulu County,1940,190,0,35,178,118,565,443,424,64,113,571,1179,132,205,234,0,304,237,487,151
15003009501,95.01,4893,Honolulu County,1251,20,36,736,369,53,10,21,9,0,17,0,1231,0,0,0,0,56,9,22,1144
15003009502,95.02,4243,Honolulu County,1255,92,21,643,180,85,89,139,93,5,0,0,1163,0,0,0,0,100,0,6,1057
15003009503,95.03,3403,Honolulu County,194,29,0,141,4,0,46,3,0,0,0,0,165,0,0,0,0,30,0,11,124
15003009504,95.04,1271,Honolulu County,418,32,0,20,81,28,12,10,45,62,160,0,386,0,0,0,0,75,0,43,268
15003009507,95.07,2560,Honolulu County,587,79,0,19,47,56,242,167,12,24,20,0,508,0,0,0,0,70,0,18,420
15003009603,96.03,10289,Honolulu County,2664,326,29,580,580,84,400,648,213,74,56,1194,1144,207,879,92,16,260,74,486,324
15003009608,96.08,5682,Honolulu County,1515,189,0,32,375,120,333,366,169,79,41,755,571,333,301,107,14,233,9,152,177
15003009701,97.01,6635,Honolulu County,1913,260,0,112,144,168,947,357,119,41,25,776,877,484,200,92,0,311,222,228,116
15003009703,97.03,6227,Honolulu County,1513,46,4,213,399,150,353,154,115,39,86,1278,189,519,582,175,2,7,17,111,54
15003009704,97.04,3066,Honolulu County,771,67,0,48,116,144,178,108,99,78,0,373,331,131,145,96,1,111,113,12,95
15003009801,98.01,2834,Honolulu County,1516,453,0,61,22,85,1054,258,36,0,0,476,587,333,35,70,38,67,112,387,21
15003009802,98.02,6386,Honolulu County,1897,284,0,36,154,506,344,506,215,99,37,778,835,266,349,133,30,53,147,251,384
15003009902,99.02,3740,Honolulu County,1292,171,0,114,76,301,246,120,256,108,71,622,499,26,165,368,63,54,31,152,262
15003009904,99.04,5986,Honolulu County,2202,305,13,79,164,247,606,437,348,172,136,953,944,134,282,439,98,170,63,231,480
15003010000,100,3320,Honolulu County,1425,275,0,134,311,344,138,179,246,12,61,228,922,0,37,121,70,210,0,47,665
15003010100,101,7881,Honolulu County,2952,589,2,200,153,850,1100,246,185,183,33,1433,930,159,223,587,464,232,89,180,429
15003010201,102.01,5882,Honolulu County,1985,374,3,146,337,208,562,314,150,194,71,842,769,92,212,435,103,141,115,212,301
15003010202,102.02,7643,Honolulu County,1497,288,3,92,165,183,531,315,114,57,37,602,607,55,130,343,74,156,55,87,309
15003010303,103.03,4766,Honolulu County,1454,69,0,143,85,169,225,325,300,95,112,938,447,79,150,567,142,99,20,133,195
15003010305,103.05,5063,Honolulu County,1551,26,0,28,146,319,360,285,302,47,64,1124,401,34,174,776,140,55,24,141,181
15003010306,103.06,6369,Honolulu County,2214,32,0,12,220,354,1147,410,71,0,0,1692,490,95,576,880,141,0,62,0,428
15003010308,103.08,3319,Honolulu County,1041,5,0,37,44,178,110,589,54,16,13,969,67,80,119,732,38,10,4,0,53
15003010503,105.03,1980,Honolulu County,566,40,0,4,31,20,80,220,181,25,5,258,268,6,46,194,12,25,0,161,82
15003010504,105.04,5115,Honolulu County,1481,16,0,63,100,113,266,431,328,109,71,926,539,76,136,707,7,254,30,64,191
15003010505,105.05,3531,Honolulu County,1099,0,9,0,59,95,452,451,12,9,12,963,136,63,95,714,91,46,0,17,73
15003010507,105.07,5421,Honolulu County,1941,79,0,62,189,740,776,134,40,0,0,1031,831,156,432,443,0,130,133,88,480
15003010508,105.08,2569,Honolulu County,1043,52,0,73,93,293,349,97,72,54,12,645,346,9,271,282,83,46,0,13,287
15003010601,106.01,3422,Honolulu County,1074,29,0,84,63,162,125,251,370,19,0,748,297,33,54,661,0,174,30,27,66
15003010602,106.02,5449,Honolulu County,1718,0,0,59,122,248,309,567,334,56,23,1218,500,73,95,964,86,91,21,90,298
15003010701,107.01,3661,Honolulu County,1419,17,0,110,170,82,382,223,301,74,77,1154,248,72,170,653,259,37,30,29,152
15003010702,107.02,3666,Honolulu County,1271,79,0,22,0,175,161,645,230,26,12,793,399,23,36,701,33,76,0,81,242
15003010801,108.01,2969,Honolulu County,655,56,37,410,111,7,19,16,50,0,5,0,599,0,0,0,0,13,7,23,556
15003010802,108.02,6548,Honolulu County,1633,117,44,732,333,175,26,106,205,12,0,12,1504,0,0,12,0,68,0,64,1372
15003010901,109.01,3140,Honolulu County,1036,24,0,0,46,79,95,520,266,30,0,849,163,6,57,645,141,32,9,10,112
15003010903,109.03,4133,Honolulu County,1424,9,0,32,126,93,192,313,462,139,67,806,609,44,91,634,37,134,74,225,176
15003010904,109.04,3570,Honolulu County,1110,45,0,42,71,58,136,152,438,205,8,781,284,83,37,597,64,21,10,45,208
15003010905,109.05,2513,Honolulu County,904,42,0,18,95,92,124,251,193,120,11,519,343,21,54,390,54,88,67,48,140
15003011000,110,4151,Honolulu County,1173,7,0,94,38,71,235,656,57,4,18,974,192,44,14,769,147,6,0,4,182
15003011103,111.03,3796,Honolulu County,1228,46,0,0,94,160,469,276,229,0,0,962,220,20,49,805,88,0,10,11,199
15003011104,111.04,4860,Honolulu County,1558,95,0,70,34,34,327,783,299,11,0,1267,196,59,72,1014,122,24,0,0,172
15003011105,111.05,3205,Honolulu County,1484,0,0,20,75,460,519,261,62,79,8,874,610,134,283,265,192,14,0,59,537
15003011106,111.06,5924,Honolulu County,1941,21,0,90,177,307,459,405,364,118,21,1654,266,28,76,1327,223,44,0,0,222
15003011201,112.01,4380,Honolulu County,1752,215,0,131,90,197,319,233,603,109,70,1181,356,41,7,349,784,15,32,78,231
15003011202,112.02,1609,Honolulu County,708,77,10,7,94,31,79,92,172,81,142,429,202,5,48,17,359,42,0,56,104
15003011300,113,5451,Honolulu County,1332,59,0,20,113,65,621,266,188,17,42,750,523,102,338,259,51,111,82,217,113
15003011400,114,5372,Honolulu County,688,8,0,134,309,29,131,62,15,8,0,16,664,0,0,16,0,7,0,35,622
15003011500,115,5493,Honolulu County,1484,92,80,967,404,33,0,0,0,0,0,1039,353,141,451,431,16,17,0,62,274
15003940001,9400.01,4551,Honolulu County,1200,31,0,109,217,47,256,194,210,64,103,875,294,354,173,251,97,206,36,21,31
15003940002,9400.02,7400,Honolulu County,1641,155,5,135,322,199,750,109,100,21,0,1072,414,715,274,56,27,83,30,161,140
15003980000,9800,5,Honolulu County,11,0,0,0,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0
15003980200,9802,704,Honolulu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003980300,9803,0,Honolulu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003980600,9806,0,Honolulu County,42,0,0,0,0,0,0,0,0,0,42,0,42,0,0,0,0,0,0,42,0
15003980700,9807,0,Honolulu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003980800,9808,1,Honolulu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003981000,9810,13,Honolulu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003981100,9811,19,Honolulu County,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0
15003981300,9813,8,Honolulu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15003981400,9814,97,Honolulu County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15005031900,319,90,Kalawao County,95,47,0,0,0,6,12,7,24,24,22,0,48,0,0,0,0,35,4,1,8
15007040103,401.03,6484,Kauai County,4235,1880,9,681,943,1386,988,114,56,27,31,1384,971,76,298,552,458,155,62,183,571
15007040104,401.04,1344,Kauai County,872,442,0,90,254,198,174,50,38,24,44,277,153,3,25,63,186,11,4,84,54
15007040204,402.04,5047,Kauai County,2035,250,0,300,317,886,315,68,52,61,36,1268,517,45,317,775,131,91,60,182,184
15007040205,402.05,3845,Kauai County,1935,553,0,115,299,356,617,241,181,114,12,808,574,78,301,402,27,82,87,197,208
15007040300,403,8385,Kauai County,3403,840,0,396,743,959,632,168,225,147,133,1690,873,275,784,589,42,296,80,253,244
15007040400,404,8740,Kauai County,2951,338,13,566,721,486,486,368,233,56,22,1795,818,395,821,478,101,194,141,222,261
15007040500,405,5943,Kauai County,2482,326,34,204,462,808,606,129,153,72,14,1222,934,166,472,498,86,191,132,397,214
15007040603,406.03,2544,Kauai County,2082,1118,0,146,347,440,780,194,84,7,84,635,329,61,132,300,142,133,48,65,83
15007040604,406.04,3139,Kauai County,1615,441,3,136,370,379,296,140,110,82,99,742,432,65,152,424,101,128,34,127,143
15007040700,407,8403,Kauai County,3188,539,15,266,799,784,803,144,119,62,196,1751,898,131,791,711,118,358,91,231,218
15007040800,408,3771,Kauai County,1277,107,0,74,456,48,108,62,207,187,135,559,611,63,257,230,9,339,92,127,53
15007040900,409,5561,Kauai County,2273,626,9,121,243,441,378,186,420,274,201,939,708,128,435,324,52,169,86,256,197
15007041200,412,170,Kauai County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15007940000,9400,3715,Kauai County,1378,174,0,159,425,278,208,158,59,52,39,831,373,292,179,234,126,79,30,133,131
15009030100,301,2291,Maui County,928,315,18,63,171,179,212,62,148,28,47,381,232,43,116,92,130,105,36,38,53
15009030201,302.01,2453,Maui County,1111,166,0,295,321,134,201,76,0,34,50,638,307,47,118,394,79,42,29,95,141
15009030202,302.02,7635,Maui County,3172,277,0,431,772,992,269,152,104,90,362,1657,1238,150,306,918,283,230,192,426,390
15009030301,303.01,8013,Maui County,3579,418,5,854,533,870,706,160,220,94,137,1705,1456,102,302,805,496,200,200,505,551
15009030303,303.03,3567,Maui County,3642,1873,2,783,516,1031,1106,115,42,0,47,1131,638,60,39,343,689,89,64,69,416
15009030402,304.02,8652,Maui County,3324,329,0,491,569,768,1042,341,65,34,14,1880,1115,84,357,1370,69,157,101,510,347
15009030403,304.03,3269,Maui County,1321,93,0,31,187,337,516,94,53,11,92,650,578,97,210,290,53,31,120,202,225
15009030404,304.04,5609,Maui County,1994,177,0,105,320,626,416,103,186,132,106,1008,809,59,293,571,85,127,49,304,329
15009030501,305.01,2689,Maui County,1014,217,0,57,233,243,170,96,24,66,125,498,299,18,178,213,89,67,49,59,124
15009030705,307.05,3791,Maui County,1135,148,0,138,247,518,197,35,0,0,0,544,443,15,155,347,27,32,98,217,96
15009030706,307.06,2448,Maui County,1325,203,0,118,155,718,245,10,42,14,23,464,658,161,82,200,21,35,21,303,299
15009030707,307.07,8009,Maui County,4444,1366,19,915,999,803,1422,190,65,0,31,1681,1397,329,792,536,24,63,116,358,860
15009030708,307.08,2909,Maui County,1431,193,17,218,152,236,597,61,110,40,0,522,716,37,154,242,89,79,108,146,383
15009030709,307.09,3727,Maui County,3924,2047,0,726,697,769,1408,248,12,45,19,775,1102,89,193,389,104,39,121,359,583
15009030710,307.1,2441,Maui County,2486,1350,26,158,549,1089,648,16,0,0,0,771,365,121,120,459,71,54,26,63,222
15009030800,308,6907,Maui County,2058,202,0,877,518,247,168,44,81,55,68,1547,309,230,528,714,75,52,28,57,172
15009030901,309.01,2617,Maui County,1178,69,0,115,106,105,197,110,95,225,225,414,695,115,187,112,0,291,164,103,137
15009030902,309.02,3205,Maui County,1308,217,0,215,522,135,148,60,134,50,44,585,506,245,183,117,40,163,38,177,128
15009030903,309.03,6481,Maui County,1806,0,3,37,611,690,295,70,77,0,23,1465,341,319,465,670,11,181,19,56,85
15009031000,310,8426,Maui County,3200,298,40,956,498,347,300,330,450,238,41,2153,749,163,646,1222,122,66,97,248,338
15009031101,311.01,8167,Maui County,2204,214,0,319,500,149,730,393,83,0,30,1207,783,258,260,624,65,269,289,190,35
15009031102,311.02,5426,Maui County,1693,260,0,64,172,337,404,463,180,24,49,650,783,28,280,258,84,282,77,343,81
15009031103,311.03,7580,Maui County,2055,170,0,727,173,368,403,228,115,28,13,1267,618,138,391,725,13,270,98,145,105
15009031402,314.02,3003,Maui County,936,153,0,128,29,154,238,259,66,36,26,591,192,115,90,314,72,69,0,15,108
15009031404,314.04,3250,Maui County,1862,612,0,304,182,87,685,496,79,26,3,393,857,72,63,193,65,185,229,266,177
15009031405,314.05,5491,Maui County,1370,137,0,270,126,395,164,202,89,49,75,678,555,56,165,398,59,85,196,203,71
15009031501,315.01,2368,Maui County,1824,1068,0,142,162,358,917,187,53,5,0,517,239,65,168,142,142,24,123,11,81
15009031502,315.02,5036,Maui County,3631,1762,0,662,305,598,1433,531,87,15,0,886,983,239,288,262,97,11,50,485,437
15009031503,315.03,2366,Maui County,2716,1612,0,324,262,589,1084,418,26,0,13,534,570,19,31,203,281,117,45,302,106
15009031601,316.01,3135,Maui County,1416,371,0,114,361,317,100,91,127,76,230,604,441,141,311,136,16,158,74,156,53
15009031700,317,4503,Maui County,2126,448,36,108,290,488,675,212,222,42,53,935,743,447,274,168,46,431,83,131,98
15009031801,318.01,2752,Maui County,1362,525,0,165,278,202,363,86,94,34,140,524,313,384,88,40,12,116,58,56,83
15009031900,319,5624,Maui County,1700,159,0,90,169,164,205,39,913,84,36,774,767,52,195,502,25,150,71,335,211
15009032000,320,994,Maui County,915,474,0,175,7,88,540,54,14,7,30,336,105,25,99,129,83,20,1,31,53
15009980000,9800,0,Maui County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
