SchCode,Year,CountOfSSN,SumOfFTE,TeachersFullyLicCnt,TeachersProvCredCnt,TeachersEmgcyCredCnt,TeachersRegSum,TeachersHeadCnt,TeachersAdminSum,TeacherSupSum,TeacherSpedSum,TeachersMiscSum,TeachersCounsSum,TeachersLibrSum,TeachersFullyLicPct,TeachersProvCredPct,TeachersEmgcyCredPct,TeachersRegPct,TeachersHeadPct,TeachersAdminPct,TeachersSupPct,TeachersSpedPct,TeachersMiscPct,TeachersCounsPct,TeachersLibrPct,AvgTerm,AvgAge,MasterCnt,DoctorCnt,ClassesTaughtByNotHQT,TotalClassPeriods,ClassesTaughtByHQTPct,ClassesNotTaughtBYHQTPct,TotalTerm,RosterCount,RegularRatio,SPEDRatio,Staff5Years,PrincipalCount,TotalofPeriods,TotofPeriodsNotTaughtbyHQV6Z,ClassNotTaughtbyHQTchrs
"447","2013",42,35,35,0,0,28,35,5,1,6,0,2,0,1,0,0,.8,.83333333,.14285714,.02857143,.17142857,0,.05714286,0,10.502857,0,11,1,0,0,0,0,367.6,35,19.5,13.333333,21,1,137,30,.2189781
"448","2013",60,51.5,52,0,0,42.5,52,5,1,8,0,3,0,1,0,0,.82524272,.86666667,.09708738,.01941748,.15533981,0,.05825243,0,12.667308,0,22,0,0,0,0,0,658.7,52,18.964706,10.5,32,1,219,27,.12328767
"451","2013",31,27,27,0,0,19,27,2,2,6,0,1,.5,1,0,0,.7037037,.87096774,.07407407,.07407407,.22222222,0,.03703704,.01851852,12.82963,0,8,0,0,0,0,0,346.4,27,21.157895,4.1666667,17,2,99,0,0
"452","2013",22,18.5,18,0,1,15.5,19,2,0,3,0,1,0,.94736842,0,.05263158,.83783784,.86363636,.10810811,0,.16216216,0,.05405405,0,9.9157895,0,4,0,0,0,0,0,188.4,19,18,7,10,1,64,0,0
"453","2013",38,31,32,0,0,25.5,32,3,1.5,4,0,2,.5,1,0,0,.82258065,.84210526,.09677419,.0483871,.12903226,0,.06451613,.01612903,16.315625,0,15,0,0,0,0,0,522.1,32,19.058824,7.25,20,1,101,0,0
"454","2013",62,56,55,0,1,45,56,3,1,10,0,2,1,.98214286,0,.01785714,.80357143,.90322581,.05357143,.01785714,.17857143,0,.03571429,.01785714,16.226786,0,15,0,0,0,0,0,908.7,56,17.288889,9.3,36,1,207,0,0
"455","2013",81,65,66,0,0,46,66,8,4,15,2,4,1,1,0,0,.70769231,.81481481,.12307692,.06153846,.23076923,.03076923,.06153846,.01538462,12.257576,0,24,0,0,0,0,0,809,66,20.26087,7.9333333,42,2,257,31,.12062257
"456","2013",83,68,67,0,2,52,69,7,5,11,1,5,1,.97101449,0,.02898551,.76470588,.8313253,.10294118,.07352941,.16176471,.01470588,.07352941,.01470588,10.926087,0,33,0,0,0,0,0,753.9,69,21.096154,10.818182,44,2,282,57,.20212766
"457","2013",49,43,43,0,0,34,43,3,2,7,0,2,1,1,0,0,.79069767,.87755102,.06976744,.04651163,.1627907,0,.04651163,.02325581,13.837209,0,10,0,0,0,0,0,595,43,16.558824,9.5714286,30,1,159,16,.10062893
"458","2013",26,23,23,0,0,20,23,2,0,3,0,1,0,1,0,0,.86956522,.88461538,.08695652,0,.13043478,0,.04347826,0,8.9826087,0,7,0,0,0,0,0,206.6,23,17.2,13.333333,10,1,73,1,.01369863
"459","2013",22,17.5,19,0,0,14.5,19,2,0,3,0,1,0,1,0,0,.82857143,.86363636,.11428571,0,.17142857,0,.05714286,0,14.242105,0,5,0,0,0,0,0,270.6,19,18.413793,7.3333333,13,2,56,0,0
"460","2013",22,19,19,0,0,16,19,2,0,3,0,1,0,1,0,0,.84210526,.86363636,.10526316,0,.15789474,0,.05263158,0,6.2210526,0,6,0,0,0,0,0,118.2,19,18.6875,6.3333333,5,2,75,0,0
"461","2013",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,26.9,0,0,0,0,0,0,0,26.9,1,14,0,1,0,43,43,1
"462","2013",48,39,39,0,0,25,39,5,7,7,2,2,0,1,0,0,.64102564,.8125,.12820513,.17948718,.17948718,.05128205,.05128205,0,16.65641,0,16,0,0,0,0,0,649.6,39,22.08,7.7142857,31,2,145,36,.24827586
"463","2013",61,55,55,0,0,46,55,3,2,7,0,2,1,1,0,0,.83636364,.90163934,.05454545,.03636364,.12727273,0,.03636364,.01818182,16.050909,0,22,1,0,0,0,0,882.8,55,18.565217,6.8571429,38,1,220,0,0
"464","2013",32,24,23,0,1,18,24,4,2,4,1,2,1,.95833333,0,.04166667,.75,.75,.16666667,.08333333,.16666667,.04166667,.08333333,.04166667,13.325,0,6,0,0,0,0,0,319.8,24,19.333333,10.75,16,1,109,5,.04587156
"466","2013",,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,33,0,0
"470","2013",16,12,10,0,3,0,13,3,0,12,0,0,0,.76923077,0,.23076923,0,.8125,.25,0,1,0,0,0,7.9538462,0,9,0,0,0,0,0,103.4,13,0,4.6666667,4,1,100,47,.47
"475","2013",49,38,34,0,5,25.5,39,4,.5,12,0,5,1,.87179487,0,.12820513,.67105263,.79591837,.10526316,.01315789,.31578947,0,.13157895,.02631579,13.746154,0,13,1,0,0,0,0,536.1,39,2.7058824,4.5,25,2,203,72,.3546798
"540","2013",3,3,3,0,0,1,3,0,0,2,0,0,0,1,0,0,.33333333,1,0,0,.66666667,0,0,0,5.8,0,3,0,0,0,0,0,17.4,3,78,10,1,0,28,21,.75
"541","2013",4,4,4,0,0,1,4,0,0,3,0,0,0,1,0,0,.25,1,0,0,.75,0,0,0,4.6,0,3,0,0,0,0,0,18.4,4,253,9.6666667,1,0,97,7,.07216495
"542","2013",2,2,2,0,0,1,2,0,0,1,0,0,0,1,0,0,.5,1,0,0,.5,0,0,0,3.85,0,2,0,0,0,0,0,7.7,2,188,20,0,0,96,33,.34375
"543","2013",2,2,2,0,0,1,2,0,0,1,0,0,0,1,0,0,.5,1,0,0,.5,0,0,0,12.4,0,1,0,0,0,0,0,24.8,2,432,18,0,0,81,20,.24691358
"544","2013",9,6,6,0,0,6,6,1,0,0,0,2,0,1,0,0,1,.66666667,.16666667,0,0,0,.33333333,0,21.166667,0,2,0,0,0,0,0,127,6,75.833333,0,4,0,86,11,.12790698
"545","2013",48,45,45,0,0,43,45,2,0,2,0,1,0,1,0,0,.95555556,.9375,.04444444,0,.04444444,0,.02222222,0,10.722222,0,22,0,0,0,0,0,482.5,45,13.395349,17,29,0,103,0,0
"546","2013",2,2,2,0,0,1,2,0,0,1,0,0,0,1,0,0,.5,1,0,0,.5,0,0,0,11.95,0,0,0,0,0,0,0,23.9,2,61,12,1,0,48,27,.5625
"547","2013",,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,56,0,0
"548","2013",14,12.5,13,0,0,10.5,13,1,0,2,0,0,0,1,0,0,.84,.92857143,.08,0,.16,0,0,0,8.8153846,0,5,0,0,0,0,0,114.6,13,19.52381,9.5,7,0,76,5,.06578947
"549","2013",7,5,5,0,0,4,5,1,0,1,0,1,0,1,0,0,.8,.71428571,.2,0,.2,0,.2,0,10.82,0,0,0,0,0,0,0,54.1,5,11.5,9,3,0,24,13,.54166667
"551","2013",6,6,6,0,0,3,6,0,0,3,0,0,0,1,0,0,.5,1,0,0,.5,0,0,0,6.95,0,3,0,0,0,0,0,41.7,6,282.33333,20,0,0,20,3,.15
"554","2013",4,4,4,0,0,1,4,0,0,3,0,0,0,1,0,0,.25,1,0,0,.75,0,0,0,4.6,0,3,0,0,0,0,0,18.4,4,482,7,1,0,94,5,.05319149
"556","2013",3,2,2,0,0,2,2,1,0,0,0,0,0,1,0,0,1,.66666667,.5,0,0,0,0,0,24.5,0,0,0,0,0,0,0,49,2,18,0,1,0,7,7,1
"557","2013",13,11.7,12,0,0,9.7,12,1,0,2,0,0,0,1,0,0,.82905983,.92307692,.08547009,0,.17094017,0,0,0,7.8583333,0,6,0,0,0,0,0,94.3,12,21.752577,12,5,0,56,9,.16071429
"560","2013",3,3,3,0,0,1,3,0,0,2,0,0,0,1,0,0,.33333333,1,0,0,.66666667,0,0,0,7.5666667,0,0,0,0,0,0,0,22.7,3,143,9.5,1,0,53,0,0
"561","2013",37,34.1,35,0,0,29.1,35,0,0,5,0,1.4,0,1,0,0,.85337243,.94594595,0,0,.14662757,0,.04105572,0,9.7171429,0,15,0,0,0,0,0,340.1,35,17.353952,8,19,0,150,50,.33333333
"562","2013",9,7.5,8,0,0,5.5,8,1,0,2,0,0,0,1,0,0,.73333333,.88888889,.13333333,0,.26666667,0,0,0,15.5375,0,4,0,0,0,0,0,124.3,8,47.272727,13,5,0,83,35,.42168675
"563","2013",1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,1,0,4,0,0,62,27,.43548387
"564","2013",,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,74,34,.45945946
"565","2013",1,.5,1,0,0,0,1,0,0,.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,0,0,0,20,1,0,12,0,0,26,0,0
"566","2013",1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,4,1,0,10,0,0,77,40,.51948052
"567","2013",,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,
"999","2013",,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,
"100","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,.027
"100","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,.025
"101","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,.04
"101","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0
"102","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0
"102","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0
"103","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,30,.411
"103","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,33,.5
"104","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,0,0
"104","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2,.0212766
"105","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,21,.1228
"105","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,22,.14012739
"106","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,41,.1175
"106","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,35,.10086455
"107","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,.0323
"107","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0
"108","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0
"108","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,.03703704
"109","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"109","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0
"110","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,52,.486
"110","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,24,.23529412
"111","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"111","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0
"112","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,.0256
"112","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,.05
"113","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,.08
"113","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,.04347826
"114","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0
"114","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,.03571429
"115","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,28,.1256
"115","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,39,.19211823
"116","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,7,.0432
"116","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,3,.01694915
"117","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,.0769
"117","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,.03846154
"118","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,53,.1661
"118","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,31,.09567901
"119","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,18,.0776
"119","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,7,.03211009
"120","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"120","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0
"121","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,0,0
"121","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,.02702703
"122","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0
"122","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0
"123","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0
"123","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0
"124","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0
"124","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0
"125","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,.0909
"125","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0
"126","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,5,.018
"126","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,20,.07117438
"127","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"127","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0
"128","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"128","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"129","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0
"129","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0
"130","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"130","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"131","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,.0345
"131","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,.07407407
"132","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,.1429
"133","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0
"133","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0
"134","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"134","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"135","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0
"135","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,.03448276
"136","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,0
"136","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,.02631579
"137","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0
"137","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,.03448276
"138","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,51,.1584
"138","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,52,.1656051
"139","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,29,.1551
"139","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,30,.17142857
"140","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0
"140","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,.04
"141","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"141","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"142","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0
"142","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,0
"143","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0
"143","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,.04545455
"145","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0
"145","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0
"146","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,51,.1694
"146","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,37,.11783439
"147","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0
"147","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,.04545455
"148","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,69,.2604
"148","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,72,.30379747
"149","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,.0769
"149","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0
"150","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0
"150","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0
"152","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,62,.2255
"152","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,48,.17582418
"153","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0
"153","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,.03125
"154","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,25,.1012
"154","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,37,.12542373
"155","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,0
"155","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"200","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0
"200","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"201","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,23,.1411
"201","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,24,.14371257
"202","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,49,.1713
"202","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,35,.12681159
"203","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,0
"203","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,0
"204","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,20,.1111
"204","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,17,.0880829
"206","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0
"206","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0
"207","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,6,.1071
"207","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,1,.01612903
"208","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0
"208","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,0,0
"209","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0
"209","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0
"210","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,0
"210","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0
"211","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,.0333
"211","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0
"212","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0
"212","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,0
"214","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,91,.1869
"214","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,90,.19522777
"215","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0
"215","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,.03125
"216","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,53,.105
"216","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501,49,.09780439
"217","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,.0323
"217","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,0
"218","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,43,.0966
"218","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,49,.1069869
"219","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,15,.0893
"219","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,8,.04469274
"220","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0
"220","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,.06666667
"221","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,.0541
"221","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,.02564103
"222","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,.027
"222","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,.04761905
"223","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0
"223","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0
"224","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,21,.0871
"224","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,14,.05511811
"225","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,0
"225","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,0
"226","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,.0794
"226","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0
"227","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,.08
"227","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0
"228","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0
"228","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0
"229","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,.0667
"229","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,.02857143
"230","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266,83,.312
"230","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,33,.1352459
"231","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,0
"231","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,.03333333
"232","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,49,.2552
"232","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,26,.14772727
"233","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,.0333
"233","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0
"234","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0
"234","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,0
"235","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,.037
"235","2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,0
"236","2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,.0286
