SchCode,Year,SubgroupCode,GoingCountN,GoingTotalD,GoingRate,CreditCountN,CreditTotalD,CreditRate
421,2013,9,5,7,0.714285714,0,0,-1
421,2013,10,13,35,0.371428571,5,7,0.714285714
421,2013,11,29,36,0.805555556,5,22,0.227272727
421,2013,16,11,15,0.733333333,1,5,0.2
421,2013,17,26,48,0.541666667,9,24,0.375
421,2013,19,0,0,-1,0,0,-1
435,2013,1,159,246,0.646341463,50,112,0.446428571
435,2013,2,56,93,0.602150538,15,35,0.428571429
435,2013,3,11,26,0.423076923,2,5,0.4
435,2013,4,0,3,0,0,1,0
435,2013,6,3,6,0.5,0,0,-1
435,2013,7,7,10,0.7,0,1,0
435,2013,8,2,3,0.666666667,1,2,0.5
435,2013,9,57,91,0.626373626,20,40,0.5
435,2013,10,73,122,0.598360656,20,48,0.416666667
435,2013,11,86,124,0.693548387,30,64,0.46875
435,2013,16,45,59,0.762711864,14,29,0.482758621
435,2013,17,39,62,0.629032258,11,31,0.35483871
435,2013,19,6,15,0.4,4,9,0.444444444
455,2013,1,154,235,0.655319149,42,95,0.442105263
455,2013,2,48,91,0.527472527,14,32,0.4375
455,2013,3,5,24,0.208333333,1,3,0.333333333
455,2013,4,3,8,0.375,3,5,0.6
455,2013,6,2,2,1,2,2,1
455,2013,7,5,6,0.833333333,1,4,0.25
455,2013,8,1,1,1,1,1,1
455,2013,9,35,57,0.614035088,11,23,0.47826087
455,2013,10,78,135,0.577777778,13,39,0.333333333
455,2013,11,76,100,0.76,29,56,0.517857143
455,2013,16,60,84,0.714285714,17,30,0.566666667
455,2013,17,38,69,0.550724638,10,29,0.344827586
455,2013,19,13,16,0.8125,0,6,0
456,2013,1,182,254,0.716535433,46,97,0.474226804
456,2013,2,40,75,0.533333333,10,25,0.4
456,2013,3,7,17,0.411764706,0,4,0
456,2013,4,4,9,0.444444444,1,2,0.5
456,2013,6,1,1,1,0,0,-1
456,2013,7,0,3,0,1,1,1
456,2013,8,0,0,-1,0,0,-1
456,2013,9,31,47,0.659574468,6,16,0.375
456,2013,10,95,143,0.664335664,18,44,0.409090909
456,2013,11,87,111,0.783783784,28,53,0.528301887
456,2013,16,116,141,0.822695035,27,49,0.551020408
456,2013,17,34,62,0.548387097,4,20,0.2
456,2013,19,0,0,-1,8,11,0.727272727
461,2013,1,0,0,-1,0,0,-1
461,2013,2,0,0,-1,0,0,-1
461,2013,3,0,0,-1,0,0,-1
461,2013,4,0,0,-1,0,0,-1
461,2013,6,0,0,-1,0,0,-1
461,2013,7,0,0,-1,0,0,-1
461,2013,8,0,0,-1,0,0,-1
461,2013,9,0,0,-1,0,0,-1
461,2013,10,0,0,-1,0,0,-1
461,2013,11,0,0,-1,0,0,-1
461,2013,16,0,0,-1,0,0,-1
461,2013,17,0,0,-1,0,0,-1
461,2013,19,0,0,-1,0,0,-1
462,2013,1,115,163,0.705521472,35,73,0.479452055
462,2013,2,38,60,0.633333333,9,21,0.428571429
462,2013,3,4,13,0.307692308,2,8,0.25
462,2013,4,3,5,0.6,0,1,0
462,2013,6,0,1,0,0,0,-1
462,2013,7,6,8,0.75,0,2,0
462,2013,8,1,1,1,0,0,-1
462,2013,9,14,17,0.823529412,6,7,0.857142857
462,2013,10,55,87,0.632183908,14,35,0.4
462,2013,11,60,76,0.789473684,21,38,0.552631579
462,2013,16,53,62,0.85483871,19,35,0.542857143
462,2013,17,37,69,0.536231884,4,19,0.210526316
462,2013,19,4,5,0.8,6,10,0.6
466,2013,1,0,0,-1,0,3,0
466,2013,2,0,0,-1,0,3,0
466,2013,3,0,0,-1,0,0,-1
466,2013,4,0,0,-1,0,3,0
466,2013,6,0,0,-1,0,0,-1
466,2013,7,0,0,-1,0,0,-1
466,2013,8,0,0,-1,0,0,-1
466,2013,9,0,0,-1,0,0,-1
466,2013,10,0,0,-1,0,0,-1
466,2013,11,0,0,-1,0,3,0
466,2013,16,0,0,-1,0,0,-1
466,2013,17,0,0,-1,0,3,0
466,2013,19,0,0,-1,0,0,-1
470,2013,1,2,2,1,1,1,1
470,2013,2,1,1,1,0,0,-1
470,2013,3,2,2,1,1,1,1
470,2013,4,0,0,-1,0,0,-1
470,2013,6,0,0,-1,0,0,-1
470,2013,7,0,0,-1,0,0,-1
470,2013,8,0,0,-1,0,0,-1
470,2013,9,1,1,1,0,0,-1
470,2013,10,2,2,1,1,1,1
470,2013,11,0,0,-1,0,0,-1
470,2013,16,0,0,-1,1,1,1
470,2013,17,1,1,1,0,0,-1
470,2013,19,0,0,-1,0,0,-1
475,2013,1,4,19,0.210526316,0,1,0
475,2013,2,0,8,0,0,0,-1
475,2013,3,2,7,0.285714286,0,0,-1
475,2013,4,0,1,0,0,0,-1
475,2013,6,0,0,-1,0,0,-1
475,2013,7,0,0,-1,0,0,-1
475,2013,8,0,0,-1,0,0,-1
475,2013,9,1,3,0.333333333,0,0,-1
475,2013,10,3,16,0.1875,0,1,0
475,2013,11,1,3,0.333333333,0,0,-1
475,2013,16,0,1,0,0,0,-1
475,2013,17,2,13,0.153846154,0,1,0
475,2013,19,1,2,0.5,0,0,-1
540,2013,1,2,8,0.25,0,1,0
540,2013,2,1,4,0.25,0,0,-1
540,2013,3,0,3,0,0,0,-1
540,2013,4,0,0,-1,0,0,-1
540,2013,6,0,0,-1,0,0,-1
540,2013,7,0,0,-1,0,0,-1
540,2013,8,0,0,-1,0,0,-1
540,2013,9,1,2,0.5,0,0,-1
540,2013,10,2,5,0.4,0,0,-1
540,2013,11,0,3,0,0,1,0
540,2013,16,0,0,-1,0,0,-1
540,2013,17,1,6,0.166666667,0,1,0
540,2013,19,0,0,-1,0,0,-1
542,2013,1,8,17,0.470588235,1,3,0.333333333
542,2013,2,4,7,0.571428571,0,0,-1
542,2013,3,2,2,1,0,0,-1
542,2013,4,0,0,-1,0,0,-1
542,2013,6,0,0,-1,0,1,0
542,2013,7,0,0,-1,0,0,-1
542,2013,8,0,0,-1,0,0,-1
542,2013,9,1,2,0.5,0,0,-1
542,2013,10,5,10,0.5,1,2,0.5
542,2013,11,3,7,0.428571429,0,1,0
542,2013,16,1,2,0.5,1,1,1
542,2013,17,6,13,0.461538462,0,1,0
542,2013,19,0,0,-1,0,0,-1
543,2013,1,45,50,0.9,19,22,0.863636364
543,2013,2,3,3,1,2,2,1
543,2013,3,0,0,-1,0,0,-1
543,2013,4,0,0,-1,1,1,1
543,2013,6,3,3,1,1,1,1
543,2013,7,0,1,0,0,0,-1
543,2013,8,0,0,-1,0,0,-1
543,2013,9,3,4,0.75,2,2,1
543,2013,10,18,21,0.857142857,8,9,0.888888889
543,2013,11,27,29,0.931034483,11,13,0.846153846
543,2013,16,21,22,0.954545455,7,8,0.875
543,2013,17,12,14,0.857142857,3,3,1
543,2013,19,6,6,1,6,8,0.75
544,2013,1,34,44,0.772727273,8,20,0.4
544,2013,2,1,2,0.5,0,0,-1
544,2013,3,0,0,-1,0,0,-1
544,2013,4,0,0,-1,0,0,-1
544,2013,6,0,0,-1,0,0,-1
544,2013,7,2,2,1,1,1,1
544,2013,8,0,0,-1,0,0,-1
544,2013,9,8,12,0.666666667,3,5,0.6
544,2013,10,8,13,0.615384615,3,11,0.272727273
544,2013,11,26,31,0.838709677,5,9,0.555555556
544,2013,16,10,12,0.833333333,1,7,0.142857143
544,2013,17,14,17,0.823529412,2,6,0.333333333
544,2013,19,0,1,0,1,1,1
546,2013,1,1,1,1,3,7,0.428571429
546,2013,2,0,0,-1,1,2,0.5
546,2013,3,0,0,-1,0,0,-1
546,2013,4,0,0,-1,0,0,-1
546,2013,6,0,0,-1,0,0,-1
546,2013,7,0,0,-1,0,0,-1
546,2013,8,0,0,-1,0,0,-1
546,2013,9,0,0,-1,2,3,0.666666667
546,2013,10,0,0,-1,2,3,0.666666667
546,2013,11,1,1,1,1,4,0.25
546,2013,16,0,0,-1,0,0,-1
546,2013,17,1,1,1,1,4,0.25
546,2013,19,0,0,-1,0,0,-1
547,2013,1,0,2,0,4,7,0.571428571
547,2013,2,0,1,0,1,2,0.5
547,2013,3,0,0,-1,0,0,-1
547,2013,4,0,0,-1,0,0,-1
547,2013,6,0,0,-1,0,0,-1
547,2013,7,0,0,-1,0,0,-1
547,2013,8,0,0,-1,0,0,-1
547,2013,9,0,0,-1,0,0,-1
547,2013,10,0,0,-1,1,3,0.333333333
547,2013,11,0,2,0,3,4,0.75
547,2013,16,0,0,-1,0,0,-1
547,2013,17,0,2,0,4,7,0.571428571
547,2013,19,0,0,-1,0,0,-1
549,2013,1,2,4,0.5,0,3,0
549,2013,2,0,1,0,0,3,0
549,2013,3,0,0,-1,0,0,-1
549,2013,4,0,0,-1,0,0,-1
549,2013,6,0,0,-1,0,0,-1
549,2013,7,0,0,-1,0,0,-1
549,2013,8,0,0,-1,0,0,-1
549,2013,9,0,0,-1,0,0,-1
549,2013,10,2,2,1,0,2,0
549,2013,11,0,2,0,0,1,0
549,2013,16,0,0,-1,0,0,-1
549,2013,17,2,4,0.5,0,3,0
549,2013,19,0,0,-1,0,0,-1
551,2013,1,2,4,0.5,0,0,-1
551,2013,2,0,0,-1,0,0,-1
551,2013,3,0,0,-1,0,0,-1
551,2013,4,0,0,-1,0,0,-1
551,2013,6,0,0,-1,0,0,-1
551,2013,7,0,0,-1,0,0,-1
551,2013,8,0,0,-1,0,0,-1
551,2013,9,2,4,0.5,0,0,-1
551,2013,10,2,4,0.5,0,0,-1
551,2013,11,0,0,-1,0,0,-1
551,2013,16,0,0,-1,0,0,-1
551,2013,17,0,0,-1,0,0,-1
551,2013,19,0,0,-1,0,0,-1
554,2013,1,19,31,0.612903226,11,20,0.55
554,2013,2,3,6,0.5,4,9,0.444444444
554,2013,3,4,5,0.8,0,5,0
554,2013,4,0,0,-1,0,0,-1
554,2013,6,0,0,-1,0,0,-1
554,2013,7,1,1,1,1,1,1
554,2013,8,0,0,-1,0,0,-1
554,2013,9,16,22,0.727272727,7,12,0.583333333
554,2013,10,6,12,0.5,2,8,0.25
554,2013,11,13,19,0.684210526,9,12,0.75
554,2013,16,0,2,0,1,1,1
554,2013,17,2,5,0.4,2,5,0.4
554,2013,19,0,1,0,0,1,0
556,2013,1,0,0,-1,0,0,-1
556,2013,2,0,0,-1,0,0,-1
556,2013,3,0,0,-1,0,0,-1
556,2013,4,0,0,-1,0,0,-1
556,2013,6,0,0,-1,0,0,-1
556,2013,7,0,0,-1,0,0,-1
556,2013,8,0,0,-1,0,0,-1
556,2013,9,0,0,-1,0,0,-1
556,2013,10,0,0,-1,0,0,-1
556,2013,11,0,0,-1,0,0,-1
556,2013,16,0,0,-1,0,0,-1
556,2013,17,0,0,-1,0,0,-1
556,2013,19,0,0,-1,0,0,-1
557,2013,1,4,9,0.444444444,0,2,0
557,2013,2,4,6,0.666666667,0,2,0
557,2013,3,0,0,-1,0,0,-1
557,2013,4,0,0,-1,0,0,-1
557,2013,6,0,0,-1,0,0,-1
557,2013,7,0,0,-1,0,0,-1
557,2013,8,0,0,-1,0,0,-1
557,2013,9,0,1,0,0,1,0
557,2013,10,3,7,0.428571429,0,1,0
557,2013,11,1,2,0.5,0,1,0
557,2013,16,0,0,-1,0,0,-1
557,2013,17,4,8,0.5,0,1,0
557,2013,19,0,0,-1,0,0,-1
561,2013,1,14,25,0.56,12,32,0.375
561,2013,2,5,8,0.625,6,20,0.3
561,2013,3,1,1,1,0,2,0
561,2013,4,1,1,1,0,0,-1
561,2013,6,1,1,1,0,0,-1
561,2013,7,1,1,1,0,0,-1
561,2013,8,0,0,-1,2,8,0.25
561,2013,9,9,16,0.5625,10,15,0.666666667
561,2013,10,9,13,0.692307692,6,12,0.5
561,2013,11,5,12,0.416666667,6,20,0.3
561,2013,16,2,2,1,0,2,0
561,2013,17,1,5,0.2,0,6,0
561,2013,19,0,0,-1,0,1,0
564,2013,1,0,0,-1,0,0,-1
564,2013,2,0,0,-1,0,0,-1
564,2013,3,0,0,-1,0,0,-1
564,2013,4,0,0,-1,0,0,-1
564,2013,6,0,0,-1,0,0,-1
564,2013,7,0,0,-1,0,0,-1
564,2013,8,0,0,-1,0,0,-1
564,2013,9,0,0,-1,0,0,-1
564,2013,10,0,0,-1,0,0,-1
564,2013,11,0,0,-1,0,0,-1
564,2013,16,0,0,-1,0,0,-1
564,2013,17,0,0,-1,0,0,-1
564,2013,19,0,0,-1,0,0,-1
565,2013,1,1,1,1,0,0,-1
565,2013,2,1,1,1,0,0,-1
565,2013,3,0,0,-1,0,0,-1
565,2013,4,0,0,-1,0,0,-1
565,2013,6,0,0,-1,0,0,-1
565,2013,7,0,0,-1,0,0,-1
565,2013,8,0,0,-1,0,0,-1
565,2013,9,0,0,-1,0,0,-1
565,2013,10,1,1,1,0,0,-1
565,2013,11,0,0,-1,0,0,-1
565,2013,16,0,0,-1,0,0,-1
565,2013,17,1,1,1,0,0,-1
565,2013,19,0,0,-1,0,0,-1
999,2013,1,7052,11127,0.633773704,2666,5126,0.52009364
999,2013,2,2268,4226,0.536677709,696,1602,0.434456929
999,2013,3,374,983,0.380467955,54,299,0.180602007
999,2013,4,290,658,0.440729483,116,229,0.506550218
999,2013,6,185,271,0.682656827,29,63,0.46031746
999,2013,7,221,391,0.565217391,50,112,0.446428571
999,2013,8,26,44,0.590909091,13,28,0.464285714
999,2013,9,1012,1574,0.642947903,306,612,0.5
999,2013,10,3291,5673,0.580116341,1207,2408,0.501245847
999,2013,11,3761,5454,0.689585625,1459,2718,0.536791759
999,2013,16,3603,4931,0.730683431,1580,2544,0.621069182
999,2013,17,1705,3399,0.501618123,390,1177,0.331350892
999,2013,19,300,517,0.580270793,298,590,0.505084746
