SchCode,Year,SubgroupCode,GradeCode,SubjectCode,NbrActiveTested,NbrActive,PctTested,WellBelowProf,ApproachingProf,MeetsProf,ExceedsProf,NbrMeetsExceedsProf,NbrAllProf,PctProf
206,2011,1,4,M,15,15,1,0,0,11,4,15,15,1
206,2011,1,4,R,15,15,1,0,0,6,9,15,15,1
206,2012,1,4,S,0,0,-1,0,10,9,5,14,24,0.583333333
206,2012,1,3,M,22,22,1,0,3,15,4,19,22,0.863636364
206,2012,1,6,R,28,28,1,0,4,15,9,24,28,0.857142857
206,2012,1,6,M,28,28,1,1,3,17,7,24,28,0.857142857
206,2012,1,5,R,22,22,1,0,3,13,6,19,22,0.863636364
206,2012,1,5,M,22,22,1,0,5,14,3,17,22,0.772727273
206,2012,1,4,R,24,24,1,2,2,11,9,20,24,0.833333333
206,2012,1,3,R,22,22,1,0,2,8,12,20,22,0.909090909
206,2012,1,4,M,24,24,1,2,0,16,6,22,24,0.916666667
206,2013,12,99,M,0,0,-1,0,0,0,0,0,0,-1
206,2013,14,99,R,2,2,1,1,0,1,0,1,2,0.5
206,2013,11,99,R,39,39,1,0,2,23,14,37,39,0.948717949
206,2013,11,99,M,39,39,1,0,0,31,8,39,39,1
206,2013,10,99,R,52,52,1,1,2,32,17,49,52,0.942307692
206,2013,10,99,M,52,52,1,1,1,40,10,50,52,0.961538462
206,2013,12,99,R,0,0,-1,0,0,0,0,0,0,-1
206,2013,9,99,R,11,11,1,0,0,5,6,11,11,1
206,2013,13,99,M,8,8,1,0,0,6,2,8,8,1
206,2013,9,99,M,11,11,1,0,0,9,2,11,11,1
206,2013,8,99,R,1,1,1,0,0,1,0,1,1,1
206,2013,17,99,S,1,1,1,0,0,1,0,1,1,1
206,2013,14,99,M,2,2,1,1,0,1,0,1,2,0.5
206,2013,9,99,S,7,7,1,0,2,2,3,5,7,0.714285714
206,2013,16,99,S,6,6,1,0,2,4,0,4,6,0.666666667
206,2013,8,99,M,1,1,1,0,0,1,0,1,1,1
206,2013,15,99,M,18,18,1,1,1,15,1,16,18,0.888888889
206,2013,15,99,R,18,18,1,1,1,12,4,16,18,0.888888889
206,2013,16,99,M,31,31,1,0,0,24,7,31,31,1
206,2013,16,99,R,31,31,1,0,3,19,9,28,31,0.903225806
206,2013,17,99,M,3,3,1,0,0,2,1,3,3,1
206,2013,17,99,R,3,3,1,0,0,1,2,3,3,1
206,2013,18,99,M,38,38,1,1,1,29,7,36,38,0.947368421
206,2013,18,99,R,38,38,1,1,1,25,11,36,38,0.947368421
206,2013,13,99,R,8,8,1,0,2,5,1,6,8,0.75
206,2013,11,99,S,10,10,1,0,3,5,2,7,10,0.7
206,2013,15,99,S,5,5,1,0,3,2,0,2,5,0.4
206,2013,14,99,S,0,0,-1,0,0,0,0,0,0,-1
206,2013,1,99,S,24,24,1,0,7,12,5,17,24,0.708333333
206,2013,2,99,S,17,17,1,0,5,10,2,12,17,0.705882353
206,2013,3,99,S,5,5,1,0,3,2,0,2,5,0.4
206,2013,4,99,S,1,1,1,0,0,1,0,1,1,1
206,2013,5,99,S,15,15,1,0,5,8,2,10,15,0.666666667
206,2013,6,99,S,0,0,-1,0,0,0,0,0,0,-1
206,2013,7,99,S,2,2,1,0,0,2,0,2,2,1
206,2013,4,99,R,3,3,1,0,2,1,0,1,3,0.333333333
206,2013,18,99,S,9,9,1,0,3,4,2,6,9,0.666666667
206,2013,1,99,M,91,91,1,1,1,71,18,89,91,0.978021978
206,2013,12,99,S,0,0,-1,0,0,0,0,0,0,-1
206,2013,7,99,R,10,10,1,0,0,4,6,10,10,1
206,2013,10,99,S,14,14,1,0,4,7,3,10,14,0.714285714
206,2013,1,99,R,91,91,1,1,4,55,31,86,91,0.945054945
206,2013,2,99,M,60,60,1,1,1,47,11,58,60,0.966666667
206,2013,2,99,R,60,60,1,1,4,37,18,55,60,0.916666667
206,2013,3,99,M,18,18,1,1,1,15,1,16,18,0.888888889
206,2013,3,99,R,18,18,1,1,1,12,4,16,18,0.888888889
206,2013,4,99,M,3,3,1,0,0,3,0,3,3,1
206,2013,5,99,M,69,69,1,1,1,52,15,67,69,0.971014493
206,2013,5,99,R,69,69,1,1,4,45,19,64,69,0.927536232
206,2013,6,99,M,0,0,-1,0,0,0,0,0,0,-1
206,2013,6,99,R,0,0,-1,0,0,0,0,0,0,-1
206,2013,7,99,M,10,10,1,0,0,9,1,10,10,1
206,2013,13,99,S,4,4,1,0,1,3,0,3,4,0.75
206,2013,8,99,S,0,0,-1,0,0,0,0,0,0,-1
206,2013,1,4,S,24,24,1,0,7,12,5,17,24,0.708333333
206,2013,1,6,M,23,23,1,0,1,20,2,22,23,0.956521739
206,2013,1,5,M,21,21,1,0,0,16,5,21,21,1
206,2013,1,6,R,23,23,1,0,1,15,7,22,23,0.956521739
206,2013,1,4,R,24,24,1,0,0,13,11,24,24,1
206,2013,1,4,M,24,24,1,0,0,18,6,24,24,1
206,2013,1,3,R,23,23,1,1,1,16,5,21,23,0.913043478
206,2013,1,3,M,23,23,1,1,0,17,5,22,23,0.956521739
206,2013,1,5,R,21,21,1,0,2,11,8,19,21,0.904761905
207,2011,1,5,M,124,124,1,14,41,60,9,69,124,0.556451613
207,2011,1,4,M,155,156,0.993589744,12,51,79,13,92,155,0.593548387
207,2011,1,3,R,135,137,0.98540146,12,42,43,38,81,135,0.6
207,2011,1,4,R,154,156,0.987179487,6,28,66,54,120,154,0.779220779
207,2011,1,3,M,135,137,0.98540146,14,42,69,10,79,135,0.585185185
207,2011,1,5,R,124,124,1,7,36,49,32,81,124,0.653225806
207,2012,1,4,S,0,0,-1,9,63,53,8,61,133,0.458646617
207,2012,1,4,M,135,135,1,11,44,73,7,80,135,0.592592593
207,2012,1,5,R,130,130,1,3,28,54,45,99,130,0.761538462
207,2012,1,4,R,135,135,1,12,22,47,54,101,135,0.748148148
207,2012,1,3,R,157,157,1,11,35,45,66,111,157,0.707006369
207,2012,1,5,M,130,130,1,11,40,62,17,79,130,0.607692308
207,2012,1,3,M,156,157,0.993630573,7,34,87,28,115,156,0.737179487
207,2013,18,99,M,9,9,1,0,4,4,1,5,9,0.555555556
207,2013,3,99,S,16,18,0.888888889,1,8,5,2,7,16,0.4375
207,2013,5,99,S,28,28,1,1,11,12,4,16,28,0.571428571
207,2013,2,99,R,144,145,0.993103448,9,25,68,42,110,144,0.763888889
207,2013,3,99,M,46,46,1,14,20,12,0,12,46,0.260869565
207,2013,14,99,R,1,1,1,0,1,0,0,0,1,0
207,2013,18,99,R,9,9,1,0,3,4,2,6,9,0.666666667
207,2013,2,99,M,144,145,0.993103448,10,56,72,6,78,144,0.541666667
207,2013,17,99,R,26,26,1,1,4,11,10,21,26,0.807692308
207,2013,17,99,M,26,26,1,2,9,15,0,15,26,0.576923077
207,2013,16,99,R,12,12,1,0,3,7,2,9,12,0.75
207,2013,16,99,M,12,12,1,1,2,6,3,9,12,0.75
207,2013,15,99,R,48,48,1,11,20,13,4,17,48,0.354166667
207,2013,15,99,M,48,48,1,14,20,13,1,14,48,0.291666667
207,2013,3,99,R,46,46,1,11,20,11,4,15,46,0.326086957
207,2013,10,99,S,72,74,0.972972973,1,25,35,11,46,72,0.638888889
207,2013,18,99,S,3,3,1,0,1,1,1,2,3,0.666666667
207,2013,17,99,S,9,9,1,1,3,4,1,5,9,0.555555556
207,2013,16,99,S,3,3,1,0,1,2,0,2,3,0.666666667
207,2013,15,99,S,16,18,0.888888889,1,8,5,2,7,16,0.4375
207,2013,14,99,S,0,0,-1,0,0,0,0,0,0,-1
207,2013,13,99,S,2,2,1,0,0,2,0,2,2,1
207,2013,2,99,S,46,48,0.958333333,1,23,20,2,22,46,0.47826087
207,2013,11,99,S,52,55,0.945454545,1,21,28,2,30,52,0.576923077
207,2013,1,99,S,124,129,0.96124031,2,46,63,13,76,124,0.612903226
207,2013,9,99,S,56,58,0.965517241,1,17,31,7,38,56,0.678571429
207,2013,8,99,S,1,1,1,0,1,0,0,0,1,0
207,2013,6,99,R,64,66,0.96969697,5,14,29,16,45,64,0.703125
207,2013,1,99,M,382,387,0.987080103,28,125,200,29,229,382,0.59947644
207,2013,1,99,R,383,387,0.989664083,21,68,150,144,294,383,0.767624021
207,2013,6,99,S,21,23,0.913043478,0,12,8,1,9,21,0.428571429
207,2013,4,99,S,1,1,1,0,0,1,0,1,1,1
207,2013,12,99,S,1,1,1,0,0,1,0,1,1,1
207,2013,9,99,R,162,164,0.987804878,8,21,58,75,133,162,0.820987654
207,2013,7,99,R,75,75,1,5,15,30,25,55,75,0.733333333
207,2013,4,99,M,7,7,1,2,4,1,0,1,7,0.142857143
207,2013,14,99,M,1,1,1,1,0,0,0,0,1,0
207,2013,5,99,M,78,78,1,6,22,43,7,50,78,0.641025641
207,2013,8,99,M,4,4,1,0,2,2,0,2,4,0.5
207,2013,11,99,M,183,185,0.989189189,17,61,93,12,105,183,0.573770492
207,2013,7,99,M,74,75,0.986666667,4,33,34,3,37,74,0.5
207,2013,6,99,M,64,66,0.96969697,9,29,26,0,26,64,0.40625
207,2013,5,99,R,78,78,1,3,17,30,28,58,78,0.743589744
207,2013,10,99,M,199,202,0.985148515,11,64,107,17,124,199,0.623115578
207,2013,9,99,M,162,164,0.987804878,9,39,95,19,114,162,0.703703704
207,2013,11,99,R,183,185,0.989189189,11,33,66,73,139,183,0.759562842
207,2013,13,99,R,17,17,1,2,5,5,5,10,17,0.588235294
207,2013,4,99,R,7,7,1,2,2,1,2,3,7,0.428571429
207,2013,13,99,M,17,17,1,2,9,5,1,6,17,0.352941176
207,2013,12,99,R,1,1,1,0,0,0,1,1,1,1
207,2013,8,99,R,4,4,1,0,1,3,0,3,4,0.75
207,2013,12,99,M,1,1,1,0,0,1,0,1,1,1
207,2013,10,99,R,200,202,0.99009901,10,35,84,71,155,200,0.775
207,2013,1,5,M,132,133,0.992481203,6,61,61,4,65,132,0.492424242
207,2013,1,5,R,132,133,0.992481203,8,24,63,37,100,132,0.757575758
207,2013,1,4,S,124,129,0.96124031,2,46,63,13,76,124,0.612903226
207,2013,1,4,R,127,129,0.984496124,7,22,42,56,98,127,0.771653543
207,2013,1,4,M,126,129,0.976744186,9,33,74,10,84,126,0.666666667
207,2013,1,3,M,124,125,0.992,13,31,65,15,80,124,0.64516129
207,2013,1,3,R,124,125,0.992,6,22,45,51,96,124,0.774193548
207,2013,7,99,S,18,19,0.947368421,0,5,12,1,13,18,0.722222222
208,2011,1,3,R,89,90,0.988888889,3,13,35,38,73,89,0.820224719
208,2011,1,5,R,78,78,1,6,8,36,28,64,78,0.820512821
208,2011,1,3,M,89,90,0.988888889,5,16,53,15,68,89,0.764044944
208,2011,1,5,M,78,78,1,6,13,44,15,59,78,0.756410256
208,2011,1,4,R,77,77,1,5,8,29,35,64,77,0.831168831
208,2011,1,4,M,77,77,1,6,15,48,8,56,77,0.727272727
208,2012,1,4,S,0,0,-1,3,37,36,6,42,82,0.512195122
208,2012,1,5,R,77,77,1,4,7,44,22,66,77,0.857142857
208,2012,1,5,M,77,77,1,6,9,47,15,62,77,0.805194805
208,2012,1,4,R,82,83,0.987951807,4,15,33,30,63,82,0.768292683
208,2012,1,4,M,82,83,0.987951807,7,21,48,6,54,82,0.658536585
208,2012,1,3,M,80,80,1,5,13,51,11,62,80,0.775
208,2012,1,3,R,80,80,1,3,9,30,38,68,80,0.85
208,2013,17,99,R,10,10,1,2,3,3,2,5,10,0.5
208,2013,18,99,M,23,23,1,0,7,15,1,16,23,0.695652174
208,2013,17,99,M,10,10,1,2,3,5,0,5,10,0.5
208,2013,16,99,R,133,133,1,7,17,65,44,109,133,0.819548872
208,2013,16,99,M,133,133,1,11,24,76,22,98,133,0.736842105
208,2013,15,99,R,29,30,0.966666667,8,10,8,3,11,29,0.379310345
208,2013,15,99,M,30,30,1,13,8,8,1,9,30,0.3
208,2013,11,99,R,124,125,0.992,5,12,52,55,107,124,0.862903226
208,2013,14,99,M,3,3,1,1,0,2,0,2,3,0.666666667
208,2013,13,99,R,27,27,1,3,6,14,4,18,27,0.666666667
208,2013,13,99,M,27,27,1,6,8,11,2,13,27,0.481481481
208,2013,12,99,R,0,0,-1,0,0,0,0,0,0,-1
208,2013,12,99,M,0,0,-1,0,0,0,0,0,0,-1
208,2013,18,99,R,23,23,1,0,6,10,7,17,23,0.739130435
208,2013,14,99,R,2,3,0.666666667,0,1,1,0,1,2,0.5
208,2013,2,99,S,54,54,1,2,19,32,1,33,54,0.611111111
208,2013,4,99,M,9,9,1,6,3,0,0,0,9,0
208,2013,17,99,S,0,0,-1,0,0,0,0,0,0,-1
208,2013,15,99,S,9,9,1,2,4,2,1,3,9,0.333333333
208,2013,3,99,R,28,29,0.965517241,8,10,7,3,10,28,0.357142857
208,2013,5,99,R,167,167,1,10,26,78,53,131,167,0.784431138
208,2013,18,99,S,8,8,1,1,2,4,1,5,8,0.625
208,2013,4,99,R,9,9,1,3,4,2,0,2,9,0.222222222
208,2013,2,99,M,165,165,1,17,38,94,16,110,165,0.666666667
208,2013,10,99,R,125,125,1,6,25,60,34,94,125,0.752
208,2013,12,99,S,0,0,-1,0,0,0,0,0,0,-1
208,2013,1,99,S,83,84,0.988095238,2,30,48,3,51,83,0.614457831
208,2013,5,99,M,167,167,1,14,34,96,23,119,167,0.71257485
208,2013,3,99,S,9,9,1,2,4,2,1,3,9,0.333333333
208,2013,14,99,S,0,0,-1,0,0,0,0,0,0,-1
208,2013,5,99,S,52,53,0.981132075,2,17,31,2,33,52,0.634615385
208,2013,9,99,S,19,19,1,0,7,11,1,12,19,0.631578947
208,2013,2,99,R,164,165,0.993939394,10,28,72,54,126,164,0.768292683
208,2013,1,99,M,250,250,1,21,51,147,31,178,250,0.712
208,2013,10,99,S,45,46,0.97826087,0,20,24,1,25,45,0.555555556
208,2013,6,99,M,10,10,1,0,4,5,1,6,10,0.6
208,2013,3,99,M,29,29,1,13,8,7,1,8,29,0.275862069
208,2013,6,99,R,10,10,1,0,1,5,4,9,10,0.9
208,2013,4,99,S,4,5,0.8,0,3,1,0,1,4,0.25
208,2013,13,99,S,10,11,0.909090909,0,4,6,0,6,10,0.6
208,2013,6,99,S,6,6,1,0,5,1,0,1,6,0.166666667
208,2013,7,99,R,21,21,1,0,5,7,9,16,21,0.761904762
208,2013,10,99,M,125,125,1,13,29,72,11,83,125,0.664
208,2013,8,99,M,0,0,-1,0,0,0,0,0,0,-1
208,2013,8,99,R,0,0,-1,0,0,0,0,0,0,-1
208,2013,8,99,S,0,0,-1,0,0,0,0,0,0,-1
208,2013,9,99,M,52,52,1,5,8,33,6,39,52,0.75
208,2013,9,99,R,51,52,0.980769231,1,5,22,23,45,51,0.882352941
208,2013,7,99,S,6,6,1,0,1,5,0,5,6,0.833333333
208,2013,1,99,R,249,250,0.996,11,37,112,89,201,249,0.807228916
208,2013,11,99,S,38,38,1,2,10,24,2,26,38,0.684210526
208,2013,7,99,M,21,21,1,2,5,13,1,14,21,0.666666667
208,2013,16,99,S,43,44,0.977272727,1,14,27,1,28,43,0.651162791
208,2013,1,5,M,79,79,1,7,15,42,15,57,79,0.721518987
208,2013,1,3,R,86,87,0.988505747,4,12,39,31,70,86,0.813953488
208,2013,1,5,R,79,79,1,6,11,41,21,62,79,0.784810127
208,2013,1,3,M,87,87,1,9,13,56,9,65,87,0.747126437
208,2013,1,4,M,84,84,1,5,23,49,7,56,84,0.666666667
208,2013,1,4,R,84,84,1,1,14,32,37,69,84,0.821428571
208,2013,1,4,S,83,84,0.988095238,2,30,48,3,51,83,0.614457831
208,2013,11,99,M,125,125,1,8,22,75,20,95,125,0.76
209,2011,1,3,R,76,77,0.987012987,4,4,17,51,68,76,0.894736842
209,2011,1,6,R,48,48,1,0,3,13,32,45,48,0.9375
209,2011,1,6,M,48,48,1,1,8,26,13,39,48,0.8125
209,2011,1,5,R,74,74,1,3,10,24,37,61,74,0.824324324
209,2011,1,5,M,74,74,1,5,15,33,21,54,74,0.72972973
209,2011,1,4,R,83,83,1,4,2,17,60,77,83,0.927710843
209,2011,1,4,M,83,83,1,3,9,45,26,71,83,0.855421687
209,2011,1,3,M,77,77,1,3,7,40,27,67,77,0.87012987
209,2012,1,4,S,0,0,-1,1,15,35,13,48,64,0.75
209,2012,1,6,M,61,62,0.983870968,4,8,27,22,49,61,0.803278689
209,2012,1,5,R,88,88,1,1,5,30,52,82,88,0.931818182
209,2012,1,5,M,88,88,1,5,9,52,22,74,88,0.840909091
209,2012,1,4,R,64,64,1,4,5,14,41,55,64,0.859375
209,2012,1,4,M,64,64,1,3,7,30,24,54,64,0.84375
209,2012,1,3,M,114,115,0.991304348,6,17,70,21,91,114,0.798245614
209,2012,1,6,R,61,62,0.983870968,1,4,23,33,56,61,0.918032787
209,2012,1,3,R,111,115,0.965217391,2,14,26,69,95,111,0.855855856
209,2013,13,99,R,8,8,1,2,4,1,1,2,8,0.25
209,2013,13,99,M,8,8,1,2,3,3,0,3,8,0.375
209,2013,12,99,R,0,0,-1,0,0,0,0,0,0,-1
209,2013,12,99,M,0,0,-1,0,0,0,0,0,0,-1
209,2013,18,99,M,2,2,1,0,0,1,1,2,2,1
209,2013,11,99,M,144,144,1,0,17,68,59,127,144,0.881944444
209,2013,16,99,M,29,29,1,2,3,16,8,24,29,0.827586207
209,2013,10,99,R,177,178,0.994382022,3,15,46,113,159,177,0.898305085
209,2013,11,99,R,143,144,0.993055556,0,9,30,104,134,143,0.937062937
209,2013,14,99,M,0,0,-1,0,0,0,0,0,0,-1
209,2013,14,99,R,0,0,-1,0,0,0,0,0,0,-1
209,2013,15,99,R,46,47,0.978723404,1,15,8,22,30,46,0.652173913
209,2013,16,99,R,29,29,1,2,5,10,12,22,29,0.75862069
209,2013,17,99,M,6,6,1,0,0,5,1,6,6,1
209,2013,17,99,R,6,6,1,0,0,4,2,6,6,1
209,2013,10,99,M,177,178,0.994382022,7,16,84,70,154,177,0.870056497
209,2013,4,99,M,3,3,1,2,1,0,0,0,3,0
209,2013,15,99,M,46,47,0.978723404,5,12,24,5,29,46,0.630434783
209,2013,4,99,R,3,3,1,2,1,0,0,0,3,0
209,2013,18,99,R,2,2,1,0,0,0,2,2,2,1
209,2013,1,99,M,321,322,0.99689441,7,33,152,129,281,321,0.875389408
209,2013,1,99,R,320,322,0.99378882,3,24,76,217,293,320,0.915625
209,2013,2,99,M,33,33,1,0,6,18,9,27,33,0.818181818
209,2013,2,99,R,33,33,1,0,7,10,16,26,33,0.787878788
209,2013,3,99,M,38,39,0.974358974,5,12,17,4,21,38,0.552631579
209,2013,5,99,M,61,61,1,3,9,29,20,49,61,0.803278689
209,2013,5,99,R,61,61,1,2,10,16,33,49,61,0.803278689
209,2013,9,99,R,207,209,0.990430622,0,11,38,158,196,207,0.946859903
209,2013,6,99,M,14,14,1,2,2,7,3,10,14,0.714285714
209,2013,6,99,R,14,14,1,1,2,4,7,11,14,0.785714286
209,2013,7,99,M,38,38,1,1,2,22,13,35,38,0.921052632
209,2013,7,99,R,38,38,1,0,1,18,19,37,38,0.973684211
209,2013,8,99,M,0,0,-1,0,0,0,0,0,0,-1
209,2013,8,99,R,0,0,-1,0,0,0,0,0,0,-1
209,2013,9,99,M,208,209,0.995215311,1,20,94,93,187,208,0.899038462
209,2013,3,99,R,38,39,0.974358974,1,15,8,14,22,38,0.578947368
209,2013,7,99,S,7,7,1,0,2,5,0,5,7,0.714285714
209,2013,12,99,S,0,0,-1,0,0,0,0,0,0,-1
209,2013,1,6,R,71,72,0.986111111,1,4,26,40,66,71,0.929577465
209,2013,13,99,S,4,4,1,2,1,1,0,1,4,0.25
209,2013,4,99,S,1,1,1,1,0,0,0,0,1,0
209,2013,14,99,S,0,0,-1,0,0,0,0,0,0,-1
209,2013,6,99,S,1,1,1,0,0,1,0,1,1,1
209,2013,2,99,S,14,14,1,0,5,7,2,9,14,0.642857143
209,2013,3,99,S,19,19,1,2,7,7,3,10,19,0.526315789
209,2013,17,99,S,2,2,1,0,1,1,0,1,2,0.5
209,2013,18,99,S,1,1,1,0,0,1,0,1,1,1
209,2013,15,99,S,22,22,1,2,7,10,3,13,22,0.590909091
209,2013,1,99,S,102,102,1,3,25,58,16,74,102,0.725490196
209,2013,1,6,M,71,72,0.986111111,3,7,30,31,61,71,0.85915493
209,2013,9,99,S,69,69,1,2,14,39,14,53,69,0.768115942
209,2013,10,99,S,53,53,1,3,14,23,13,36,53,0.679245283
209,2013,16,99,S,11,11,1,1,4,6,0,6,11,0.545454545
209,2013,11,99,S,49,49,1,0,11,35,3,38,49,0.775510204
209,2013,5,99,S,25,25,1,1,9,13,2,15,25,0.6
209,2013,1,4,S,102,102,1,3,25,58,16,74,102,0.725490196
209,2013,1,5,M,57,57,1,2,6,25,24,49,57,0.859649123
209,2013,1,4,R,102,102,1,1,11,18,72,90,102,0.882352941
209,2013,1,4,M,102,102,1,2,11,64,25,89,102,0.87254902
209,2013,1,3,R,91,91,1,0,7,17,67,84,91,0.923076923
209,2013,1,3,M,91,91,1,0,9,33,49,82,91,0.901098901
209,2013,1,5,R,56,57,0.98245614,1,2,15,38,53,56,0.946428571
209,2013,8,99,S,0,0,-1,0,0,0,0,0,0,-1
210,2011,1,3,R,55,55,1,3,9,19,24,43,55,0.781818182
210,2011,1,3,M,55,55,1,6,14,30,5,35,55,0.636363636
210,2011,1,4,M,59,59,1,7,7,34,11,45,59,0.762711864
210,2011,1,4,R,59,59,1,4,8,18,29,47,59,0.796610169
210,2011,1,5,M,80,80,1,10,34,28,8,36,80,0.45
210,2011,1,5,R,80,80,1,3,25,31,21,52,80,0.65
210,2012,1,4,S,0,0,-1,6,16,34,4,38,60,0.633333333
210,2012,1,5,M,60,60,1,10,7,28,15,43,60,0.716666667
210,2012,1,3,M,85,86,0.988372093,5,27,47,6,53,85,0.623529412
210,2012,1,3,R,86,86,1,2,28,22,34,56,86,0.651162791
210,2012,1,4,R,60,60,1,2,7,26,25,51,60,0.85
210,2012,1,5,R,60,60,1,6,6,24,24,48,60,0.8
210,2012,1,4,M,60,60,1,6,11,37,6,43,60,0.716666667
210,2013,1,99,R,200,200,1,13,35,65,87,152,200,0.76
210,2013,1,99,M,200,200,1,15,49,107,29,136,200,0.68
210,2013,2,99,M,92,92,1,9,28,48,7,55,92,0.597826087
210,2013,2,99,R,92,92,1,7,20,33,32,65,92,0.706521739
210,2013,3,99,M,27,27,1,12,13,2,0,2,27,0.074074074
210,2013,3,99,R,27,27,1,11,11,4,1,5,27,0.185185185
210,2013,18,99,M,78,78,1,6,25,39,8,47,78,0.602564103
210,2013,12,99,R,0,0,-1,0,0,0,0,0,0,-1
210,2013,13,99,M,7,7,1,2,1,3,1,4,7,0.571428571
210,2013,13,99,R,7,7,1,1,3,3,0,3,7,0.428571429
210,2013,14,99,M,1,1,1,0,1,0,0,0,1,0
210,2013,14,99,R,1,1,1,1,0,0,0,0,1,0
210,2013,12,99,M,0,0,-1,0,0,0,0,0,0,-1
210,2013,15,99,M,33,33,1,12,14,7,0,7,33,0.212121212
210,2013,15,99,R,33,33,1,11,11,8,3,11,33,0.333333333
210,2013,4,99,M,2,2,1,2,0,0,0,0,2,0
210,2013,16,99,M,88,88,1,6,15,49,18,67,88,0.761363636
210,2013,16,99,R,88,88,1,5,15,27,41,68,88,0.772727273
210,2013,11,99,M,87,87,1,4,23,46,14,60,87,0.689655172
210,2013,17,99,R,9,9,1,1,2,6,0,6,9,0.666666667
210,2013,18,99,R,78,78,1,5,16,23,34,57,78,0.730769231
210,2013,17,99,M,9,9,1,1,4,3,1,4,9,0.444444444
210,2013,8,99,M,0,0,-1,0,0,0,0,0,0,-1
210,2013,5,99,M,175,175,1,13,44,93,25,118,175,0.674285714
210,2013,5,99,R,175,175,1,11,33,56,75,131,175,0.748571429
210,2013,11,99,R,87,87,1,2,13,28,44,72,87,0.827586207
210,2013,6,99,R,2,2,1,1,0,1,0,1,2,0.5
210,2013,4,99,R,2,2,1,1,1,0,0,0,2,0
210,2013,7,99,R,11,11,1,0,1,2,8,10,11,0.909090909
210,2013,6,99,M,2,2,1,1,0,1,0,1,2,0.5
210,2013,8,99,R,0,0,-1,0,0,0,0,0,0,-1
210,2013,9,99,M,12,12,1,1,3,7,1,8,12,0.666666667
210,2013,9,99,R,12,12,1,1,1,6,4,10,12,0.833333333
210,2013,10,99,M,113,113,1,11,26,61,15,76,113,0.672566372
210,2013,10,99,R,113,113,1,11,22,37,43,80,113,0.707964602
210,2013,7,99,M,11,11,1,0,2,6,3,9,11,0.818181818
210,2013,8,99,S,0,0,-1,0,0,0,0,0,0,-1
210,2013,1,5,R,55,55,1,3,7,21,24,45,55,0.818181818
210,2013,1,5,M,55,55,1,5,9,29,12,41,55,0.745454545
210,2013,11,99,S,30,30,1,1,15,10,4,14,30,0.466666667
210,2013,16,99,S,37,37,1,1,16,15,5,20,37,0.540540541
210,2013,15,99,S,13,13,1,2,7,3,1,4,13,0.307692308
210,2013,14,99,S,1,1,1,1,0,0,0,0,1,0
210,2013,13,99,S,3,3,1,1,2,0,0,0,3,0
210,2013,1,99,S,76,76,1,2,35,30,9,39,76,0.513157895
210,2013,17,99,S,3,3,1,1,1,1,0,1,3,0.333333333
210,2013,12,99,S,0,0,-1,0,0,0,0,0,0,-1
210,2013,2,99,S,32,32,1,1,16,13,2,15,32,0.46875
210,2013,18,99,S,29,29,1,0,15,11,3,14,29,0.482758621
210,2013,1,4,S,76,76,1,2,35,30,9,39,76,0.513157895
210,2013,3,99,S,11,11,1,2,6,2,1,3,11,0.272727273
210,2013,5,99,S,68,68,1,2,31,27,8,35,68,0.514705882
210,2013,10,99,S,46,46,1,1,20,20,5,25,46,0.543478261
210,2013,7,99,S,2,2,1,0,2,0,0,0,2,0
210,2013,6,99,S,2,2,1,0,1,1,0,1,2,0.5
210,2013,1,3,M,69,69,1,7,19,33,10,43,69,0.623188406
210,2013,1,4,R,76,76,1,6,15,16,39,55,76,0.723684211
210,2013,1,3,R,69,69,1,4,13,28,24,52,69,0.753623188
210,2013,9,99,S,4,4,1,0,1,2,1,3,4,0.75
210,2013,1,4,M,76,76,1,3,21,45,7,52,76,0.684210526
210,2013,4,99,S,1,1,1,1,0,0,0,0,1,0
211,2011,1,5,R,73,73,1,5,19,36,13,49,73,0.671232877
211,2011,1,5,M,73,73,1,8,22,35,8,43,73,0.589041096
211,2011,1,4,R,70,70,1,10,17,26,17,43,70,0.614285714
211,2011,1,4,M,70,70,1,9,18,34,9,43,70,0.614285714
211,2011,1,3,M,63,63,1,8,17,32,6,38,63,0.603174603
211,2011,1,3,R,63,63,1,10,19,19,15,34,63,0.53968254
211,2012,1,4,S,0,0,-1,6,25,33,7,40,71,0.563380282
211,2012,1,4,M,72,72,1,8,15,30,19,49,72,0.680555556
211,2012,1,3,R,78,78,1,4,18,25,31,56,78,0.717948718
211,2012,1,3,M,78,78,1,6,22,36,14,50,78,0.641025641
211,2012,1,5,M,60,60,1,2,14,32,12,44,60,0.733333333
211,2012,1,5,R,60,60,1,3,16,25,16,41,60,0.683333333
211,2012,1,4,R,72,72,1,5,18,20,29,49,72,0.680555556
211,2013,7,99,M,13,13,1,1,4,8,0,8,13,0.615384615
211,2013,14,99,R,5,5,1,0,1,1,3,4,5,0.8
211,2013,6,99,R,2,2,1,0,1,0,1,1,2,0.5
211,2013,7,99,R,13,13,1,3,4,2,4,6,13,0.461538462
211,2013,6,99,M,2,2,1,0,0,1,1,2,2,1
211,2013,8,99,M,0,0,-1,0,0,0,0,0,0,-1
211,2013,8,99,R,0,0,-1,0,0,0,0,0,0,-1
211,2013,5,99,R,192,193,0.994818653,15,42,70,65,135,192,0.703125
211,2013,9,99,M,7,7,1,0,4,3,0,3,7,0.428571429
